Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.43806424736976624, 0.9138307571411133, 1.1890144833159866e-06]","[0.526591420173645, 0.8602734804153442, -0.08522683382034302]","[0.5633282661437988, 0.7471378445625305, -0.11492246389389038]","[0.5426846742630005, 0.6539063453674316, -0.14091764390468597]","[0.5015934109687805, 0.5815421938896179, -0.16287221014499664]","[0.5983185172080994, 0.6526379585266113, -0.004639081656932831]","[0.6608480215072632, 0.5537582635879517, -0.008472251705825329]","[0.7014857530593872, 0.48642879724502563, -0.0106137590482831]","[0.7288401126861572, 0.4429847002029419, -0.013839684426784515]","[0.5221748948097229, 0.6304138898849487, 0.007932336069643497]","[0.5318407416343689, 0.499899297952652, 0.0031650520395487547]","[0.5377326011657715, 0.4122121334075928, -0.011713927611708641]","[0.5402855277061462, 0.34292280673980713, -0.020849715918302536]","[0.45141664147377014, 0.6379266977310181, 0.004759551025927067]","[0.45131656527519226, 0.5320691466331482, -0.03879109025001526]","[0.45574283599853516, 0.5461792349815369, -0.08076922595500946]","[0.44521862268447876, 0.5700921416282654, -0.09700503945350647]","[0.3893144726753235, 0.6579554677009583, -0.0064466362819075584]","[0.3618667721748352, 0.5695867538452148, -0.057127173990011215]","[0.3450263440608978, 0.5129973888397217, -0.09923414885997772]","[0.3286697268486023, 0.4717385768890381, -0.1237984374165535]"
L,"[0.45059990882873535, 0.8716851472854614, 8.577599146519788e-07]","[0.5266143083572388, 0.8370769023895264, -0.06876083463430405]","[0.5619632005691528, 0.7433331608772278, -0.09228599816560745]","[0.5310361385345459, 0.6547023057937622, -0.10977961868047714]","[0.48255282640457153, 0.5992966890335083, -0.12359853088855743]","[0.5960103273391724, 0.6309071779251099, -0.03416662663221359]","[0.6531094312667847, 0.5409631133079529, -0.04932800680398941]","[0.6925889253616333, 0.4821815490722656, -0.06170835345983505]","[0.7198753356933594, 0.43543803691864014, -0.07269003987312317]","[0.5326418280601501, 0.6083333492279053, -0.026647359132766724]","[0.5358062386512756, 0.48971521854400635, -0.045147769153118134]","[0.5454782843589783, 0.40996310114860535, -0.06695544719696045]","[0.5453061461448669, 0.34449243545532227, -0.08161704242229462]","[0.4692668914794922, 0.6181570887565613, -0.028716297820210457]","[0.45877060294151306, 0.5346254110336304, -0.07436330616474152]","[0.470176100730896, 0.560228168964386, -0.10734306275844574]","[0.46955347061157227, 0.5855184197425842, -0.11824358999729156]","[0.4107213318347931, 0.6452091932296753, -0.036405038088560104]","[0.3843538165092468, 0.5594492554664612, -0.08065014332532883]","[0.37199750542640686, 0.5070197582244873, -0.10858550667762756]","[0.35794931650161743, 0.46221500635147095, -0.12323987483978271]"
R,"[0.5616495609283447, 0.8993958830833435, 6.434302690649929e-07]","[0.47102826833724976, 0.867268443107605, -0.04991675913333893]","[0.42006123065948486, 0.7695627212524414, -0.08047697693109512]","[0.4099906086921692, 0.6705834269523621, -0.11358384042978287]","[0.4522949457168579, 0.6133675575256348, -0.13837838172912598]","[0.4419308006763458, 0.6432936787605286, -0.025152254849672318]","[0.3993096947669983, 0.5413370132446289, -0.06162204593420029]","[0.3748894929885864, 0.48198240995407104, -0.08446670323610306]","[0.3592466711997986, 0.43570002913475037, -0.10029495507478714]","[0.49542614817619324, 0.6199957728385925, -0.025741111487150192]","[0.5084306597709656, 0.4942776560783386, -0.06521493196487427]","[0.5049832463264465, 0.4119413197040558, -0.08694059401750565]","[0.5040577054023743, 0.3470197319984436, -0.09920317679643631]","[0.5449368953704834, 0.6267217397689819, -0.033872682601213455]","[0.5554818511009216, 0.5157434940338135, -0.06677724421024323]","[0.517990231513977, 0.5624954104423523, -0.04623768851161003]","[0.4886905550956726, 0.6082085967063904, -0.022221632301807404]","[0.5907967686653137, 0.6500195860862732, -0.050519220530986786]","[0.617297887802124, 0.5702994465827942, -0.07369093596935272]","[0.6432197690010071, 0.5178459286689758, -0.07063028216362]","[0.6671519875526428, 0.46790051460266113, -0.06284639239311218]"
L,"[0.43594902753829956, 0.8839839696884155, 6.922066972947505e-07]","[0.5293199419975281, 0.8422554731369019, -0.04914786294102669]","[0.5764683485031128, 0.737723171710968, -0.061076898127794266]","[0.5529899597167969, 0.6494868397712708, -0.07308750599622726]","[0.49437397718429565, 0.5982794165611267, -0.08260077238082886]","[0.5874158143997192, 0.640483021736145, 0.0004995832568965852]","[0.6449865698814392, 0.5464743375778198, -0.006555526051670313]","[0.6796766519546509, 0.4818345308303833, -0.007201186381280422]","[0.703532338142395, 0.43930578231811523, -0.009009184315800667]","[0.5216981172561646, 0.6194605231285095, -0.0022797491401433945]","[0.5215676426887512, 0.49208328127861023, -0.01297693606466055]","[0.5296021699905396, 0.4056653380393982, -0.018360517919063568]","[0.5282594561576843, 0.341073215007782, -0.018657846376299858]","[0.4593333899974823, 0.630054235458374, -0.01692475751042366]","[0.4559252858161926, 0.531133770942688, -0.06327161192893982]","[0.4691230058670044, 0.5557089447975159, -0.08948773145675659]","[0.46706724166870117, 0.5856212377548218, -0.09306831657886505]","[0.40506088733673096, 0.6539732813835144, -0.03647749498486519]","[0.36404484510421753, 0.5662518739700317, -0.09271694719791412]","[0.34882426261901855, 0.5107592344284058, -0.12764738500118256]","[0.3344744145870209, 0.46715304255485535, -0.14402446150779724]"
R,"[0.5132139921188354, 0.9073200225830078, 2.2398887722374639e-07]","[0.4729873239994049, 0.8669289350509644, -0.1289314478635788]","[0.47908055782318115, 0.768048882484436, -0.15680260956287384]","[0.5231754183769226, 0.6720117330551147, -0.16116972267627716]","[0.5733919739723206, 0.5939272046089172, -0.15564487874507904]","[0.3893115222454071, 0.6472470164299011, -0.08715037256479263]","[0.3245198726654053, 0.5328308343887329, -0.11635386198759079]","[0.28353768587112427, 0.4624568223953247, -0.1389196366071701]","[0.2573561370372772, 0.4059370160102844, -0.15323199331760406]","[0.4534342885017395, 0.6288349628448486, -0.03802238032221794]","[0.4306732416152954, 0.48482444882392883, -0.05351429432630539]","[0.4294140040874481, 0.3932223320007324, -0.07268574833869934]","[0.41828086972236633, 0.33057740330696106, -0.08615326136350632]","[0.5175867080688477, 0.6354038119316101, -0.003700312227010727]","[0.5394877195358276, 0.5386693477630615, -0.04538271576166153]","[0.5588624477386475, 0.5493115186691284, -0.08218254148960114]","[0.5554481148719788, 0.5680485367774963, -0.0955377146601677]","[0.5793911814689636, 0.6508961319923401, 0.020777834579348564]","[0.5990439653396606, 0.5660408139228821, -0.017157962545752525]","[0.6060851812362671, 0.5243619680404663, -0.04449234902858734]","[0.5885379910469055, 0.49694281816482544, -0.05802745744585991]"
R,"[0.5636024475097656, 0.8925718069076538, 5.471086410580028e-07]","[0.46658965945243835, 0.8366625905036926, -0.0712326169013977]","[0.4277365505695343, 0.7432557344436646, -0.10465991497039795]","[0.4403635263442993, 0.6510864496231079, -0.13922365009784698]","[0.492127001285553, 0.584782063961029, -0.16999636590480804]","[0.42624786496162415, 0.6507082581520081, -0.017760612070560455]","[0.36307060718536377, 0.546216607093811, -0.053600672632455826]","[0.3267171084880829, 0.4872781038284302, -0.07915107160806656]","[0.30991482734680176, 0.4383980333805084, -0.09391281008720398]","[0.48707616329193115, 0.6315030455589294, -0.011927695013582706]","[0.4847813844680786, 0.49610739946365356, -0.042204149067401886]","[0.47555771470069885, 0.4116653800010681, -0.06910021603107452]","[0.46679919958114624, 0.3419187068939209, -0.08616027981042862]","[0.5471082329750061, 0.6323081254959106, -0.019544780254364014]","[0.5581538677215576, 0.5196768045425415, -0.06581535935401917]","[0.5290454626083374, 0.5535646677017212, -0.08933716267347336]","[0.5067571401596069, 0.5966710448265076, -0.09312990307807922]","[0.6050387620925903, 0.6423492431640625, -0.03482171148061752]","[0.6280053853988647, 0.562632143497467, -0.06549247354269028]","[0.6513121128082275, 0.5096306204795837, -0.08761222660541534]","[0.6722736358642578, 0.4632187783718109, -0.10099374502897263]"
R,"[0.5642107129096985, 0.8673356771469116, 8.18146020264976e-07]","[0.4763587713241577, 0.8184012770652771, -0.07863477617502213]","[0.4338464140892029, 0.7292759418487549, -0.11193619668483734]","[0.4451642632484436, 0.6462455987930298, -0.14535382390022278]","[0.49338579177856445, 0.5739762187004089, -0.17539440095424652]","[0.42621520161628723, 0.636695921421051, 0.0004798091249540448]","[0.36593422293663025, 0.5525052547454834, -0.023674143478274345]","[0.33153048157691956, 0.4951239824295044, -0.04159340262413025]","[0.31228139996528625, 0.4510125517845154, -0.05130747705698013]","[0.4856168329715729, 0.621268630027771, 0.010866481810808182]","[0.4843562841415405, 0.49821048974990845, -0.006471914239227772]","[0.47709789872169495, 0.4179893732070923, -0.02755122072994709]","[0.4691579043865204, 0.3519444465637207, -0.04036456719040871]","[0.5446197986602783, 0.6251239776611328, 0.004518449772149324]","[0.5572150945663452, 0.5227388143539429, -0.04270819202065468]","[0.5377921462059021, 0.5433647632598877, -0.08299097418785095]","[0.522179365158081, 0.5768064856529236, -0.09731554239988327]","[0.5996832251548767, 0.6331490278244019, -0.008883784525096416]","[0.6243642568588257, 0.5608000159263611, -0.04554701969027519]","[0.6461310982704163, 0.5128388404846191, -0.08081571012735367]","[0.6657606959342957, 0.47286057472229004, -0.10331614315509796]"
L,"[0.4510018527507782, 0.9016416668891907, 2.697325385270233e-07]","[0.5337328910827637, 0.8499135971069336, -0.029076997190713882]","[0.5788335800170898, 0.7524319887161255, -0.03782591223716736]","[0.5752400755882263, 0.6523247361183167, -0.045532260090112686]","[0.5297369956970215, 0.5971927642822266, -0.05145471915602684]","[0.5561269521713257, 0.6694446802139282, -0.022708306089043617]","[0.6213300824165344, 0.5667086839675903, -0.03127279505133629]","[0.6548843383789062, 0.5104775428771973, -0.03297990560531616]","[0.677165150642395, 0.46411073207855225, -0.03648178651928902]","[0.5058237910270691, 0.6394167542457581, -0.02471168525516987]","[0.4994910657405853, 0.49926722049713135, -0.03918663412332535]","[0.506930947303772, 0.422606498003006, -0.046247515827417374]","[0.5044060945510864, 0.35944753885269165, -0.05125100538134575]","[0.4574545621871948, 0.6405969858169556, -0.03042501024901867]","[0.45345810055732727, 0.5254566073417664, -0.056505877524614334]","[0.499011754989624, 0.5664458870887756, -0.0675155520439148]","[0.5231368541717529, 0.6086428165435791, -0.07105942070484161]","[0.4075515866279602, 0.6615095138549805, -0.03872061148285866]","[0.36653196811676025, 0.569163978099823, -0.0679502785205841]","[0.3470205068588257, 0.5103083848953247, -0.0858994796872139]","[0.32584303617477417, 0.460705429315567, -0.09786560386419296]"
R,"[0.5673967599868774, 0.8796416521072388, 2.2832743695744284e-07]","[0.4835059344768524, 0.8467312455177307, -0.061891015619039536]","[0.44806790351867676, 0.7563717365264893, -0.09088228642940521]","[0.4642341732978821, 0.6591223478317261, -0.11424600332975388]","[0.5089792609214783, 0.6056642532348633, -0.12929260730743408]","[0.41515856981277466, 0.6386294960975647, -0.06178292632102966]","[0.3436625599861145, 0.5370187759399414, -0.10412932932376862]","[0.30499595403671265, 0.47688740491867065, -0.13413728773593903]","[0.28065186738967896, 0.42938339710235596, -0.15586408972740173]","[0.4825320541858673, 0.613937497138977, -0.051160674542188644]","[0.46692758798599243, 0.4890502393245697, -0.08894038200378418]","[0.45947161316871643, 0.41356348991394043, -0.11128397285938263]","[0.4504106044769287, 0.34978964924812317, -0.12673363089561462]","[0.5421112775802612, 0.6177209615707397, -0.04570567235350609]","[0.5534228086471558, 0.5119936466217041, -0.07719031721353531]","[0.545399010181427, 0.5561860799789429, -0.05768410488963127]","[0.5361166596412659, 0.5992297530174255, -0.036396585404872894]","[0.6026040315628052, 0.6431547999382019, -0.04845930635929108]","[0.6208378076553345, 0.5626260638237, -0.07207861542701721]","[0.6437318325042725, 0.5147696733474731, -0.06560323387384415]","[0.6599692106246948, 0.4698387384414673, -0.05514631047844887]"
L,"[0.44102317094802856, 0.8376331329345703, 1.5998699609554023e-07]","[0.5218125581741333, 0.8191039562225342, -0.016029872000217438]","[0.5782682299613953, 0.7242929935455322, -0.014135396108031273]","[0.5817767977714539, 0.6421884298324585, -0.016518836840987206]","[0.5385962724685669, 0.5866638422012329, -0.01941709779202938]","[0.5579584836959839, 0.6444851160049438, 0.01042039506137371]","[0.5999831557273865, 0.5572740435600281, 0.01201703678816557]","[0.6224474310874939, 0.49902886152267456, 0.017074208706617355]","[0.6381618976593018, 0.45182931423187256, 0.015285944566130638]","[0.512304425239563, 0.6233545541763306, -0.00224653584882617]","[0.5010907649993896, 0.5116908550262451, -0.009319879114627838]","[0.49619436264038086, 0.4524943232536316, -0.012292962521314621]","[0.4865081310272217, 0.41100794076919556, -0.013592365197837353]","[0.4657227098941803, 0.6260265111923218, -0.020729560405015945]","[0.4697502851486206, 0.5234538912773132, -0.05687391012907028]","[0.47211378812789917, 0.5378573536872864, -0.07196202129125595]","[0.4631836414337158, 0.5624369978904724, -0.07412083446979523]","[0.4236111342906952, 0.6432515978813171, -0.040691129863262177]","[0.393669992685318, 0.5692256093025208, -0.08893328160047531]","[0.3794044852256775, 0.5254154205322266, -0.11557074636220932]","[0.3622220754623413, 0.49362969398498535, -0.1288096308708191]"
