Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.5286155343055725, 0.8252164125442505, -7.594021411705398e-08]","[0.609626293182373, 0.779275119304657, -0.016958581283688545]","[0.6428329348564148, 0.666317343711853, -0.011002602055668831]","[0.5933608412742615, 0.5840203166007996, -0.008042332716286182]","[0.5106860399246216, 0.5802435874938965, -0.0027766143903136253]","[0.6179448962211609, 0.5688539147377014, 0.013723699375987053]","[0.6214455962181091, 0.46412020921707153, -0.013616934418678284]","[0.6300708055496216, 0.491961270570755, -0.03646312281489372]","[0.6288318634033203, 0.5515542030334473, -0.04739581048488617]","[0.560701847076416, 0.5626941323280334, 0.0085563063621521]","[0.5480144619941711, 0.44384312629699707, -0.016317246481776237]","[0.5647193789482117, 0.4867604374885559, -0.0359271764755249]","[0.56965172290802, 0.5496329069137573, -0.04312625527381897]","[0.5063188076019287, 0.5759004354476929, -0.003262944519519806]","[0.484466016292572, 0.4640476405620575, -0.03150716423988342]","[0.5118870139122009, 0.5075588226318359, -0.050400473177433014]","[0.5233614444732666, 0.5698440074920654, -0.05459235981106758]","[0.45195502042770386, 0.6052621006965637, -0.017061810940504074]","[0.4413002133369446, 0.5192616581916809, -0.04258820787072182]","[0.46922194957733154, 0.5375893115997314, -0.058744240552186966]","[0.4873393177986145, 0.5841425657272339, -0.06574125587940216]"
R,"[0.4982963502407074, 0.8572964668273926, 1.4067327924749407e-07]","[0.4105305075645447, 0.800232470035553, -0.09911554306745529]","[0.38791489601135254, 0.6819196343421936, -0.1319858729839325]","[0.44679516553878784, 0.6009011268615723, -0.15582574903964996]","[0.518070638179779, 0.5926445722579956, -0.1682974398136139]","[0.3728306293487549, 0.5719078183174133, -0.021475201472640038]","[0.38937056064605713, 0.46853506565093994, -0.08978968858718872]","[0.41524094343185425, 0.5060564279556274, -0.14398698508739471]","[0.4220847189426422, 0.5691690444946289, -0.17239977419376373]","[0.4441235661506653, 0.568164050579071, 0.0021440142299979925]","[0.4571882486343384, 0.4391700327396393, -0.07626823335886002]","[0.48206648230552673, 0.4863397479057312, -0.13971278071403503]","[0.48338782787323, 0.5516699552536011, -0.16875280439853668]","[0.5102040767669678, 0.5804870128631592, 0.008936969563364983]","[0.5301681160926819, 0.4650142788887024, -0.06415577232837677]","[0.540361225605011, 0.5036685466766357, -0.11664244532585144]","[0.522527277469635, 0.5670897364616394, -0.13598647713661194]","[0.5722372531890869, 0.602368950843811, 0.006781481206417084]","[0.5835734009742737, 0.520910382270813, -0.051331330090761185]","[0.5822361707687378, 0.5408443212509155, -0.09181775897741318]","[0.5635865926742554, 0.5869013071060181, -0.11182807385921478]"
L,"[0.5265673398971558, 0.8530391454696655, 3.02151192954625e-08]","[0.6204892992973328, 0.7985625863075256, -0.015591075643897057]","[0.663813591003418, 0.678386926651001, -0.013204504735767841]","[0.6260263919830322, 0.5940828323364258, -0.01416738796979189]","[0.5368275046348572, 0.5938287973403931, -0.011919074691832066]","[0.6247140765190125, 0.5763094425201416, 0.0005132423248142004]","[0.6259762048721313, 0.46227094531059265, -0.03127438202500343]","[0.6472864151000977, 0.5049179792404175, -0.056107375770807266]","[0.646960973739624, 0.5674470663070679, -0.06770271062850952]","[0.570580244064331, 0.5721220970153809, -0.008672102354466915]","[0.5516220331192017, 0.43909353017807007, -0.034836798906326294]","[0.5856301188468933, 0.4888136088848114, -0.05109357833862305]","[0.5870978832244873, 0.5558373332023621, -0.05636053532361984]","[0.5146099328994751, 0.5851956009864807, -0.023808129131793976]","[0.4959142208099365, 0.4622303545475006, -0.04911946877837181]","[0.5343800783157349, 0.5021679997444153, -0.05987897887825966]","[0.5393985509872437, 0.5631164908409119, -0.05879112333059311]","[0.4595145881175995, 0.6124048829078674, -0.04172901064157486]","[0.4509453773498535, 0.5170507431030273, -0.0648956298828125]","[0.48586589097976685, 0.5354002714157104, -0.07644966244697571]","[0.4973527789115906, 0.5811070203781128, -0.07958801090717316]"
R,"[0.47409337759017944, 0.8773031830787659, -6.446077804866945e-07]","[0.36490780115127563, 0.809237539768219, -0.05132246017456055]","[0.3293442130088806, 0.6718134880065918, -0.06459036469459534]","[0.40230274200439453, 0.581932783126831, -0.07922985404729843]","[0.49189522862434387, 0.5964710712432861, -0.08471223711967468]","[0.3503044545650482, 0.5770133137702942, 0.012648968026041985]","[0.35103970766067505, 0.4630979895591736, -0.03292062506079674]","[0.35094621777534485, 0.5029500722885132, -0.0717068538069725]","[0.3526858687400818, 0.5720219016075134, -0.09407537430524826]","[0.42489397525787354, 0.565804660320282, 0.017588935792446136]","[0.43371444940567017, 0.43173980712890625, -0.026694154366850853]","[0.422625333070755, 0.4766193628311157, -0.060927119106054306]","[0.41915225982666016, 0.5453561544418335, -0.07670275121927261]","[0.4906686842441559, 0.5745083689689636, 0.009949124418199062]","[0.5087211728096008, 0.45314526557922363, -0.02820809744298458]","[0.48724064230918884, 0.49117738008499146, -0.04844960942864418]","[0.47759684920310974, 0.5615574717521667, -0.05374846234917641]","[0.559818685054779, 0.6009296178817749, -0.004979343619197607]","[0.559797465801239, 0.5103505253791809, -0.03444565832614899]","[0.5407148003578186, 0.5240039825439453, -0.05297044292092323]","[0.531958281993866, 0.5774058103561401, -0.062070082873106]"
R,"[0.48455142974853516, 0.8985707759857178, -6.13574286489893e-07]","[0.3771519064903259, 0.8357234001159668, -0.07115230709314346]","[0.3484136462211609, 0.6878516674041748, -0.08158395439386368]","[0.41855984926223755, 0.5963996648788452, -0.08510152250528336]","[0.5049805641174316, 0.6022486090660095, -0.07647769898176193]","[0.33865275979042053, 0.5818811655044556, 0.00433347700163722]","[0.3578908145427704, 0.4468294084072113, -0.02464587800204754]","[0.3877216577529907, 0.4919782876968384, -0.0505535714328289]","[0.38440513610839844, 0.5611854791641235, -0.06553975492715836]","[0.4250985085964203, 0.571391224861145, 0.0263043399900198]","[0.4441543519496918, 0.4181637465953827, 0.001722064334899187]","[0.4698858857154846, 0.48055386543273926, -0.031853072345256805]","[0.4585672616958618, 0.5495584607124329, -0.05069957301020622]","[0.4967985153198242, 0.5824795961380005, 0.03602898120880127]","[0.5191555023193359, 0.4482903778553009, 0.005461122374981642]","[0.5312297344207764, 0.500887930393219, -0.025882400572299957]","[0.5069990754127502, 0.5717865228652954, -0.0416710190474987]","[0.5623806715011597, 0.611896812915802, 0.03889928013086319]","[0.5719361901283264, 0.5081674456596375, 0.0023535487707704306]","[0.5765583515167236, 0.5379024744033813, -0.025966616347432137]","[0.554689347743988, 0.5959122180938721, -0.04224088042974472]"
L,"[0.4949427843093872, 0.8477196097373962, 2.872877473691915e-07]","[0.573030412197113, 0.7756460905075073, -0.06794781982898712]","[0.5898885130882263, 0.6587523221969604, -0.05551791563630104]","[0.5438269376754761, 0.570400059223175, -0.03270562365651131]","[0.48283860087394714, 0.5434529185295105, -0.0008609932265244424]","[0.6114848852157593, 0.5885490775108337, 0.050355974584817886]","[0.6017550826072693, 0.4817997217178345, 0.0468173623085022]","[0.5792745351791382, 0.45810234546661377, 0.03444833308458328]","[0.5707948803901672, 0.4813155233860016, 0.030250100418925285]","[0.5423899292945862, 0.5842558145523071, 0.07994818687438965]","[0.5221906304359436, 0.47380971908569336, 0.08328179270029068]","[0.5111821293830872, 0.4537610411643982, 0.059504859149456024]","[0.5190128684043884, 0.47406095266342163, 0.045043252408504486]","[0.48116570711135864, 0.5983537435531616, 0.0925547331571579]","[0.4621840715408325, 0.4942120313644409, 0.06961018592119217]","[0.45916345715522766, 0.4862460494041443, 0.01678098365664482]","[0.46410274505615234, 0.5168900489807129, -0.009755941107869148]","[0.42860448360443115, 0.6266444325447083, 0.09921068698167801]","[0.41533857583999634, 0.5321401953697205, 0.06745318323373795]","[0.415347695350647, 0.5200961232185364, 0.02526804432272911]","[0.42192286252975464, 0.5459437370300293, -1.7813713384384755e-06]"
L,"[0.5179244875907898, 0.7747048735618591, 2.645272161316825e-07]","[0.6088458895683289, 0.7389490604400635, -0.0011446124408394098]","[0.6368830800056458, 0.6458183526992798, 0.01042645238339901]","[0.5996166467666626, 0.5742803812026978, 0.017490627244114876]","[0.5233058333396912, 0.5771689414978027, 0.02875383570790291]","[0.5863234996795654, 0.5545926690101624, 0.04787203297019005]","[0.5963345170021057, 0.48862653970718384, 0.0495077408850193]","[0.6138470768928528, 0.5279532670974731, 0.050300344824790955]","[0.6065013408660889, 0.5690441131591797, 0.05250058323144913]","[0.5438178777694702, 0.547781765460968, 0.03726803511381149]","[0.5500894784927368, 0.4645405411720276, 0.03439919650554657]","[0.575091540813446, 0.5089957118034363, 0.02686581201851368]","[0.5678641200065613, 0.5525417327880859, 0.02610602229833603]","[0.500147819519043, 0.552061915397644, 0.021867213770747185]","[0.5041725635528564, 0.4700194299221039, 0.008491570129990578]","[0.5329723358154297, 0.5177596807479858, 0.002746426500380039]","[0.5286678075790405, 0.5566872954368591, 0.006195299327373505]","[0.44934403896331787, 0.5710964202880859, 0.005931307561695576]","[0.4734686017036438, 0.4984816908836365, -0.0041282824240624905]","[0.5061095356941223, 0.5308960676193237, -0.0018490871880203485]","[0.5127855539321899, 0.5664531588554382, 0.0032946302089840174]"
L,"[0.5177967548370361, 0.839549720287323, 5.522808237401478e-07]","[0.6189118027687073, 0.7819817662239075, 0.0017374197486788034]","[0.6478539705276489, 0.6701058745384216, 0.01950794830918312]","[0.6121794581413269, 0.5928688049316406, 0.03180208429694176]","[0.5235195159912109, 0.5964597463607788, 0.04891567304730415]","[0.6053924560546875, 0.5890405774116516, 0.04474744200706482]","[0.6042793393135071, 0.48877355456352234, 0.0263203177601099]","[0.6363814473152161, 0.49716782569885254, 0.01555979996919632]","[0.6357725858688354, 0.5500913858413696, 0.015519647859036922]","[0.5565245747566223, 0.5819957852363586, 0.030199989676475525]","[0.5431143045425415, 0.4580116271972656, 0.008844762109220028]","[0.582085132598877, 0.4778192639350891, -0.0009707241551950574]","[0.5750048160552979, 0.5412041544914246, 0.0040250844322144985]","[0.5020986199378967, 0.5910112261772156, 0.008343863300979137]","[0.4921312928199768, 0.47442880272865295, -0.01864580810070038]","[0.5302243828773499, 0.5069883465766907, -0.01988832838833332]","[0.5303172469139099, 0.5551013946533203, -0.006072536576539278]","[0.4485555589199066, 0.6143129467964172, -0.014903891831636429]","[0.46146953105926514, 0.522800087928772, -0.0502154678106308]","[0.4996565282344818, 0.5461704730987549, -0.06201798468828201]","[0.5072458386421204, 0.5880920886993408, -0.058349963277578354]"
R,"[0.50468510389328, 0.7999361157417297, 2.0169862580132758e-07]","[0.48153480887413025, 0.7072411179542542, -0.05153908208012581]","[0.4774268567562103, 0.6269931197166443, -0.035463884472846985]","[0.5007466077804565, 0.5731530785560608, -0.006008388940244913]","[0.5215723514556885, 0.5670868754386902, 0.034917593002319336]","[0.41071221232414246, 0.5886684656143188, 0.04060261696577072]","[0.43660056591033936, 0.5249799489974976, 0.0400647334754467]","[0.45789122581481934, 0.5237258076667786, 0.03866982460021973]","[0.4641556739807129, 0.5367476940155029, 0.04498617351055145]","[0.45478856563568115, 0.609868049621582, 0.07709813863039017]","[0.4950699210166931, 0.550704300403595, 0.06869912892580032]","[0.5102053880691528, 0.5811100602149963, 0.054423779249191284]","[0.5050598978996277, 0.6110469102859497, 0.057586319744586945]","[0.50218266248703, 0.6279345750808716, 0.10348553210496902]","[0.5301020741462708, 0.5795727372169495, 0.08447318524122238]","[0.5313137769699097, 0.6174888014793396, 0.06218820810317993]","[0.517000675201416, 0.6389983296394348, 0.06092517822980881]","[0.5399017930030823, 0.6431185603141785, 0.12682801485061646]","[0.5581061244010925, 0.6072009801864624, 0.1088666096329689]","[0.5515017509460449, 0.632500946521759, 0.09124163538217545]","[0.5362465977668762, 0.6531965732574463, 0.08839313685894012]"
L,"[0.5366789102554321, 0.8913130760192871, 2.656188939909043e-07]","[0.6452498435974121, 0.8115392923355103, -0.000747147889342159]","[0.6750021576881409, 0.6769211888313293, 0.009622488170862198]","[0.6336326599121094, 0.589984118938446, 0.014128599315881729]","[0.5303968787193298, 0.6143357157707214, 0.024594051763415337]","[0.6147354245185852, 0.5861640572547913, 0.021573085337877274]","[0.6098021268844604, 0.4562290906906128, -0.007084645330905914]","[0.6482445597648621, 0.5048510432243347, -0.027403783053159714]","[0.6524860262870789, 0.5769107937812805, -0.03376776725053787]","[0.5654577612876892, 0.5831626653671265, 0.0056009902618825436]","[0.5393486022949219, 0.4282277226448059, -0.017793405801057816]","[0.5981584787368774, 0.47292935848236084, -0.026970617473125458]","[0.5998070240020752, 0.5491226315498352, -0.02358095906674862]","[0.5092004537582397, 0.5971066355705261, -0.01617446541786194]","[0.4862196445465088, 0.45861029624938965, -0.03958059102296829]","[0.5470877885818481, 0.5044124722480774, -0.037420134991407394]","[0.5543403029441833, 0.5677769780158997, -0.023066604509949684]","[0.45464009046554565, 0.6256420016288757, -0.04021104797720909]","[0.46083998680114746, 0.5191789269447327, -0.06366538256406784]","[0.5144428610801697, 0.546521782875061, -0.06601396948099136]","[0.5285146236419678, 0.5991082191467285, -0.058416418731212616]"
