Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.5066114068031311, 0.9174851179122925, -4.3625595935736783e-07]","[0.5780268907546997, 0.8461899161338806, -0.04275364428758621]","[0.5972394943237305, 0.7434592843055725, -0.06954929232597351]","[0.5377786755561829, 0.6636942625045776, -0.09510976821184158]","[0.4597472548484802, 0.6427181363105774, -0.11739290505647659]","[0.5567529201507568, 0.6534397006034851, -0.04058438166975975]","[0.5451841950416565, 0.5883396863937378, -0.09516743570566177]","[0.5078124403953552, 0.6134511232376099, -0.12970422208309174]","[0.4798275828361511, 0.6506057977676392, -0.14837053418159485]","[0.48543581366539, 0.6659726500511169, -0.043086983263492584]","[0.4548810124397278, 0.652983546257019, -0.11431640386581421]","[0.46784332394599915, 0.7446877360343933, -0.1378324031829834]","[0.4887756109237671, 0.8191554546356201, -0.14019587635993958]","[0.4221862554550171, 0.6922323107719421, -0.05221874639391899]","[0.39755648374557495, 0.6947101354598999, -0.11892835795879364]","[0.42640241980552673, 0.775120198726654, -0.1194518655538559]","[0.4539410471916199, 0.8346357941627502, -0.10447321832180023]","[0.37008216977119446, 0.7302155494689941, -0.06534215807914734]","[0.3592680096626282, 0.7531037330627441, -0.11309915035963058]","[0.39151936769485474, 0.8095627427101135, -0.11537403613328934]","[0.42380839586257935, 0.8430630564689636, -0.10626741498708725]"
L,"[0.5680647492408752, 0.8671988248825073, 1.8011170368481544e-06]","[0.6987074017524719, 0.8143329620361328, -0.022893210873007774]","[0.7381874322891235, 0.7587907910346985, -0.10464539378881454]","[0.7548971176147461, 0.7067084312438965, -0.19005529582500458]","[0.7790188789367676, 0.6379863023757935, -0.27333012223243713]","[0.7162182331085205, 0.6342182755470276, -0.16491252183914185]","[0.7853918671607971, 0.6155607104301453, -0.24152123928070068]","[0.8526511788368225, 0.6197129487991333, -0.2701737880706787]","[0.9034081697463989, 0.6346085667610168, -0.28723177313804626]","[0.6510964632034302, 0.6503915190696716, -0.1980377584695816]","[0.7727910876274109, 0.7161691188812256, -0.2950308918952942]","[0.8392490148544312, 0.795873761177063, -0.29564017057418823]","[0.8898180723190308, 0.841973066329956, -0.2892082929611206]","[0.5998924374580383, 0.6941457986831665, -0.2270805835723877]","[0.7226705551147461, 0.7894731760025024, -0.2868368625640869]","[0.7064025402069092, 0.8605889081954956, -0.21463753283023834]","[0.6703082919120789, 0.8807666897773743, -0.16307948529720306]","[0.5614799857139587, 0.7400256395339966, -0.26225170493125916]","[0.6584676504135132, 0.8275708556175232, -0.2958524227142334]","[0.649063229560852, 0.8663187026977539, -0.2501537501811981]","[0.6206620931625366, 0.8646537065505981, -0.21422533690929413]"
L,"[0.4995230734348297, 0.9004071354866028, 9.193112759930955e-07]","[0.6333416104316711, 0.8424448370933533, -0.09092409908771515]","[0.668086588382721, 0.7662079334259033, -0.1713380515575409]","[0.6463971138000488, 0.7099236249923706, -0.2415163367986679]","[0.5870915651321411, 0.7002744674682617, -0.30528905987739563]","[0.6118021607398987, 0.6327931880950928, -0.16314950585365295]","[0.6122633814811707, 0.6035556793212891, -0.2627682089805603]","[0.6359219551086426, 0.6122280359268188, -0.31060129404067993]","[0.6461135745048523, 0.6405056715011597, -0.3327777087688446]","[0.5234479308128357, 0.6389702558517456, -0.1624491959810257]","[0.5795918703079224, 0.7149240970611572, -0.26704931259155273]","[0.6172045469284058, 0.80959153175354, -0.27175143361091614]","[0.6396800875663757, 0.8654518127441406, -0.2564338445663452]","[0.45397698879241943, 0.678490400314331, -0.17249459028244019]","[0.5246350169181824, 0.7877309322357178, -0.2648765742778778]","[0.5699126124382019, 0.8554081320762634, -0.24387578666210175]","[0.5966318249702454, 0.8787016272544861, -0.2106093466281891]","[0.40613219141960144, 0.7317900657653809, -0.19287270307540894]","[0.47583574056625366, 0.8296837210655212, -0.249457448720932]","[0.5223767161369324, 0.8747048377990723, -0.24039264023303986]","[0.5482932925224304, 0.8838546276092529, -0.22172515094280243]"
L,"[0.5117072463035583, 0.9652490615844727, -4.6725642732781125e-07]","[0.5851652026176453, 0.8724007606506348, -0.04170270264148712]","[0.5973400473594666, 0.760103702545166, -0.06551659852266312]","[0.5316340923309326, 0.6809250116348267, -0.09035619348287582]","[0.4533844292163849, 0.6430743336677551, -0.11163228750228882]","[0.5550833940505981, 0.6626240015029907, -0.012400150299072266]","[0.5365538001060486, 0.579301118850708, -0.07241761684417725]","[0.5126163363456726, 0.5835775136947632, -0.11465268582105637]","[0.4886249005794525, 0.6116994619369507, -0.1352940797805786]","[0.4826034903526306, 0.6804993748664856, -0.013651149347424507]","[0.4464384913444519, 0.6561363339424133, -0.089668408036232]","[0.46096959710121155, 0.7620218396186829, -0.11642169207334518]","[0.48036569356918335, 0.8408846855163574, -0.11761581897735596]","[0.41728144884109497, 0.7100049257278442, -0.02454221621155739]","[0.38972383737564087, 0.6974509358406067, -0.098839670419693]","[0.4165433943271637, 0.787583589553833, -0.09671194106340408]","[0.44242390990257263, 0.8476949334144592, -0.07573100924491882]","[0.3568575382232666, 0.7478957176208496, -0.039278265088796616]","[0.3416134715080261, 0.7401295900344849, -0.08925125747919083]","[0.3734360933303833, 0.8035098910331726, -0.08392729610204697]","[0.4039801061153412, 0.8414928913116455, -0.06679262220859528]"
L,"[0.5871524214744568, 0.8631060123443604, 1.2654218153329566e-06]","[0.7190846800804138, 0.8030183911323547, -0.012283849529922009]","[0.7653229832649231, 0.7409070730209351, -0.06558888405561447]","[0.7739569544792175, 0.6841598749160767, -0.12696361541748047]","[0.7814370393753052, 0.6189045310020447, -0.18677687644958496]","[0.7094349265098572, 0.6079074144363403, -0.09003876894712448]","[0.8040910363197327, 0.583541989326477, -0.1640574187040329]","[0.8745723366737366, 0.584922730922699, -0.20680467784404755]","[0.9372764229774475, 0.5950520634651184, -0.23445641994476318]","[0.6509648561477661, 0.6251733303070068, -0.12628598511219025]","[0.787889838218689, 0.6748077273368835, -0.21406389772891998]","[0.8640549182891846, 0.7470166087150574, -0.22804009914398193]","[0.9190889000892639, 0.7949838638305664, -0.2319878339767456]","[0.6109821200370789, 0.6654460430145264, -0.16436953842639923]","[0.7516441345214844, 0.7483748197555542, -0.23031020164489746]","[0.7339980006217957, 0.8261738419532776, -0.18769115209579468]","[0.7055894136428833, 0.8577763438224792, -0.15327338874340057]","[0.5859895348548889, 0.7110106348991394, -0.2077941745519638]","[0.6953551769256592, 0.7887153625488281, -0.2470576912164688]","[0.6813161373138428, 0.8363742828369141, -0.21882349252700806]","[0.652888298034668, 0.844375729560852, -0.194757878780365]"
L,"[0.5221111178398132, 0.9177721738815308, -1.8640844245965127e-07]","[0.584080159664154, 0.8354293704032898, -0.051609668880701065]","[0.5928774476051331, 0.7360072135925293, -0.08266627788543701]","[0.5399402976036072, 0.6634119749069214, -0.11043991148471832]","[0.4670206904411316, 0.6273192763328552, -0.13350434601306915]","[0.558069109916687, 0.6472840309143066, -0.04032040014863014]","[0.5340748429298401, 0.5880826115608215, -0.10529398918151855]","[0.5170873999595642, 0.5830546617507935, -0.14853714406490326]","[0.4997963309288025, 0.6006051898002625, -0.17082719504833221]","[0.4864126145839691, 0.6556201577186584, -0.03998541831970215]","[0.4608173072338104, 0.6662968993186951, -0.12106874585151672]","[0.4834812581539154, 0.7590494751930237, -0.14416274428367615]","[0.5074195265769958, 0.8279753923416138, -0.14181023836135864]","[0.4245036542415619, 0.6827484965324402, -0.049627795815467834]","[0.4114423096179962, 0.7210419178009033, -0.125421404838562]","[0.44570493698120117, 0.7970486879348755, -0.1243157610297203]","[0.48012250661849976, 0.8352195024490356, -0.10466820001602173]","[0.37169983983039856, 0.7199374437332153, -0.06473001092672348]","[0.367226243019104, 0.7631085515022278, -0.1144876703619957]","[0.39985907077789307, 0.8151283860206604, -0.11579164862632751]","[0.4328892230987549, 0.8309779763221741, -0.10458851605653763]"
R,"[0.42452386021614075, 0.9098635911941528, -1.2339055501797702e-06]","[0.3531990945339203, 0.8343616724014282, -0.028516991063952446]","[0.3238181173801422, 0.7211042642593384, -0.04090075567364693]","[0.339073121547699, 0.6415103673934937, -0.05495672672986984]","[0.36016005277633667, 0.5771588087081909, -0.06281774491071701]","[0.3793855309486389, 0.611182451248169, -0.02370954304933548]","[0.3615737855434418, 0.5535100698471069, -0.06931151449680328]","[0.34848660230636597, 0.5405277013778687, -0.09128201752901077]","[0.3260577321052551, 0.5517376661300659, -0.09771260619163513]","[0.45220744609832764, 0.6052243113517761, -0.02876880206167698]","[0.3953511714935303, 0.6492014527320862, -0.08988295495510101]","[0.3589087128639221, 0.7131327986717224, -0.10632774978876114]","[0.3268992304801941, 0.7773975729942322, -0.10060539841651917]","[0.5135378241539001, 0.6364116668701172, -0.0397840179502964]","[0.4430685341358185, 0.7283811569213867, -0.100484699010849]","[0.4135998785495758, 0.8049046993255615, -0.1016228124499321]","[0.39772695302963257, 0.8636487722396851, -0.08369386196136475]","[0.5648748874664307, 0.6878308057785034, -0.05429365485906601]","[0.5077013969421387, 0.754355788230896, -0.09342898428440094]","[0.466362327337265, 0.8037298917770386, -0.09424089640378952]","[0.44666919112205505, 0.8371270895004272, -0.08111854642629623]"
L,"[0.5946916341781616, 0.8336520195007324, 1.4831525732006412e-06]","[0.6918915510177612, 0.7781007289886475, -0.024207042530179024]","[0.7397294044494629, 0.7289534211158752, -0.07829666882753372]","[0.7708486318588257, 0.7039055824279785, -0.13385604321956635]","[0.8001639246940613, 0.649455726146698, -0.18779759109020233]","[0.7212390899658203, 0.6078901290893555, -0.13476714491844177]","[0.8093117475509644, 0.5968953967094421, -0.20887838304042816]","[0.8758845329284668, 0.6049271821975708, -0.2540559768676758]","[0.9348179697990417, 0.6140479445457458, -0.28490695357322693]","[0.6496686339378357, 0.6215542554855347, -0.15826793015003204]","[0.7840859889984131, 0.7086808681488037, -0.260446697473526]","[0.8715590238571167, 0.7806814908981323, -0.294830858707428]","[0.9276630282402039, 0.8303417563438416, -0.31317225098609924]","[0.5997287034988403, 0.6782618165016174, -0.17681095004081726]","[0.7387071251869202, 0.7855861783027649, -0.24190981686115265]","[0.7431826591491699, 0.8487528562545776, -0.20828354358673096]","[0.7088925242424011, 0.8703214526176453, -0.18048565089702606]","[0.5635107159614563, 0.7375800609588623, -0.20037667453289032]","[0.6819745898246765, 0.822657585144043, -0.241238534450531]","[0.6921001672744751, 0.8608173727989197, -0.21594849228858948]","[0.6652364730834961, 0.8600865006446838, -0.19235385954380035]"
R,"[0.42161688208580017, 0.8858532905578613, -1.5442241192431538e-06]","[0.2945907711982727, 0.8246124386787415, 0.0026645695324987173]","[0.23673629760742188, 0.7384449243545532, -0.014773047529160976]","[0.21812546253204346, 0.6650596857070923, -0.0413082055747509]","[0.20878788828849792, 0.595999538898468, -0.07097051292657852]","[0.2857644557952881, 0.6028096079826355, -0.030828464776277542]","[0.19575612246990204, 0.5644873380661011, -0.07500871270895004]","[0.1354556679725647, 0.5596262812614441, -0.10368406772613525]","[0.0812157690525055, 0.5614862442016602, -0.12167596817016602]","[0.3357606530189514, 0.6001701354980469, -0.06214703619480133]","[0.19957983493804932, 0.6742496490478516, -0.11216136068105698]","[0.13339008390903473, 0.7435715198516846, -0.12652572989463806]","[0.09079796075820923, 0.7832222580909729, -0.12952709197998047]","[0.37747880816459656, 0.6360929012298584, -0.0947500467300415]","[0.2528860569000244, 0.7395962476730347, -0.135841965675354]","[0.27378150820732117, 0.8103935718536377, -0.12154006958007812]","[0.3095674216747284, 0.8374165892601013, -0.10790318250656128]","[0.4110625684261322, 0.6858906745910645, -0.1293313354253769]","[0.3073378801345825, 0.7563220858573914, -0.16248275339603424]","[0.31824252009391785, 0.8091839551925659, -0.14963506162166595]","[0.35133078694343567, 0.8279119729995728, -0.13342157006263733]"
R,"[0.4076344668865204, 0.8973561525344849, -1.341386337117001e-06]","[0.2888622283935547, 0.8494680523872375, -0.03150499239563942]","[0.24175724387168884, 0.749608039855957, -0.04792968928813934]","[0.23929476737976074, 0.6625426411628723, -0.06776578724384308]","[0.22650876641273499, 0.5894439816474915, -0.08759910613298416]","[0.29163315892219543, 0.6020827293395996, -0.019575754180550575]","[0.2109815925359726, 0.5734266638755798, -0.07739681005477905]","[0.1559205949306488, 0.5596041679382324, -0.12247579544782639]","[0.10170790553092957, 0.5566076040267944, -0.14887547492980957]","[0.35259154438972473, 0.59926438331604, -0.0341302864253521]","[0.22246161103248596, 0.675602912902832, -0.10709089040756226]","[0.1533779501914978, 0.7435300946235657, -0.14353081583976746]","[0.10750482976436615, 0.789638102054596, -0.1544794887304306]","[0.40326982736587524, 0.6365143656730652, -0.05559748038649559]","[0.271716833114624, 0.7411152720451355, -0.12505604326725006]","[0.28006309270858765, 0.8291032910346985, -0.12619899213314056]","[0.30406227707862854, 0.8706507682800293, -0.11018795520067215]","[0.44265520572662354, 0.6930127143859863, -0.08162917196750641]","[0.332649290561676, 0.770782470703125, -0.1324027180671692]","[0.34077534079551697, 0.825856626033783, -0.1294664591550827]","[0.3724502623081207, 0.8413668870925903, -0.11309953033924103]"
