Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.4874213635921478, 0.8358993530273438, 4.5305463913791755e-07]","[0.5864793658256531, 0.7578955888748169, -0.08436980098485947]","[0.6163808703422546, 0.6465990543365479, -0.07731646299362183]","[0.5679707527160645, 0.5494864583015442, -0.05750403553247452]","[0.5163246393203735, 0.48072582483291626, -0.02874956838786602]","[0.6557174324989319, 0.574852705001831, 0.03246139734983444]","[0.6542989015579224, 0.45712870359420776, 0.018860813230276108]","[0.649664580821991, 0.37292784452438354, 0.002904969733208418]","[0.6486649513244629, 0.309914231300354, -0.006958768703043461]","[0.5873116254806519, 0.5728161931037903, 0.05096305161714554]","[0.596253514289856, 0.43003010749816895, 0.03566044941544533]","[0.6004397869110107, 0.34283798933029175, 0.012254966422915459]","[0.6000114679336548, 0.2680240869522095, 0.003088278928771615]","[0.5173777937889099, 0.5899471640586853, 0.04973163083195686]","[0.5083227157592773, 0.5047736167907715, -0.0284881554543972]","[0.5067600607872009, 0.5976107120513916, -0.07717915624380112]","[0.5177932381629944, 0.6486901640892029, -0.08241406828165054]","[0.44916945695877075, 0.6217663288116455, 0.04335635155439377]","[0.4565006494522095, 0.5621001124382019, -0.04415341466665268]","[0.4624974727630615, 0.6327509880065918, -0.08395953476428986]","[0.4708147644996643, 0.6820788979530334, -0.09470927715301514]"
R,"[0.4746388792991638, 0.8270754814147949, 3.6484425436356105e-07]","[0.37570077180862427, 0.742447018623352, 0.038452036678791046]","[0.3511950969696045, 0.6512531638145447, 0.05613843724131584]","[0.367112398147583, 0.5709245800971985, 0.04937545955181122]","[0.410268634557724, 0.5083723068237305, 0.04023519158363342]","[0.4313139319419861, 0.5930233001708984, 0.13267764449119568]","[0.4238258898258209, 0.4961996078491211, 0.1286228895187378]","[0.41428184509277344, 0.41736602783203125, 0.11227325350046158]","[0.4135335087776184, 0.35464733839035034, 0.09324581921100616]","[0.4910610318183899, 0.5980957746505737, 0.08448134362697601]","[0.45756295323371887, 0.48016053438186646, 0.05872870981693268]","[0.4287658929824829, 0.3943733870983124, 0.018620533868670464]","[0.4142707288265228, 0.33436119556427, -0.006536329165101051]","[0.5345810651779175, 0.6164771914482117, 0.028749318793416023]","[0.47812560200691223, 0.5282365083694458, -0.020566917955875397]","[0.4375602602958679, 0.6014606952667236, -0.04258246347308159]","[0.43779057264328003, 0.6530276536941528, -0.04607255011796951]","[0.5801786184310913, 0.6294203996658325, -0.02488098293542862]","[0.4956328868865967, 0.5899109840393066, -0.0721575915813446]","[0.46697863936424255, 0.6464723944664001, -0.08881715685129166]","[0.48132944107055664, 0.6870949864387512, -0.09332446753978729]"
L,"[0.4808734655380249, 0.8087385296821594, 3.3721656222951424e-07]","[0.5304887294769287, 0.7487308979034424, -0.08409585058689117]","[0.5527567863464355, 0.64970862865448, -0.08614378422498703]","[0.5235164761543274, 0.5607855916023254, -0.07266702502965927]","[0.5000559091567993, 0.49157023429870605, -0.05229083448648453]","[0.6234356164932251, 0.5735681056976318, -0.0058225300163030624]","[0.6240581274032593, 0.4670105278491974, -0.02115633897483349]","[0.6214395761489868, 0.3926715850830078, -0.039103128015995026]","[0.6214151382446289, 0.33087795972824097, -0.05089888721704483]","[0.5724208950996399, 0.5646331310272217, 0.02092219889163971]","[0.5795508027076721, 0.43787717819213867, 0.008864500559866428]","[0.5861022472381592, 0.36234909296035767, -0.010880990885198116]","[0.5890010595321655, 0.2957361936569214, -0.02025872841477394]","[0.5161803364753723, 0.5776097178459167, 0.033063799142837524]","[0.49370187520980835, 0.5153971910476685, -0.018842296674847603]","[0.4877240061759949, 0.5916200876235962, -0.05544251576066017]","[0.5012296438217163, 0.6345254778862, -0.06145312637090683]","[0.46696925163269043, 0.6076246500015259, 0.03941603749990463]","[0.4567711353302002, 0.5632379651069641, -0.016392238438129425]","[0.45915260910987854, 0.6196881532669067, -0.0425102636218071]","[0.4736431837081909, 0.6599190831184387, -0.04926302284002304]"
L,"[0.49073338508605957, 0.8588218688964844, 6.338370326375298e-07]","[0.6038674116134644, 0.7815757989883423, -0.03200375288724899]","[0.63954097032547, 0.6637747287750244, -0.037361957132816315]","[0.6099926829338074, 0.5605307817459106, -0.04710744693875313]","[0.5602874159812927, 0.49042820930480957, -0.054490480571985245]","[0.607630729675293, 0.5805035829544067, 0.03718804195523262]","[0.6191627979278564, 0.4624241590499878, 0.029047410935163498]","[0.6185665726661682, 0.3879988193511963, 0.017504002898931503]","[0.6193481683731079, 0.32686859369277954, 0.006629534065723419]","[0.5486723780632019, 0.5769414901733398, 0.026263197883963585]","[0.5586408376693726, 0.4295497536659241, 0.010824305936694145]","[0.5758308172225952, 0.3505525588989258, -0.007274534087628126]","[0.581304132938385, 0.2809739410877228, -0.0179392509162426]","[0.48861199617385864, 0.5963214039802551, 0.005612692330032587]","[0.5134820938110352, 0.49416905641555786, -0.052274439483881]","[0.5412243604660034, 0.5832587480545044, -0.06975951790809631]","[0.5456075668334961, 0.6453157663345337, -0.06333646178245544]","[0.43099212646484375, 0.6283460259437561, -0.017156288027763367]","[0.47775065898895264, 0.5605764985084534, -0.07395680993795395]","[0.5024365782737732, 0.6257074475288391, -0.08358628302812576]","[0.5059683322906494, 0.6773045063018799, -0.07940834760665894]"
L,"[0.49192434549331665, 0.7568313479423523, 1.8347181196531892e-07]","[0.4874151051044464, 0.7071759700775146, -0.11155808717012405]","[0.4982414245605469, 0.6208963394165039, -0.12216160446405411]","[0.4832955002784729, 0.5450038909912109, -0.10494709759950638]","[0.4737030863761902, 0.4822474718093872, -0.07674816250801086]","[0.5953588485717773, 0.5661346316337585, -0.06419681757688522]","[0.5926660895347595, 0.45544612407684326, -0.0886724591255188]","[0.5902686715126038, 0.3896988332271576, -0.10247144103050232]","[0.5959821939468384, 0.33503252267837524, -0.10715591162443161]","[0.5684819221496582, 0.5594281554222107, -0.010270727798342705]","[0.5657240748405457, 0.43207958340644836, -0.0265948623418808]","[0.5635106563568115, 0.3646141290664673, -0.037737857550382614]","[0.5709722638130188, 0.30691757798194885, -0.03895905986428261]","[0.538551926612854, 0.561896562576294, 0.02993851713836193]","[0.4890748858451843, 0.505318820476532, -0.012007798068225384]","[0.46692198514938354, 0.5722153186798096, -0.04131985083222389]","[0.48356693983078003, 0.6114394068717957, -0.045004166662693024]","[0.5145111083984375, 0.568783700466156, 0.06226305291056633]","[0.46833792328834534, 0.5403980612754822, 0.013737079687416553]","[0.454713374376297, 0.5900900959968567, -0.01631695218384266]","[0.46793147921562195, 0.6241598129272461, -0.02585764043033123]"
R,"[0.49887576699256897, 0.7902432680130005, 2.874758422422019e-07]","[0.42029356956481934, 0.7238888144493103, -0.02787473052740097]","[0.39341628551483154, 0.6300914883613586, -0.032899972051382065]","[0.4284360110759735, 0.5492140650749207, -0.04179726541042328]","[0.4714144766330719, 0.4885132610797882, -0.048531387001276016]","[0.41002532839775085, 0.5678287744522095, 0.026103368028998375]","[0.3970174789428711, 0.47036686539649963, 0.01037526410073042]","[0.39465296268463135, 0.4144148528575897, 0.0013905636733397841]","[0.4014761447906494, 0.36422306299209595, -0.004588555544614792]","[0.46241214871406555, 0.5639162659645081, 0.020170075818896294]","[0.4447921812534332, 0.44137030839920044, -0.0058711981400847435]","[0.4357296824455261, 0.37285763025283813, -0.02103039249777794]","[0.4344988465309143, 0.3196530342102051, -0.025539454072713852]","[0.5105810165405273, 0.5822703242301941, 0.006007469724863768]","[0.4979513883590698, 0.5051050186157227, -0.04804927483201027]","[0.47907084226608276, 0.5782039761543274, -0.05701351538300514]","[0.47725850343704224, 0.6296069622039795, -0.0454828180372715]","[0.5604166388511658, 0.608665943145752, -0.010007405653595924]","[0.5321168899536133, 0.5603523850440979, -0.057370226830244064]","[0.5126307010650635, 0.6133802533149719, -0.06367000937461853]","[0.5133823752403259, 0.6515777707099915, -0.05725743621587753]"
R,"[0.488441526889801, 0.8089417219161987, 5.372687041926838e-07]","[0.3898716866970062, 0.727120041847229, -0.014798165298998356]","[0.36419516801834106, 0.6367225646972656, -0.014182284474372864]","[0.3920331597328186, 0.5617873668670654, -0.027109945192933083]","[0.443991094827652, 0.4920046329498291, -0.03949439525604248]","[0.40114057064056396, 0.562424898147583, 0.0900120660662651]","[0.3874751925468445, 0.46486425399780273, 0.08352866768836975]","[0.3846283555030823, 0.39937663078308105, 0.07236319035291672]","[0.388033390045166, 0.3440427780151367, 0.06199822947382927]","[0.46050339937210083, 0.5679672360420227, 0.06706676632165909]","[0.4370638430118561, 0.44062867760658264, 0.05009598657488823]","[0.42736685276031494, 0.35737472772598267, 0.025945113971829414]","[0.42128613591194153, 0.2922748923301697, 0.013372995890676975]","[0.5121868848800659, 0.5921004414558411, 0.030475730076432228]","[0.4809376895427704, 0.5049223899841309, -0.02921227551996708]","[0.4568774700164795, 0.5863467454910278, -0.0565144307911396]","[0.4568534195423126, 0.6402744650840759, -0.0566081777215004]","[0.5640616416931152, 0.6137967109680176, -0.0074112992733716965]","[0.5149307250976562, 0.5686858296394348, -0.06567598134279251]","[0.49380454421043396, 0.6278987526893616, -0.08759457617998123]","[0.4969722330570221, 0.6679723262786865, -0.09271905571222305]"
L,"[0.48566746711730957, 0.8107612133026123, 6.011706545905326e-07]","[0.5568609237670898, 0.7606234550476074, -0.06624430418014526]","[0.5899783372879028, 0.6605889201164246, -0.08391305059194565]","[0.5554536581039429, 0.5670862197875977, -0.0951012447476387]","[0.5137984752655029, 0.4965745806694031, -0.10215897858142853]","[0.6157754063606262, 0.5745384693145752, -0.01889628730714321]","[0.629608690738678, 0.4675168991088867, -0.048388928174972534]","[0.6311251521110535, 0.3997422158718109, -0.07166583091020584]","[0.6324222683906555, 0.3416183292865753, -0.08704458922147751]","[0.5586174726486206, 0.5667352676391602, -0.011599279008805752]","[0.5678939819335938, 0.4380705952644348, -0.04785405844449997]","[0.5788930654525757, 0.3657841682434082, -0.0748872384428978]","[0.5816782116889954, 0.3027230501174927, -0.0870058611035347]","[0.4984740614891052, 0.5844506621360779, -0.014637215994298458]","[0.48696476221084595, 0.5164970755577087, -0.0854301005601883]","[0.4984150528907776, 0.5959982872009277, -0.1082577183842659]","[0.50908362865448, 0.6467501521110535, -0.10148894041776657]","[0.44310641288757324, 0.6157994270324707, -0.021737804636359215]","[0.4466824531555176, 0.5703922510147095, -0.08541505038738251]","[0.45694154500961304, 0.6303853392601013, -0.09801404923200607]","[0.46625614166259766, 0.67167729139328, -0.0929461121559143]"
L,"[0.4935609996318817, 0.8434453010559082, 5.629627253256331e-07]","[0.6113718152046204, 0.7657474279403687, -0.06558617949485779]","[0.6426684856414795, 0.6481963396072388, -0.051121149212121964]","[0.5905443429946899, 0.5537079572677612, -0.028212103992700577]","[0.523425281047821, 0.49976497888565063, 0.0015843749279156327]","[0.6477236151695251, 0.5662571787834167, 0.05044224485754967]","[0.6497439742088318, 0.45135027170181274, 0.05073448270559311]","[0.6440589427947998, 0.3674592971801758, 0.04508129134774208]","[0.6415070295333862, 0.3058972954750061, 0.04043429717421532]","[0.5786351561546326, 0.5706400275230408, 0.059314947575330734]","[0.5895062685012817, 0.4263382852077484, 0.0583224780857563]","[0.6014382243156433, 0.33898794651031494, 0.04580608755350113]","[0.6036646366119385, 0.26835528016090393, 0.042052023112773895]","[0.5073122978210449, 0.5923618078231812, 0.04957255348563194]","[0.5131129622459412, 0.49849069118499756, -0.02003926783800125]","[0.5246317386627197, 0.5960832238197327, -0.0641443207859993]","[0.5320829153060913, 0.6553109288215637, -0.06777665764093399]","[0.43935471773147583, 0.6277183294296265, 0.035845689475536346]","[0.46495890617370605, 0.5623759031295776, -0.049560826271772385]","[0.48142966628074646, 0.6342097520828247, -0.08894851803779602]","[0.48456621170043945, 0.6879481077194214, -0.10031081736087799]"
R,"[0.5110809206962585, 0.8051629662513733, 8.599139391662902e-07]","[0.42359185218811035, 0.735809862613678, -0.05808883160352707]","[0.40287214517593384, 0.6500203013420105, -0.07064231485128403]","[0.432627409696579, 0.571718692779541, -0.08382324874401093]","[0.4831680655479431, 0.49811506271362305, -0.09362448751926422]","[0.38978803157806396, 0.5674117207527161, 0.031591758131980896]","[0.37158748507499695, 0.46701231598854065, 0.012343333102762699]","[0.36933740973472595, 0.396314799785614, 0.0009542101761326194]","[0.3731825649738312, 0.33864569664001465, -0.0060757664032280445]","[0.45145514607429504, 0.5697668790817261, 0.03302466496825218]","[0.42422980070114136, 0.441812664270401, 0.005167839583009481]","[0.4222206175327301, 0.3607279062271118, -0.008665204048156738]","[0.41843873262405396, 0.2978903353214264, -0.009751792065799236]","[0.5073705315589905, 0.5935308933258057, 0.017613770440220833]","[0.501170814037323, 0.517615020275116, -0.062069326639175415]","[0.49451079964637756, 0.6005902290344238, -0.0926843211054802]","[0.4929909408092499, 0.6550746560096741, -0.08882839977741241]","[0.5600415468215942, 0.6113742589950562, -0.001574841095134616]","[0.5415610671043396, 0.5742131471633911, -0.09180020540952682]","[0.5271446704864502, 0.6389279365539551, -0.13035236299037933]","[0.5207266211509705, 0.6841104030609131, -0.14063741266727448]"
