Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.4871983826160431, 0.7039576172828674, -4.312476278300892e-07]","[0.40335771441459656, 0.6416273713111877, -0.04642884060740471]","[0.35706958174705505, 0.5512399673461914, -0.061708319932222366]","[0.3679712116718292, 0.4536787271499634, -0.07953925430774689]","[0.4228511154651642, 0.4109456241130829, -0.08729518949985504]","[0.36235129833221436, 0.4767226576805115, 0.0509456992149353]","[0.3562204837799072, 0.4105563759803772, 0.0009394688531756401]","[0.37409722805023193, 0.4681960940361023, -0.035011906176805496]","[0.38539791107177734, 0.505332887172699, -0.042503926903009415]","[0.4177495241165161, 0.4770878553390503, 0.06351079791784286]","[0.4209161400794983, 0.40464648604393005, 0.0016702170250937343]","[0.4288955628871918, 0.47987714409828186, -0.036795474588871]","[0.42297637462615967, 0.5257620215415955, -0.03894490748643875]","[0.47123292088508606, 0.4758768379688263, 0.06272130459547043]","[0.47750186920166016, 0.41088834404945374, 0.006788723636418581]","[0.4681357741355896, 0.483852744102478, -0.01181075256317854]","[0.4528232216835022, 0.5385338664054871, 0.0024657314643263817]","[0.5231336355209351, 0.47687262296676636, 0.05831408128142357]","[0.5246898531913757, 0.400446355342865, 0.050467442721128464]","[0.5321585536003113, 0.35341382026672363, 0.05031153932213783]","[0.5372637510299683, 0.31079331040382385, 0.060691628605127335]"
L,"[0.5234181880950928, 0.7163885831832886, 3.089975564307679e-08]","[0.6098067760467529, 0.6570739150047302, -0.05892718955874443]","[0.6506327390670776, 0.555271327495575, -0.051748670637607574]","[0.6342939138412476, 0.46031442284584045, -0.03945324569940567]","[0.5853368639945984, 0.4174482822418213, -0.016783270984888077]","[0.6612240076065063, 0.507117748260498, 0.06453640013933182]","[0.6583225727081299, 0.42000091075897217, 0.033127736300230026]","[0.6227723360061646, 0.41895079612731934, 0.006706202402710915]","[0.593420147895813, 0.442544162273407, 0.0010657237144187093]","[0.5968583822250366, 0.49785131216049194, 0.08528778702020645]","[0.5851927399635315, 0.40808767080307007, 0.04383762180805206]","[0.5785045027732849, 0.42710214853286743, 0.009615982882678509]","[0.5797539353370667, 0.4549144506454468, 0.003392479382455349]","[0.5345535278320312, 0.4992004632949829, 0.08838863670825958]","[0.5210576057434082, 0.41480565071105957, 0.0283938180655241]","[0.528644323348999, 0.4850723445415497, -0.010240551084280014]","[0.539836049079895, 0.5559669137001038, -0.011719271540641785]","[0.4790458679199219, 0.5054070949554443, 0.08692183345556259]","[0.4853685200214386, 0.43687403202056885, 0.040297482162714005]","[0.4833327531814575, 0.4429085850715637, 0.0113195376470685]","[0.4855443835258484, 0.4652773141860962, 0.003796742996200919]"
R,"[0.464853972196579, 0.7536989450454712, -9.670048939369735e-07]","[0.377102792263031, 0.6505001783370972, 0.09956236928701401]","[0.35479938983917236, 0.5635637640953064, 0.1352127194404602]","[0.34087061882019043, 0.4936446249485016, 0.1331186443567276]","[0.3537790775299072, 0.4313104748725891, 0.1321844905614853]","[0.4659753739833832, 0.5008772015571594, 0.20123040676116943]","[0.40884143114089966, 0.41914820671081543, 0.19565320014953613]","[0.37843024730682373, 0.46981287002563477, 0.17462490499019623]","[0.38254544138908386, 0.5124453902244568, 0.17048442363739014]","[0.4856860637664795, 0.5044609904289246, 0.12695270776748657]","[0.4133119285106659, 0.4041202664375305, 0.10309667140245438]","[0.3827829658985138, 0.47476014494895935, 0.06466785073280334]","[0.3867655396461487, 0.5309063792228699, 0.05493950471282005]","[0.5042200684547424, 0.49878236651420593, 0.04935651272535324]","[0.4117063581943512, 0.4073795676231384, 0.03626677393913269]","[0.37293606996536255, 0.48654699325561523, 0.026638954877853394]","[0.38527074456214905, 0.5506604909896851, 0.0336473323404789]","[0.5243471264839172, 0.48892688751220703, -0.02306891232728958]","[0.5248151421546936, 0.3761991858482361, -0.002136334776878357]","[0.5243072509765625, 0.3187263309955597, 0.017618564888834953]","[0.5462803244590759, 0.2703450322151184, 0.034638598561286926]"
R,"[0.4804946482181549, 0.7104666829109192, -4.165066798123007e-07]","[0.39574500918388367, 0.678613007068634, -0.07394817471504211]","[0.36968517303466797, 0.5726490020751953, -0.09397859871387482]","[0.4056355655193329, 0.4618285596370697, -0.10026796162128448]","[0.47340428829193115, 0.40673479437828064, -0.09263596683740616]","[0.3613055944442749, 0.5076764225959778, -0.018453240394592285]","[0.35514533519744873, 0.41699451208114624, -0.05545757710933685]","[0.37429267168045044, 0.4644235372543335, -0.07277543097734451]","[0.3798297345638275, 0.5069401264190674, -0.07085490226745605]","[0.41218873858451843, 0.4837906062602997, 0.016951780766248703]","[0.40147891640663147, 0.38964322209358215, -0.03072384186089039]","[0.4056796133518219, 0.4609774947166443, -0.052896495908498764]","[0.4018861651420593, 0.5025762319564819, -0.047527115792036057]","[0.45700603723526, 0.469274640083313, 0.0428195483982563]","[0.4456307291984558, 0.3860343396663666, 0.0017113452777266502]","[0.43860137462615967, 0.44064223766326904, -0.010041642002761364]","[0.43422889709472656, 0.4840320646762848, 0.001315494766458869]","[0.49796926975250244, 0.46212491393089294, 0.06408505886793137]","[0.49588558077812195, 0.3711095452308655, 0.052695468068122864]","[0.4889601469039917, 0.3210877776145935, 0.0478043295443058]","[0.48128193616867065, 0.2755735516548157, 0.05245738849043846]"
L,"[0.547651469707489, 0.7278879880905151, -2.681716182451055e-07]","[0.6313269734382629, 0.6699988842010498, -0.014282315969467163]","[0.6703685522079468, 0.5690147876739502, -0.01605927385389805]","[0.6823989152908325, 0.47617271542549133, -0.021714109927415848]","[0.6403880715370178, 0.4251396358013153, -0.02464962936937809]","[0.6214551329612732, 0.4945605397224426, 0.021610170602798462]","[0.6420401930809021, 0.4236440658569336, 0.0038745033089071512]","[0.6618067026138306, 0.45802146196365356, -0.010379429906606674]","[0.6756727695465088, 0.49841347336769104, -0.016919927671551704]","[0.5837666988372803, 0.4871547818183899, 0.013046186417341232]","[0.6024298667907715, 0.39477843046188354, -0.02296122908592224]","[0.6300281286239624, 0.43805280327796936, -0.049350399523973465]","[0.6457539200782776, 0.4849950671195984, -0.0588725283741951]","[0.5365289449691772, 0.4809250831604004, -0.0012802734272554517]","[0.5645886063575745, 0.4084576368331909, -0.049477990716695786]","[0.6058430075645447, 0.47977209091186523, -0.07502011954784393]","[0.6249439716339111, 0.5502879619598389, -0.07886004447937012]","[0.4885161817073822, 0.4807133674621582, -0.015134917572140694]","[0.47440609335899353, 0.39339834451675415, -0.04100218415260315]","[0.4693031311035156, 0.3369334042072296, -0.05781187489628792]","[0.46331173181533813, 0.28865930438041687, -0.06849686801433563]"
R,"[0.4616318345069885, 0.7061730027198792, -8.537692224308557e-07]","[0.37216803431510925, 0.6501531004905701, -0.014393312856554985]","[0.3246782124042511, 0.5548148155212402, -0.02342907339334488]","[0.3225094676017761, 0.47030070424079895, -0.040692031383514404]","[0.3681753873825073, 0.42843684554100037, -0.049886833876371384]","[0.4122403562068939, 0.49311554431915283, 0.04084599390625954]","[0.38551270961761475, 0.419705331325531, -0.0004934569587931037]","[0.37178871035575867, 0.472755491733551, -0.024663425981998444]","[0.3734375238418579, 0.5232295989990234, -0.027328673750162125]","[0.4438207149505615, 0.4882583022117615, 0.032434023916721344]","[0.40840786695480347, 0.40710708498954773, -0.024558210745453835]","[0.3914928138256073, 0.4847714304924011, -0.048167210072278976]","[0.3897172808647156, 0.5430061221122742, -0.04229990392923355]","[0.4792305529117584, 0.48370102047920227, 0.015313536860048771]","[0.43847548961639404, 0.40903139114379883, -0.03349878638982773]","[0.41281282901763916, 0.4860040247440338, -0.03781528025865555]","[0.41006529331207275, 0.5483194589614868, -0.017849236726760864]","[0.5194255113601685, 0.4848896861076355, -0.003645143238827586]","[0.5222861766815186, 0.39241740107536316, -0.017264725640416145]","[0.5295780897140503, 0.34030914306640625, -0.01457162294536829]","[0.5431317090988159, 0.2951235771179199, -0.0031806123442947865]"
L,"[0.5243738293647766, 0.726668119430542, 5.089736188068628e-09]","[0.6080285310745239, 0.6622408032417297, -0.05258339270949364]","[0.6494618058204651, 0.5659390091896057, -0.06817684322595596]","[0.6539145708084106, 0.4723055362701416, -0.0848495215177536]","[0.5968753695487976, 0.4249653220176697, -0.09078776836395264]","[0.6412009596824646, 0.48515236377716064, 0.060106825083494186]","[0.650942862033844, 0.4147494435310364, 0.01843230612576008]","[0.6356027126312256, 0.46533727645874023, -0.015023892745375633]","[0.6273290514945984, 0.504211962223053, -0.024869246408343315]","[0.5851848125457764, 0.4829133152961731, 0.06726663559675217]","[0.5880133509635925, 0.394550085067749, -0.001975199906155467]","[0.5847862362861633, 0.46418946981430054, -0.054075323045253754]","[0.5907348394393921, 0.5091714859008789, -0.0658118799328804]","[0.5270281434059143, 0.481003999710083, 0.05960427597165108]","[0.524883508682251, 0.4208405017852783, -0.006853774655610323]","[0.5457302927970886, 0.49334198236465454, -0.048550162464380264]","[0.5595756769180298, 0.5481094121932983, -0.05063771829009056]","[0.47516512870788574, 0.4849010109901428, 0.04842814803123474]","[0.46788591146469116, 0.4064972996711731, 0.029826754704117775]","[0.4666457772254944, 0.354017972946167, 0.013469789177179337]","[0.4688159227371216, 0.3052411675453186, 0.008768386207520962]"
R,"[0.46414539217948914, 0.7252976894378662, -6.422037586162332e-07]","[0.37160879373550415, 0.670689046382904, -0.040176842361688614]","[0.3248838186264038, 0.5538778305053711, -0.055901989340782166]","[0.3387145400047302, 0.44697779417037964, -0.07394915819168091]","[0.40029197931289673, 0.4037860035896301, -0.08126961439847946]","[0.3527313768863678, 0.47787782549858093, 0.02508455514907837]","[0.34002870321273804, 0.39819589257240295, -0.020727891474962234]","[0.35144564509391785, 0.4595739245414734, -0.04382940009236336]","[0.36294570565223694, 0.4946770966053009, -0.04507577046751976]","[0.4070701003074646, 0.4734249413013458, 0.033437322825193405]","[0.4037957787513733, 0.3905614912509918, -0.021316828206181526]","[0.4082353115081787, 0.4718395471572876, -0.039182692766189575]","[0.4046823978424072, 0.5161080956459045, -0.02921515889465809]","[0.4616774022579193, 0.47654446959495544, 0.030517667531967163]","[0.46471935510635376, 0.4060766398906708, -0.018544325605034828]","[0.450639545917511, 0.4871467351913452, -0.020219450816512108]","[0.4366517961025238, 0.5455370545387268, 0.0020293600391596556]","[0.517863929271698, 0.48358094692230225, 0.024119026958942413]","[0.5189824104309082, 0.3993845283985138, 0.013540568761527538]","[0.52606600522995, 0.349722683429718, 0.016216374933719635]","[0.5296239256858826, 0.30036503076553345, 0.027530299499630928]"
R,"[0.4789785146713257, 0.7569172382354736, -8.016946253519563e-07]","[0.3710569143295288, 0.6903458833694458, -0.04888715222477913]","[0.31752172112464905, 0.5692681074142456, -0.06579715758562088]","[0.34445932507514954, 0.4476673901081085, -0.08338487148284912]","[0.4105977714061737, 0.3855874538421631, -0.08942393213510513]","[0.32060208916664124, 0.48734763264656067, 0.019341357052326202]","[0.31695160269737244, 0.3937391936779022, -0.03358149155974388]","[0.3459925949573517, 0.46433138847351074, -0.06749165803194046]","[0.36421969532966614, 0.5160281658172607, -0.07576557248830795]","[0.3880631923675537, 0.4788879156112671, 0.03035484254360199]","[0.3958587050437927, 0.37659668922424316, -0.02861645445227623]","[0.4095088243484497, 0.4641702473163605, -0.05823098123073578]","[0.411891371011734, 0.5215352177619934, -0.059143099933862686]","[0.45484888553619385, 0.4756281077861786, 0.02962045930325985]","[0.4702123701572418, 0.38901281356811523, -0.025386454537510872]","[0.45887887477874756, 0.47694727778434753, -0.030966997146606445]","[0.4446449875831604, 0.5474804043769836, -0.0120045505464077]","[0.5220171213150024, 0.48074328899383545, 0.02451089210808277]","[0.525564432144165, 0.38554897904396057, 0.010843136347830296]","[0.5330207943916321, 0.3279847502708435, 0.01304066926240921]","[0.5367721319198608, 0.27633628249168396, 0.02293131873011589]"
R,"[0.4903370141983032, 0.674400806427002, -1.6436700889244094e-07]","[0.4199480712413788, 0.6275322437286377, -0.07646450400352478]","[0.36716175079345703, 0.5454332232475281, -0.09692573547363281]","[0.35680240392684937, 0.4836883544921875, -0.10643543303012848]","[0.387934148311615, 0.4429491460323334, -0.10315967351198196]","[0.3901937007904053, 0.46481576561927795, -0.001763202715665102]","[0.387739360332489, 0.4095958173274994, -0.040975019335746765]","[0.40284979343414307, 0.46262627840042114, -0.0716157853603363]","[0.4097956418991089, 0.49282941222190857, -0.07788088917732239]","[0.42769792675971985, 0.4674253463745117, 0.03063560649752617]","[0.4289158284664154, 0.4069318175315857, -0.026491926982998848]","[0.44772452116012573, 0.47869256138801575, -0.07311372458934784]","[0.44599732756614685, 0.5230964422225952, -0.08309964835643768]","[0.46640291810035706, 0.4619569182395935, 0.051821254193782806]","[0.46963608264923096, 0.42202484607696533, 0.0038549541495740414]","[0.4874141812324524, 0.48306405544281006, -0.03533625230193138]","[0.483238160610199, 0.5223561525344849, -0.03895643725991249]","[0.4997841715812683, 0.449831485748291, 0.06868482381105423]","[0.4933236837387085, 0.39334821701049805, 0.06616348028182983]","[0.4890580177307129, 0.35817307233810425, 0.05694514885544777]","[0.47286176681518555, 0.32397592067718506, 0.0571591854095459]"
