Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.46313244104385376, 0.7201627492904663, 3.4631938206075574e-07]","[0.4878794252872467, 0.6377918720245361, 0.12420548498630524]","[0.5012737512588501, 0.5672261714935303, 0.1583283692598343]","[0.5374690294265747, 0.5100373029708862, 0.16457608342170715]","[0.5730141997337341, 0.4631611704826355, 0.16911128163337708]","[0.3843730688095093, 0.5171566605567932, 0.0848599448800087]","[0.42873063683509827, 0.4211457371711731, 0.09999454021453857]","[0.48979833722114563, 0.4039232134819031, 0.1217188909649849]","[0.5325605273246765, 0.41727927327156067, 0.1405106782913208]","[0.39260292053222656, 0.5210611820220947, 0.012960934080183506]","[0.4414176344871521, 0.3952937126159668, 0.02098635397851467]","[0.5118240118026733, 0.38716650009155273, 0.0456443689763546]","[0.553166925907135, 0.40978655219078064, 0.06932809948921204]","[0.42405936121940613, 0.5282000303268433, -0.049535587430000305]","[0.4733443558216095, 0.4094235897064209, -0.036568839102983475]","[0.5439316034317017, 0.4041372537612915, 0.0035506170243024826]","[0.5774600505828857, 0.4288181960582733, 0.03428494557738304]","[0.47435301542282104, 0.5368866920471191, -0.1027291789650917]","[0.5257992148399353, 0.4456263482570648, -0.07970616221427917]","[0.573283314704895, 0.4357794523239136, -0.04006756469607353]","[0.5991942882537842, 0.45327797532081604, -0.008324675261974335]"
R,"[0.5095033049583435, 0.7500228881835938, -8.324948339577531e-07]","[0.41711533069610596, 0.672398567199707, 0.024019474163651466]","[0.39583688974380493, 0.5865362882614136, 0.024816032499074936]","[0.3685784339904785, 0.5210818648338318, 0.011117958463728428]","[0.35463106632232666, 0.46165138483047485, -0.00799359567463398]","[0.5585010647773743, 0.5215852856636047, 0.03540351614356041]","[0.5177983045578003, 0.41287487745285034, 0.016086269170045853]","[0.447908490896225, 0.38454169034957886, -0.0038187040481716394]","[0.3909604549407959, 0.38352277874946594, -0.015772081911563873]","[0.5745846033096313, 0.5289433002471924, 0.0013538894709199667]","[0.5164273977279663, 0.3930860161781311, -0.012482467107474804]","[0.4358711838722229, 0.3756420910358429, -0.02965039201080799]","[0.3834739029407501, 0.39074960350990295, -0.041568975895643234]","[0.5706719160079956, 0.5392283201217651, -0.035143088549375534]","[0.5190575122833252, 0.40649157762527466, -0.055090438574552536]","[0.4409063458442688, 0.3951157331466675, -0.06772402673959732]","[0.39164096117019653, 0.4127492904663086, -0.07483009248971939]","[0.5490167737007141, 0.5503683686256409, -0.07053855806589127]","[0.516520082950592, 0.4407599866390228, -0.09246204048395157]","[0.4613703191280365, 0.4292359948158264, -0.09699323028326035]","[0.4161888062953949, 0.4476012587547302, -0.09756797552108765]"
R,"[0.5395923256874084, 0.7516324520111084, -1.0822055855896906e-06]","[0.5209647417068481, 0.6507261991500854, 0.12995146214962006]","[0.5077463984489441, 0.579176127910614, 0.17807085812091827]","[0.47074615955352783, 0.5172390937805176, 0.2019367516040802]","[0.4338058829307556, 0.46952593326568604, 0.21873171627521515]","[0.624602198600769, 0.5291760563850403, 0.08936624228954315]","[0.5618444681167603, 0.4190398156642914, 0.11762552708387375]","[0.4960859715938568, 0.40450578927993774, 0.14312399923801422]","[0.45389890670776367, 0.4191531836986542, 0.15732045471668243]","[0.6049228310585022, 0.5261641144752502, 0.02277872897684574]","[0.5523369312286377, 0.39440131187438965, 0.04339588060975075]","[0.4896278381347656, 0.3925902247428894, 0.06829576194286346]","[0.4489043951034546, 0.41420263051986694, 0.08274882286787033]","[0.5695581436157227, 0.530677855014801, -0.03181248530745506]","[0.50943922996521, 0.4074693024158478, -0.010573341511189938]","[0.4562419056892395, 0.41187623143196106, 0.02247391827404499]","[0.4289347529411316, 0.4322221875190735, 0.039847347885370255]","[0.5195449590682983, 0.5440382957458496, -0.07623756676912308]","[0.47227656841278076, 0.45269379019737244, -0.06507645547389984]","[0.43342509865760803, 0.44699186086654663, -0.04206068813800812]","[0.4121883511543274, 0.46212297677993774, -0.02574043534696102]"
R,"[0.5274370908737183, 0.8466969728469849, -1.226607082571718e-06]","[0.45397689938545227, 0.7135153412818909, 0.02030078135430813]","[0.43083319067955017, 0.6248752474784851, 0.003307644510641694]","[0.39630526304244995, 0.5494577884674072, -0.028009744361042976]","[0.368977814912796, 0.481909841299057, -0.06885427236557007]","[0.6477198600769043, 0.5332716107368469, 0.0013722406001761556]","[0.5712335109710693, 0.37654635310173035, -0.024079471826553345]","[0.4802824854850769, 0.35868218541145325, -0.048603158444166183]","[0.41539081931114197, 0.37769514322280884, -0.06306415051221848]","[0.653901994228363, 0.5374160408973694, -0.029965918511152267]","[0.5635136961936951, 0.35800373554229736, -0.049177877604961395]","[0.46482813358306885, 0.3535100519657135, -0.06654198467731476]","[0.4017179608345032, 0.3877389132976532, -0.080593042075634]","[0.6287948489189148, 0.5459593534469604, -0.060337454080581665]","[0.5332755446434021, 0.37905943393707275, -0.0803804099559784]","[0.4413563907146454, 0.38168424367904663, -0.09020520001649857]","[0.3882489502429962, 0.41742831468582153, -0.09820230305194855]","[0.5800431966781616, 0.5573458075523376, -0.08911270648241043]","[0.504396378993988, 0.43167924880981445, -0.10472889989614487]","[0.43838009238243103, 0.43072277307510376, -0.10349895060062408]","[0.39287900924682617, 0.4601333439350128, -0.10166829824447632]"
L,"[0.4998125731945038, 0.7538355588912964, 4.798951636075799e-07]","[0.5747281312942505, 0.6597576141357422, 0.027925480157136917]","[0.5904082655906677, 0.5662143230438232, 0.03507652133703232]","[0.6061884164810181, 0.49710458517074585, 0.025638572871685028]","[0.6113608479499817, 0.42584800720214844, 0.016346152871847153]","[0.4988069534301758, 0.5129719972610474, 0.06385660171508789]","[0.48803451657295227, 0.4161421060562134, 0.04162638261914253]","[0.543792724609375, 0.398185670375824, 0.01680011674761772]","[0.5879055857658386, 0.4074256420135498, 0.0030830283649265766]","[0.4726327955722809, 0.516962468624115, 0.028381094336509705]","[0.457766056060791, 0.39616110920906067, -0.0012960833264514804]","[0.5316711664199829, 0.3849193751811981, -0.03277731314301491]","[0.5814927816390991, 0.41707533597946167, -0.04915184900164604]","[0.44831839203834534, 0.5260180234909058, -0.011143743060529232]","[0.4351176619529724, 0.4085231423377991, -0.03490782156586647]","[0.5129780173301697, 0.40020236372947693, -0.05617985501885414]","[0.5671665668487549, 0.42854663729667664, -0.0659264475107193]","[0.43350762128829956, 0.5443800687789917, -0.050169408321380615]","[0.4442187547683716, 0.4540209174156189, -0.06723453849554062]","[0.5051974654197693, 0.43682861328125, -0.07839252054691315]","[0.5552479028701782, 0.44965651631355286, -0.0839751660823822]"
L,"[0.47719430923461914, 0.7744601964950562, 6.023057608217641e-07]","[0.5732241868972778, 0.6636296510696411, 0.0571514330804348]","[0.5865899920463562, 0.5679934620857239, 0.07758047431707382]","[0.6029196977615356, 0.4962863326072693, 0.07131312787532806]","[0.6057716608047485, 0.4223383367061615, 0.06280221790075302]","[0.4911947250366211, 0.5135424733161926, 0.12689460813999176]","[0.4845505356788635, 0.4172891080379486, 0.11435725539922714]","[0.5418604016304016, 0.39634305238723755, 0.08528722077608109]","[0.588921844959259, 0.40074750781059265, 0.06423171609640121]","[0.46545878052711487, 0.5133371353149414, 0.07180856168270111]","[0.454459547996521, 0.3908129632472992, 0.048211414366960526]","[0.5296584367752075, 0.37706470489501953, 0.0044603911228477955]","[0.5823786854743958, 0.4119166433811188, -0.024413084611296654]","[0.4405069351196289, 0.5195951461791992, 0.011704712174832821]","[0.42545801401138306, 0.39668843150138855, -0.006889358162879944]","[0.5067445635795593, 0.3886284828186035, -0.03881077840924263]","[0.5667060017585754, 0.4233240783214569, -0.05976743623614311]","[0.4226219058036804, 0.5369939804077148, -0.04676962271332741]","[0.4361201822757721, 0.4488138258457184, -0.05934616178274155]","[0.4987865090370178, 0.4330638647079468, -0.07572132349014282]","[0.5541011691093445, 0.45040369033813477, -0.08912183344364166]"
R,"[0.5447062849998474, 0.7720582485198975, -9.579960078553995e-07]","[0.4600885510444641, 0.672073245048523, 0.1158219501376152]","[0.44020289182662964, 0.5845834016799927, 0.15889352560043335]","[0.4136096239089966, 0.5169476866722107, 0.1657431423664093]","[0.3931209146976471, 0.45276010036468506, 0.1651097685098648]","[0.6017787456512451, 0.5254216194152832, 0.16825513541698456]","[0.5605689287185669, 0.4161792993545532, 0.18476970493793488]","[0.4934427738189697, 0.399728000164032, 0.18177077174186707]","[0.4394166171550751, 0.4138184189796448, 0.17816762626171112]","[0.6150521039962769, 0.5264195799827576, 0.093535877764225]","[0.5693892240524292, 0.39153361320495605, 0.1145327165722847]","[0.49051177501678467, 0.37749242782592773, 0.10915335267782211]","[0.4386369585990906, 0.3983888030052185, 0.10337237268686295]","[0.6096354126930237, 0.5308431386947632, 0.01965034194290638]","[0.5657153725624084, 0.39932283759117126, 0.03469385951757431]","[0.48415407538414, 0.3938199281692505, 0.04388494789600372]","[0.4315573573112488, 0.41354554891586304, 0.0474349744617939]","[0.58282870054245, 0.5393058061599731, -0.04844583570957184]","[0.533670961856842, 0.442622572183609, -0.038007356226444244]","[0.47160035371780396, 0.42969220876693726, -0.023745128884911537]","[0.4271526038646698, 0.4387431740760803, -0.013724728487432003]"
L,"[0.5165126919746399, 0.7372674942016602, 4.926474161948136e-07]","[0.5862319469451904, 0.6565622687339783, 0.0036692675203084946]","[0.604864239692688, 0.5639325380325317, 0.0014171140501275659]","[0.6206014752388, 0.4915293753147125, -0.011383750475943089]","[0.6133512258529663, 0.423101544380188, -0.023594284430146217]","[0.5277088284492493, 0.4950336515903473, 0.03336547687649727]","[0.5094632506370544, 0.393536776304245, 0.0074234288185834885]","[0.5543283224105835, 0.38156694173812866, -0.017768725752830505]","[0.5903269052505493, 0.4010850191116333, -0.031046584248542786]","[0.4947078227996826, 0.4998164474964142, 0.013039693236351013]","[0.4765501022338867, 0.384172260761261, -0.015608894638717175]","[0.5357568264007568, 0.3792954385280609, -0.045971304178237915]","[0.5779427886009216, 0.4126167893409729, -0.06298387795686722]","[0.4647977352142334, 0.5124068260192871, -0.012222230434417725]","[0.4442957043647766, 0.40251851081848145, -0.03682999312877655]","[0.5110729932785034, 0.39496779441833496, -0.06313154846429825]","[0.5617484450340271, 0.426451712846756, -0.07731935381889343]","[0.44118863344192505, 0.5367600917816162, -0.038317762315273285]","[0.4445269703865051, 0.4557323157787323, -0.05728869140148163]","[0.49629420042037964, 0.43898117542266846, -0.07490444928407669]","[0.544146716594696, 0.45411768555641174, -0.08605320006608963]"
L,"[0.5223731994628906, 0.7719660401344299, 6.527567393277423e-07]","[0.6036957502365112, 0.6889040470123291, -0.008142150938510895]","[0.6274154782295227, 0.5728393197059631, -0.0030246854294091463]","[0.6276352405548096, 0.4791131019592285, -0.00764157110825181]","[0.5995451211929321, 0.4109317660331726, -0.01155819371342659]","[0.5698198080062866, 0.5024924278259277, 0.06229940056800842]","[0.5507825613021851, 0.40750420093536377, 0.044819269329309464]","[0.5818526148796082, 0.3827483057975769, 0.020043831318616867]","[0.6018791794776917, 0.39562511444091797, 0.006889441981911659]","[0.5258780121803284, 0.4977128803730011, 0.05111616104841232]","[0.5022790431976318, 0.3860805034637451, 0.03374788165092468]","[0.5424832701683044, 0.36778801679611206, 0.0004764407640323043]","[0.5672343969345093, 0.40787726640701294, -0.017928902059793472]","[0.48218342661857605, 0.5082247257232666, 0.03187474235892296]","[0.453081876039505, 0.40067505836486816, 0.016236132010817528]","[0.49904245138168335, 0.3823322057723999, -0.012152140960097313]","[0.5332798957824707, 0.42150020599365234, -0.026442117989063263]","[0.43598008155822754, 0.5355793833732605, 0.010030316188931465]","[0.4248128831386566, 0.45071613788604736, -0.003811606904491782]","[0.46287959814071655, 0.42102164030075073, -0.023453807458281517]","[0.5008074045181274, 0.43706464767456055, -0.03450332581996918]"
R,"[0.5094075202941895, 0.797620415687561, -9.947760872819345e-07]","[0.4179540276527405, 0.7038847208023071, 0.040706995874643326]","[0.3929562568664551, 0.5932080149650574, 0.051052551716566086]","[0.3771062195301056, 0.5000054836273193, 0.03816334158182144]","[0.3655007779598236, 0.4202285408973694, 0.024630509316921234]","[0.5092206597328186, 0.5140275955200195, 0.10173209011554718]","[0.51213538646698, 0.3961966335773468, 0.0833519995212555]","[0.4534653425216675, 0.37394970655441284, 0.06147385016083717]","[0.40820562839508057, 0.3949030637741089, 0.04859881475567818]","[0.544522225856781, 0.5156156420707703, 0.056948184967041016]","[0.553041934967041, 0.3761102259159088, 0.038204923272132874]","[0.47173255681991577, 0.3588027358055115, 0.018477411940693855]","[0.41741594672203064, 0.3885301947593689, 0.009769690223038197]","[0.5735505819320679, 0.5271533131599426, 0.005007143132388592]","[0.585422694683075, 0.38961875438690186, -0.014029402285814285]","[0.49885961413383484, 0.370924174785614, -0.024443376809358597]","[0.43899327516555786, 0.4015236496925354, -0.02814517542719841]","[0.5966776013374329, 0.5451620221138, -0.04678895324468613]","[0.5687283873558044, 0.436847448348999, -0.0630866065621376]","[0.4981815218925476, 0.4120490550994873, -0.06981958448886871]","[0.44833534955978394, 0.43016284704208374, -0.07295483350753784]"
