Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.4923376739025116, 0.9401962757110596, 8.026868840715906e-07]","[0.40081924200057983, 0.8875485062599182, -0.04512038081884384]","[0.3680671751499176, 0.7894971370697021, -0.07604007422924042]","[0.38756483793258667, 0.7060719132423401, -0.11379674077033997]","[0.4365021288394928, 0.6383345127105713, -0.14669464528560638]","[0.41255712509155273, 0.6278925538063049, -0.02093030884861946]","[0.3960937261581421, 0.48795074224472046, -0.06470107287168503]","[0.3915858864784241, 0.40836095809936523, -0.09328149259090424]","[0.3947950601577759, 0.34283050894737244, -0.11407190561294556]","[0.4820612668991089, 0.6313974261283875, -0.03964536637067795]","[0.5166861414909363, 0.4744478166103363, -0.09444427490234375]","[0.5289113521575928, 0.3733392357826233, -0.13456888496875763]","[0.5430572032928467, 0.2992943823337555, -0.15791629254817963]","[0.5301868915557861, 0.6635351777076721, -0.06579986214637756]","[0.5188338756561279, 0.5434335470199585, -0.13657298684120178]","[0.4626062512397766, 0.6127415895462036, -0.1397632509469986]","[0.44009026885032654, 0.6749247908592224, -0.12365845590829849]","[0.565828263759613, 0.7115160822868347, -0.09654933959245682]","[0.5116140842437744, 0.6308249235153198, -0.15293756127357483]","[0.46237504482269287, 0.6857442855834961, -0.15098680555820465]","[0.444333016872406, 0.7441574335098267, -0.13722912967205048]"
R,"[0.49783024191856384, 0.8611838221549988, 6.141089556876977e-07]","[0.4112408757209778, 0.8081780076026917, -0.026232462376356125]","[0.38805270195007324, 0.7200295329093933, -0.050003424286842346]","[0.39972689747810364, 0.6371068358421326, -0.0814233347773552]","[0.44042009115219116, 0.5823920369148254, -0.10904714465141296]","[0.4281994700431824, 0.6188254952430725, -0.014310811646282673]","[0.4157406687736511, 0.4994950294494629, -0.05341098830103874]","[0.4121547341346741, 0.4337818920612335, -0.07553763687610626]","[0.41610199213027954, 0.3831103444099426, -0.09126955270767212]","[0.48186227679252625, 0.6149623394012451, -0.02989986725151539]","[0.5091554522514343, 0.47809308767318726, -0.07479076087474823]","[0.519018828868866, 0.4009445309638977, -0.09933941811323166]","[0.5353564023971558, 0.33635351061820984, -0.11267482489347458]","[0.5205451846122742, 0.6321675777435303, -0.05047503486275673]","[0.5021564960479736, 0.5163760781288147, -0.09397843480110168]","[0.4592808187007904, 0.5853835940361023, -0.07797911018133163]","[0.4508928060531616, 0.6384539604187012, -0.05613797903060913]","[0.5493247509002686, 0.6667086482048035, -0.07574772089719772]","[0.5001085996627808, 0.5910335183143616, -0.10954546183347702]","[0.4617632031440735, 0.6378187537193298, -0.10139228403568268]","[0.45695945620536804, 0.6828495264053345, -0.08777926862239838]"
R,"[0.4768736958503723, 0.9024885892868042, 4.900317094325146e-07]","[0.4498520493507385, 0.8396883010864258, -0.1279573142528534]","[0.4701162576675415, 0.7456072568893433, -0.14997969567775726]","[0.5376617312431335, 0.6708369255065918, -0.14796073734760284]","[0.6030905842781067, 0.6071737408638, -0.13674497604370117]","[0.4111784100532532, 0.6038446426391602, -0.06671314686536789]","[0.39554327726364136, 0.48426616191864014, -0.08847629278898239]","[0.38687431812286377, 0.40837985277175903, -0.10650220513343811]","[0.3844042718410492, 0.34618374705314636, -0.12054680287837982]","[0.48114919662475586, 0.6047807335853577, -0.02092238888144493]","[0.504481315612793, 0.46106553077697754, -0.03632567450404167]","[0.5323192477226257, 0.3804229497909546, -0.05693662539124489]","[0.5509738326072693, 0.3174954950809479, -0.07237381488084793]","[0.5406861305236816, 0.6314221024513245, 0.008318298496305943]","[0.5853090286254883, 0.5413987636566162, -0.054813046008348465]","[0.5815331339836121, 0.6036953330039978, -0.10378573834896088]","[0.5697221159934998, 0.6492022275924683, -0.12180837243795395]","[0.5918830037117004, 0.6674340963363647, 0.02939794398844242]","[0.6224726438522339, 0.6094756126403809, -0.043923988938331604]","[0.6177489161491394, 0.6578433513641357, -0.0860060453414917]","[0.5997082591056824, 0.701143205165863, -0.10524280369281769]"
R,"[0.5117856860160828, 0.9212461113929749, 6.380314516718499e-07]","[0.4318236708641052, 0.8446645736694336, -0.06509222090244293]","[0.4103393256664276, 0.7579979300498962, -0.09809090942144394]","[0.46262362599372864, 0.6619308590888977, -0.13192559778690338]","[0.5307170748710632, 0.6046435832977295, -0.16024741530418396]","[0.4142153859138489, 0.6257106065750122, -0.02724887616932392]","[0.38834384083747864, 0.4846261143684387, -0.0719902440905571]","[0.37893176078796387, 0.4085823595523834, -0.10576053708791733]","[0.37872761487960815, 0.3476818799972534, -0.13023799657821655]","[0.48874911665916443, 0.6232334971427917, -0.022565791383385658]","[0.5192837119102478, 0.47190260887145996, -0.06654377281665802]","[0.5367838740348816, 0.38936737179756165, -0.09968563914299011]","[0.5601525902748108, 0.31456103920936584, -0.12257285416126251]","[0.5474815964698792, 0.6487964391708374, -0.027546003460884094]","[0.5640708208084106, 0.5294952988624573, -0.07630391418933868]","[0.5228550434112549, 0.6090750098228455, -0.07419762760400772]","[0.5058186650276184, 0.6721776723861694, -0.06216270104050636]","[0.5937177538871765, 0.694395124912262, -0.040562912821769714]","[0.5899180173873901, 0.6140633821487427, -0.07994795590639114]","[0.555185079574585, 0.6612658500671387, -0.0786982923746109]","[0.5417598485946655, 0.7124983072280884, -0.0705338716506958]"
R,"[0.48772406578063965, 0.8789113759994507, 5.243825285106141e-07]","[0.4219028353691101, 0.812626302242279, -0.06261292099952698]","[0.4050166606903076, 0.7187749147415161, -0.08594932407140732]","[0.4549538195133209, 0.6400611400604248, -0.10823070257902145]","[0.512603223323822, 0.5792867541313171, -0.12576869130134583]","[0.40961235761642456, 0.5991791486740112, -0.011604506522417068]","[0.38905590772628784, 0.48665934801101685, -0.043578896671533585]","[0.3813301920890808, 0.41710034012794495, -0.06733734905719757]","[0.3826903700828552, 0.35860782861709595, -0.08383113145828247]","[0.4767696261405945, 0.5958883762359619, -0.007692213170230389]","[0.5049569010734558, 0.47034209966659546, -0.041603464633226395]","[0.5243180394172668, 0.39212554693222046, -0.06599505990743637]","[0.5444771647453308, 0.3299897313117981, -0.07880227267742157]","[0.5302727222442627, 0.6204201579093933, -0.014740795828402042]","[0.546404242515564, 0.5307058691978455, -0.07645387947559357]","[0.5150769948959351, 0.5914125442504883, -0.09036692976951599]","[0.4971860647201538, 0.649518609046936, -0.08175282180309296]","[0.5743220448493958, 0.6594773530960083, -0.02722153812646866]","[0.572734534740448, 0.5947642922401428, -0.08230814337730408]","[0.5386492609977722, 0.6357563138008118, -0.08996335417032242]","[0.516843318939209, 0.6849435567855835, -0.0827799066901207]"
R,"[0.4640202522277832, 0.8701682686805725, 1.271619680665026e-07]","[0.43279391527175903, 0.808008074760437, -0.07157600671052933]","[0.44372063875198364, 0.718127965927124, -0.0824253112077713]","[0.5065940618515015, 0.6445262432098389, -0.0837993323802948]","[0.561201274394989, 0.5881655216217041, -0.0795135349035263]","[0.4126376807689667, 0.6047266125679016, -0.0355190671980381]","[0.3917129635810852, 0.48845261335372925, -0.059681836515665054]","[0.37726297974586487, 0.4190775156021118, -0.07982367277145386]","[0.376758337020874, 0.3565557599067688, -0.09697955846786499]","[0.47924840450286865, 0.6028692126274109, -0.02074897289276123]","[0.5000452995300293, 0.46524691581726074, -0.044650159776210785]","[0.5256720185279846, 0.39150381088256836, -0.06852160394191742]","[0.5476495027542114, 0.3322080969810486, -0.08591022342443466]","[0.5338917374610901, 0.630157470703125, -0.015024355612695217]","[0.5726646780967712, 0.5413048267364502, -0.07185152918100357]","[0.5558368563652039, 0.6110924482345581, -0.09636619687080383]","[0.5350039601325989, 0.6638706922531128, -0.09951616078615189]","[0.5787917971611023, 0.6741436719894409, -0.014224221929907799]","[0.6031020283699036, 0.6124846339225769, -0.07343442738056183]","[0.5899364948272705, 0.6534500122070312, -0.09058552980422974]","[0.5684506893157959, 0.6916558742523193, -0.09266986697912216]"
R,"[0.5104703903198242, 0.884426474571228, 6.966113801354368e-07]","[0.44686853885650635, 0.8155208230018616, -0.08641158789396286]","[0.43571382761001587, 0.7207436561584473, -0.11048753559589386]","[0.488559365272522, 0.6296680569648743, -0.1264849603176117]","[0.5424101948738098, 0.559648871421814, -0.136655792593956]","[0.41491571068763733, 0.6105688810348511, -0.026285387575626373]","[0.3928564786911011, 0.48202383518218994, -0.052334558218717575]","[0.3845130205154419, 0.4127614200115204, -0.07266011834144592]","[0.38208580017089844, 0.35736873745918274, -0.08612208813428879]","[0.48535680770874023, 0.6047917604446411, -0.0014144218293949962]","[0.510624349117279, 0.46793508529663086, -0.025610454380512238]","[0.5318732261657715, 0.39501291513442993, -0.049903303384780884]","[0.5551283955574036, 0.32764527201652527, -0.06479204446077347]","[0.5424913167953491, 0.625985860824585, 0.011206954717636108]","[0.5639247894287109, 0.5266971588134766, -0.03992052748799324]","[0.5418853759765625, 0.5955550074577332, -0.061442241072654724]","[0.5278320908546448, 0.6536206007003784, -0.06104329600930214]","[0.5862943530082703, 0.6591434478759766, 0.01691129431128502]","[0.5938146114349365, 0.5853785872459412, -0.030823640525341034]","[0.5727834105491638, 0.623592734336853, -0.04565052315592766]","[0.5573694109916687, 0.6679900884628296, -0.046171754598617554]"
L,"[0.5053242444992065, 0.875780463218689, 3.5282036492390034e-07]","[0.5751562714576721, 0.8063079118728638, -0.030448799952864647]","[0.591738760471344, 0.7050486207008362, -0.03762122243642807]","[0.5467076301574707, 0.6271460056304932, -0.046959955245256424]","[0.49126192927360535, 0.5744876861572266, -0.055045608431100845]","[0.5747590661048889, 0.5990217328071594, 0.002588228788226843]","[0.5985286831855774, 0.490916907787323, -0.004395449999719858]","[0.6024053692817688, 0.4251706600189209, -0.012665788643062115]","[0.6038339138031006, 0.36699143052101135, -0.02261056751012802]","[0.5163514018058777, 0.5964376330375671, -0.005518804769963026]","[0.4821038842201233, 0.46596330404281616, -0.02038092166185379]","[0.465313583612442, 0.3919864892959595, -0.03839632123708725]","[0.44403013586997986, 0.33024629950523376, -0.05122614651918411]","[0.4656868278980255, 0.6232103705406189, -0.019087154418230057]","[0.45647138357162476, 0.5330758690834045, -0.059985436499118805]","[0.49737560749053955, 0.5899835228919983, -0.0766020119190216]","[0.5150192975997925, 0.6354713439941406, -0.07665777951478958]","[0.4257128834724426, 0.6682589054107666, -0.03468089923262596]","[0.43010473251342773, 0.590813398361206, -0.07244270294904709]","[0.46812349557876587, 0.6264818906784058, -0.07986275851726532]","[0.4932691752910614, 0.6691527366638184, -0.07807976007461548]"
R,"[0.4957500994205475, 0.8807282447814941, 1.008617914521892e-06]","[0.4131290316581726, 0.8125238418579102, -0.054362308233976364]","[0.39337024092674255, 0.7318441867828369, -0.08152948319911957]","[0.43556949496269226, 0.6629296541213989, -0.11418336629867554]","[0.48972463607788086, 0.5952271819114685, -0.14476029574871063]","[0.40889570116996765, 0.6054052114486694, 0.008069228380918503]","[0.3893886208534241, 0.49400055408477783, -0.02681773714721203]","[0.3818935751914978, 0.4248720407485962, -0.05756009742617607]","[0.3818116784095764, 0.3657073378562927, -0.08130041509866714]","[0.47388118505477905, 0.6066579222679138, -0.0045527624897658825]","[0.5013532042503357, 0.4741801619529724, -0.041386928409338]","[0.5249435901641846, 0.38671889901161194, -0.07877322286367416]","[0.5447162985801697, 0.31658825278282166, -0.10423894971609116]","[0.5259519815444946, 0.6341452598571777, -0.030360544100403786]","[0.5353394150733948, 0.5304844379425049, -0.10134541243314743]","[0.5034691095352173, 0.5859254598617554, -0.13552816212177277]","[0.4853309988975525, 0.6442120671272278, -0.14334224164485931]","[0.5681512951850891, 0.6695268750190735, -0.06090812757611275]","[0.5471241474151611, 0.6000778675079346, -0.13226062059402466]","[0.508442759513855, 0.6425949335098267, -0.15924420952796936]","[0.485457181930542, 0.6951518058776855, -0.16786053776741028]"
L,"[0.5385590195655823, 0.8049088716506958, 1.3793282960250508e-06]","[0.5617194175720215, 0.8017888069152832, -0.14062771201133728]","[0.5397424101829529, 0.7393138408660889, -0.2097664624452591]","[0.47360867261886597, 0.6740169525146484, -0.25825071334838867]","[0.41269156336784363, 0.5966929793357849, -0.30332985520362854]","[0.6011297106742859, 0.5958423614501953, -0.13934049010276794]","[0.6278389096260071, 0.49319276213645935, -0.18838468194007874]","[0.6385846734046936, 0.41711366176605225, -0.2192840725183487]","[0.6429142355918884, 0.35439571738243103, -0.2406907081604004]","[0.5349998474121094, 0.5884824991226196, -0.09810000658035278]","[0.49910205602645874, 0.4683002233505249, -0.15488708019256592]","[0.47363781929016113, 0.3862684965133667, -0.18716862797737122]","[0.4550131559371948, 0.31431251764297485, -0.2033984661102295]","[0.4747098982334137, 0.608058512210846, -0.06794078648090363]","[0.4294646382331848, 0.5581430196762085, -0.1432848572731018]","[0.43740367889404297, 0.6186478137969971, -0.16088315844535828]","[0.45251837372779846, 0.6567058563232422, -0.15469776093959808]","[0.4268128275871277, 0.6323279738426208, -0.048293858766555786]","[0.38924741744995117, 0.6100905537605286, -0.11262667924165726]","[0.3996061682701111, 0.6522504091262817, -0.12705372273921967]","[0.4227004051208496, 0.6815800070762634, -0.12555286288261414]"
