Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.508598804473877, 0.8637409210205078, 9.926440043273033e-07]","[0.4420292377471924, 0.7728546857833862, -0.06268082559108734]","[0.4298756718635559, 0.672034502029419, -0.0589725561439991]","[0.4480953812599182, 0.5894263386726379, -0.04780445992946625]","[0.4428217113018036, 0.5164209008216858, -0.028265362605452538]","[0.40489113330841064, 0.6129000186920166, 0.02081635408103466]","[0.38710474967956543, 0.5068719387054443, 0.0027713030576705933]","[0.38257747888565063, 0.43879276514053345, -0.011810273863375187]","[0.38129937648773193, 0.3787240982055664, -0.02013208717107773]","[0.4696730375289917, 0.6289443373680115, 0.03978724405169487]","[0.5045989751815796, 0.5165013074874878, 0.008646461181342602]","[0.5473949313163757, 0.45128411054611206, -0.018930884078145027]","[0.5789330005645752, 0.38984397053718567, -0.029647234827280045]","[0.5255838632583618, 0.6599762439727783, 0.04594049230217934]","[0.5596960186958313, 0.6110753417015076, -0.02104657143354416]","[0.5465545654296875, 0.6911395192146301, -0.04442968964576721]","[0.5325328707695007, 0.7281013131141663, -0.03563052415847778]","[0.5724180936813354, 0.6854972839355469, 0.04868697747588158]","[0.593298077583313, 0.6554579138755798, -0.008842489682137966]","[0.5762572884559631, 0.7094517350196838, -0.023655325174331665]","[0.5595412850379944, 0.734717607498169, -0.019496619701385498]"
L,"[0.5146990418434143, 0.8958050608634949, 6.274540851336496e-07]","[0.5872407555580139, 0.8107892274856567, -0.05801435932517052]","[0.5923871994018555, 0.6920448541641235, -0.06349296122789383]","[0.561710774898529, 0.6035566329956055, -0.06601676344871521]","[0.5498824119567871, 0.5192268490791321, -0.06463257223367691]","[0.6003088355064392, 0.6349043846130371, 0.011478409171104431]","[0.6141043305397034, 0.5247209072113037, -0.011247560381889343]","[0.6241632103919983, 0.4456794857978821, -0.02981795184314251]","[0.6273037791252136, 0.37361928820610046, -0.043950989842414856]","[0.5323994755744934, 0.6464560627937317, 0.016252288594841957]","[0.4877832531929016, 0.5262211561203003, -0.031182989478111267]","[0.449856162071228, 0.4482572674751282, -0.06426438689231873]","[0.41100621223449707, 0.37353676557540894, -0.07674722373485565]","[0.46801602840423584, 0.6806134581565857, 0.010348070412874222]","[0.44057923555374146, 0.6181312203407288, -0.07466443628072739]","[0.4656321406364441, 0.7150366306304932, -0.09270700812339783]","[0.4897894263267517, 0.762712836265564, -0.07791952043771744]","[0.41112253069877625, 0.7213023900985718, 0.0016725140158087015]","[0.3920435309410095, 0.6694467663764954, -0.07371620833873749]","[0.41671133041381836, 0.7375087738037109, -0.08410287648439407]","[0.45080655813217163, 0.7707955241203308, -0.07398121058940887]"
R,"[0.50264972448349, 0.9040995836257935, 6.39540814972861e-07]","[0.41756078600883484, 0.7957701086997986, -0.020496442914009094]","[0.4106576144695282, 0.6853971481323242, -0.006376056931912899]","[0.45553117990493774, 0.6069562435150146, 0.0011537090176716447]","[0.46678853034973145, 0.5297175049781799, 0.01579568348824978]","[0.43650299310684204, 0.6298819780349731, 0.06316590309143066]","[0.4113811254501343, 0.5164676904678345, 0.03093220293521881]","[0.39904406666755676, 0.44807612895965576, 0.003555964445695281]","[0.3958735167980194, 0.3835183084011078, -0.01397731713950634]","[0.5025694370269775, 0.6582338213920593, 0.04911655932664871]","[0.5313878655433655, 0.5306757688522339, -0.0035671067889779806]","[0.5672898888587952, 0.446660578250885, -0.04577353969216347]","[0.5944080352783203, 0.3695342540740967, -0.06620132178068161]","[0.5585979223251343, 0.697931706905365, 0.022838234901428223]","[0.5609135627746582, 0.6268720626831055, -0.05852515995502472]","[0.5263407826423645, 0.7219206094741821, -0.07710336893796921]","[0.5194010734558105, 0.7721785306930542, -0.06475336104631424]","[0.6170709133148193, 0.7290924191474915, -0.004960168618708849]","[0.6028999090194702, 0.6827978491783142, -0.0746360719203949]","[0.5688515305519104, 0.7486599683761597, -0.0885220468044281]","[0.5655941963195801, 0.7823520302772522, -0.0834553986787796]"
R,"[0.49465635418891907, 0.8812951445579529, 7.081335411385226e-07]","[0.4159517288208008, 0.7887105345726013, -0.03628866747021675]","[0.4109904170036316, 0.6788394451141357, -0.032418038696050644]","[0.4532408118247986, 0.593278169631958, -0.028600510209798813]","[0.462585985660553, 0.5127561092376709, -0.016520453616976738]","[0.423880934715271, 0.6173707246780396, 0.024923866614699364]","[0.40693554282188416, 0.5051928758621216, -0.011923030018806458]","[0.394963800907135, 0.43612250685691833, -0.04137082025408745]","[0.3900834321975708, 0.3704324960708618, -0.0611783005297184]","[0.4922305941581726, 0.6427658200263977, 0.021830100566148758]","[0.5316022634506226, 0.5304638743400574, -0.03241200000047684]","[0.5668339729309082, 0.45183342695236206, -0.07638740539550781]","[0.591277003288269, 0.37891414761543274, -0.09999560564756393]","[0.5485981702804565, 0.6786571741104126, 0.009083524346351624]","[0.5607135891914368, 0.6218233704566956, -0.062494367361068726]","[0.5241444706916809, 0.7128007411956787, -0.0722382441163063]","[0.5129275918006897, 0.7569146156311035, -0.05830499529838562]","[0.6046170592308044, 0.707801342010498, -0.00679068872705102]","[0.5958885550498962, 0.6792221665382385, -0.0680701956152916]","[0.5635247826576233, 0.7460047602653503, -0.0752561166882515]","[0.5572489500045776, 0.7761146426200867, -0.06682272255420685]"
R,"[0.49439355731010437, 0.8749127388000488, 9.554829603075632e-07]","[0.4138445258140564, 0.7863746881484985, -0.04627696052193642]","[0.4029884338378906, 0.6851717829704285, -0.05079049989581108]","[0.44523417949676514, 0.6056699752807617, -0.05448819696903229]","[0.45403429865837097, 0.5299111604690552, -0.05131664499640465]","[0.4156329333782196, 0.6246262788772583, 0.0117292245849967]","[0.398190438747406, 0.5168247818946838, -0.030731095001101494]","[0.3917558193206787, 0.44870278239250183, -0.06393273174762726]","[0.3920017182826996, 0.3857959806919098, -0.08485426753759384]","[0.48152148723602295, 0.6460710763931274, 0.013102833181619644]","[0.5140513181686401, 0.5290525555610657, -0.045414626598358154]","[0.5494420528411865, 0.452470064163208, -0.08745317906141281]","[0.579165518283844, 0.3840653598308563, -0.10753784328699112]","[0.5369483828544617, 0.6805607676506042, 0.004098596516996622]","[0.5436276793479919, 0.613993227481842, -0.07335520535707474]","[0.5169711709022522, 0.6996517777442932, -0.08029267936944962]","[0.5082051157951355, 0.7496082782745361, -0.06058172136545181]","[0.5922071933746338, 0.7111473083496094, -0.0087435869500041]","[0.5876059532165527, 0.6620395183563232, -0.07026337087154388]","[0.5588030815124512, 0.7228555679321289, -0.07177595049142838]","[0.5506953597068787, 0.7577002048492432, -0.05716545879840851]"
L,"[0.5111810564994812, 0.8581537008285522, 6.226670166142867e-07]","[0.5848804712295532, 0.7760770320892334, -0.044916585087776184]","[0.5861419439315796, 0.6727280020713806, -0.051969535648822784]","[0.5534965395927429, 0.5928325057029724, -0.05979689955711365]","[0.5367524027824402, 0.5213010311126709, -0.06474433839321136]","[0.5811929702758789, 0.6208485960960388, 0.01920209638774395]","[0.5969750285148621, 0.5223562121391296, 0.001384781557135284]","[0.6041272878646851, 0.4531278610229492, -0.013401401229202747]","[0.6076539158821106, 0.39202505350112915, -0.02517465502023697]","[0.5207289457321167, 0.6319764852523804, 0.01906774379312992]","[0.4793797433376312, 0.5207396149635315, -0.025167372077703476]","[0.4466319978237152, 0.44508296251296997, -0.056591060012578964]","[0.41401273012161255, 0.3816600739955902, -0.06937955319881439]","[0.4636540114879608, 0.6640759706497192, 0.010240651667118073]","[0.44460952281951904, 0.6010956168174744, -0.06692297756671906]","[0.47224122285842896, 0.6869935393333435, -0.08184214681386948]","[0.4914846420288086, 0.7384762763977051, -0.0671430304646492]","[0.4109848141670227, 0.702312707901001, -0.0006175693706609309]","[0.4001951813697815, 0.6463219523429871, -0.06751582771539688]","[0.4262440800666809, 0.7068594098091125, -0.07476550340652466]","[0.45267558097839355, 0.7453932166099548, -0.06406160444021225]"
L,"[0.5072581171989441, 0.9345806241035461, 7.512648494412133e-07]","[0.5892337560653687, 0.8412443995475769, -0.04665005952119827]","[0.59835284948349, 0.7097498774528503, -0.05620262771844864]","[0.5617319345474243, 0.610866904258728, -0.06580168008804321]","[0.541455090045929, 0.528844952583313, -0.0731874331831932]","[0.5896382331848145, 0.652218222618103, -0.004842315334826708]","[0.6034162640571594, 0.5276049375534058, -0.02987891435623169]","[0.6128432750701904, 0.44240495562553406, -0.047799933701753616]","[0.6174201369285583, 0.36845847964286804, -0.06237364932894707]","[0.5159659385681152, 0.6634378433227539, -0.008230258710682392]","[0.4681771397590637, 0.5263965725898743, -0.059453871101140976]","[0.43502041697502136, 0.43208426237106323, -0.09242039173841476]","[0.3977740406990051, 0.35545337200164795, -0.10785633325576782]","[0.4426681697368622, 0.7005432844161987, -0.01883959025144577]","[0.42832955718040466, 0.6250960826873779, -0.10142377763986588]","[0.46352171897888184, 0.7256070375442505, -0.11071490496397018]","[0.48554322123527527, 0.7872993350028992, -0.092513307929039]","[0.3787349462509155, 0.7488483786582947, -0.031577739864587784]","[0.37310248613357544, 0.6811352968215942, -0.10270436108112335]","[0.409915030002594, 0.7510294914245605, -0.10609941929578781]","[0.44153693318367004, 0.7967842817306519, -0.09282171726226807]"
R,"[0.48119214177131653, 0.8547961711883545, 9.473693296513375e-08]","[0.4059387147426605, 0.7525293231010437, 0.026026977226138115]","[0.4112092852592468, 0.6586494445800781, 0.04418719559907913]","[0.4537280201911926, 0.5945178270339966, 0.04531768336892128]","[0.4735336899757385, 0.5257300734519958, 0.048043131828308105]","[0.4726128578186035, 0.61644446849823, 0.08665263652801514]","[0.4535903036594391, 0.514937698841095, 0.07039281725883484]","[0.4430491328239441, 0.45425665378570557, 0.06033572554588318]","[0.44384056329727173, 0.3982281982898712, 0.05455278605222702]","[0.519689679145813, 0.6396955251693726, 0.05113440379500389]","[0.536868691444397, 0.524743378162384, 0.01949808932840824]","[0.5406923890113831, 0.458578884601593, -0.00041948514990508556]","[0.5597435832023621, 0.39182838797569275, -0.005919810850173235]","[0.5595306158065796, 0.6724469661712646, 0.008170291781425476]","[0.5218827724456787, 0.606176495552063, -0.040151070803403854]","[0.479880154132843, 0.681097149848938, -0.04355518892407417]","[0.48953741788864136, 0.7190538644790649, -0.0311970803886652]","[0.6032364368438721, 0.6990779638290405, -0.03371424973011017]","[0.5508687496185303, 0.6504114270210266, -0.06962525099515915]","[0.5147206783294678, 0.7019157409667969, -0.07047144323587418]","[0.5276870727539062, 0.7312266826629639, -0.0636371299624443]"
R,"[0.47457319498062134, 0.8842272162437439, 1.7592334700111678e-07]","[0.41333895921707153, 0.8067195415496826, -0.016137825325131416]","[0.40498363971710205, 0.6921662092208862, -0.014178736135363579]","[0.44403165578842163, 0.6101229190826416, -0.018906962126493454]","[0.4615049362182617, 0.539291501045227, -0.02037612535059452]","[0.4421360492706299, 0.6380254030227661, 0.025632018223404884]","[0.41596996784210205, 0.5354242920875549, -0.014146222732961178]","[0.39325642585754395, 0.4791232645511627, -0.043168410658836365]","[0.3853318691253662, 0.4236944317817688, -0.05987608805298805]","[0.4992096424102783, 0.6549645066261292, 0.009495816193521023]","[0.5274407267570496, 0.5260534882545471, -0.042911432683467865]","[0.5496228337287903, 0.4444122314453125, -0.07887767255306244]","[0.5720375776290894, 0.3706769645214081, -0.09534899890422821]","[0.5517276525497437, 0.68621826171875, -0.01375215221196413]","[0.5502484440803528, 0.6195825338363647, -0.07952068746089935]","[0.5135290026664734, 0.7074796557426453, -0.08269984275102615]","[0.5067690014839172, 0.7596920728683472, -0.06422418355941772]","[0.6078191995620728, 0.723486065864563, -0.038542550057172775]","[0.5917980074882507, 0.6624369025230408, -0.08480403572320938]","[0.558121383190155, 0.7256295084953308, -0.07715976238250732]","[0.5537484288215637, 0.7652698159217834, -0.05982090160250664]"
L,"[0.4942818284034729, 0.8217468857765198, 4.692677180173632e-07]","[0.5539252758026123, 0.7544899582862854, -0.05540090799331665]","[0.5644376873970032, 0.6581528782844543, -0.06052854657173157]","[0.5432686805725098, 0.5847222805023193, -0.05979996174573898]","[0.5335796475410461, 0.51516193151474, -0.05399297550320625]","[0.5714855194091797, 0.6104933023452759, -0.005054146982729435]","[0.5868338942527771, 0.5172471404075623, -0.029208339750766754]","[0.596031665802002, 0.4560442268848419, -0.04609091207385063]","[0.5994439125061035, 0.3980586528778076, -0.057233888655900955]","[0.5148314833641052, 0.6167950630187988, 0.005107569973915815]","[0.4818875193595886, 0.5153108239173889, -0.038890182971954346]","[0.4520612955093384, 0.453682005405426, -0.06764912605285645]","[0.4212372303009033, 0.39319178462028503, -0.07784326374530792]","[0.46273210644721985, 0.6412607431411743, 0.006545328535139561]","[0.4377802312374115, 0.5964350700378418, -0.06234141066670418]","[0.4586450457572937, 0.6707868576049805, -0.07891490310430527]","[0.48191720247268677, 0.7029291391372681, -0.06840330362319946]","[0.4182223677635193, 0.6692938804626465, 0.005111010745167732]","[0.401152640581131, 0.6401596665382385, -0.05189784988760948]","[0.41985708475112915, 0.6931487321853638, -0.06072946637868881]","[0.4465268850326538, 0.7139301300048828, -0.053342923521995544]"
