Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.48566117882728577, 0.7093649506568909, 1.6661766721881577e-07]","[0.5550699830055237, 0.7619239091873169, -0.05683499574661255]","[0.588752806186676, 0.809512197971344, -0.10517986863851547]","[0.5575298070907593, 0.8638275861740112, -0.14649425446987152]","[0.500769853591919, 0.9100369811058044, -0.18686094880104065]","[0.5447758436203003, 0.6985899806022644, -0.11666075885295868]","[0.47939759492874146, 0.7756898999214172, -0.18554534018039703]","[0.42743098735809326, 0.8438889980316162, -0.2355155050754547]","[0.38098472356796265, 0.892572283744812, -0.2624213397502899]","[0.4648951292037964, 0.6722224950790405, -0.11725451052188873]","[0.4379020035266876, 0.7493811249732971, -0.17109981179237366]","[0.4361730217933655, 0.8011174201965332, -0.190146341919899]","[0.4394068121910095, 0.8304417133331299, -0.20463508367538452]","[0.40333497524261475, 0.6711516976356506, -0.12044592946767807]","[0.37425458431243896, 0.7699974775314331, -0.16464461386203766]","[0.36778080463409424, 0.8186690807342529, -0.15822671353816986]","[0.36812591552734375, 0.8456608057022095, -0.1495640128850937]","[0.36115702986717224, 0.6861526966094971, -0.1300373077392578]","[0.33234813809394836, 0.7624237537384033, -0.1483490914106369]","[0.3322792649269104, 0.8051714897155762, -0.13078594207763672]","[0.3374457359313965, 0.832375168800354, -0.11824440956115723]"
R,"[0.5208725929260254, 0.8459606766700745, -6.850510203548765e-07]","[0.42559948563575745, 0.851410984992981, -0.05408691614866257]","[0.3373517394065857, 0.8672884106636047, -0.10785973072052002]","[0.2760019302368164, 0.9123120903968811, -0.1574137955904007]","[0.2238158881664276, 0.9541313648223877, -0.20007820427417755]","[0.3430827260017395, 0.6850390434265137, -0.10761286318302155]","[0.2678988575935364, 0.7562419772148132, -0.16502074897289276]","[0.232369527220726, 0.8237082362174988, -0.19162338972091675]","[0.2037258893251419, 0.8714866042137146, -0.20384249091148376]","[0.41234567761421204, 0.6779869198799133, -0.11073528230190277]","[0.33454421162605286, 0.844251275062561, -0.15145879983901978]","[0.3701139986515045, 0.8723388314247131, -0.1510794758796692]","[0.40513473749160767, 0.8489640355110168, -0.14886124432086945]","[0.4819101095199585, 0.7083098292350769, -0.11779773235321045]","[0.40308132767677307, 0.8708353638648987, -0.14370393753051758]","[0.4356216490268707, 0.8850868940353394, -0.11126001924276352]","[0.46240225434303284, 0.8502815961837769, -0.08820350468158722]","[0.5370577573776245, 0.75468909740448, -0.13341735303401947]","[0.4726085662841797, 0.8755334615707397, -0.1571018248796463]","[0.4858938753604889, 0.8826999664306641, -0.13751643896102905]","[0.5056509375572205, 0.8483299016952515, -0.11500909179449081]"
L,"[0.458775132894516, 0.8708817362785339, 2.8018817488373315e-07]","[0.5667251348495483, 0.8755242824554443, -0.05238274484872818]","[0.6394619941711426, 0.8784680366516113, -0.11181449890136719]","[0.6866111159324646, 0.9030312895774841, -0.1673719733953476]","[0.7313220500946045, 0.9443804621696472, -0.21846045553684235]","[0.6415195465087891, 0.6767768859863281, -0.12792667746543884]","[0.6776143312454224, 0.7423248887062073, -0.20183593034744263]","[0.7085335850715637, 0.8166160583496094, -0.23901794850826263]","[0.7277795672416687, 0.868532657623291, -0.2599242031574249]","[0.5585464835166931, 0.6690411567687988, -0.13866737484931946]","[0.6126102209091187, 0.8201501965522766, -0.21724960207939148]","[0.5890588760375977, 0.8884605765342712, -0.22829635441303253]","[0.5690361261367798, 0.8863421678543091, -0.22967135906219482]","[0.4810122847557068, 0.6999566555023193, -0.15276388823986053]","[0.5340510010719299, 0.8557223081588745, -0.22220735251903534]","[0.5289665460586548, 0.9015262126922607, -0.20957159996032715]","[0.5189311504364014, 0.8796034455299377, -0.1920473575592041]","[0.4161708652973175, 0.7438890337944031, -0.17162956297397614]","[0.46698474884033203, 0.8622966408729553, -0.21648471057415009]","[0.4813283383846283, 0.893255352973938, -0.20764011144638062]","[0.4804548919200897, 0.8690743446350098, -0.1941835880279541]"
R,"[0.38582876324653625, 0.6661917567253113, 1.228499058925081e-06]","[0.3995741903781891, 0.6998094320297241, -0.09672379493713379]","[0.45862704515457153, 0.7275142669677734, -0.14291411638259888]","[0.5301932692527771, 0.7605186104774475, -0.1650341898202896]","[0.57964688539505, 0.8110435009002686, -0.18098567426204681]","[0.5042113661766052, 0.5646310448646545, -0.13302169740200043]","[0.5898164510726929, 0.6395763158798218, -0.1757882684469223]","[0.6398702263832092, 0.6965062022209167, -0.19914750754833221]","[0.6772358417510986, 0.7410836219787598, -0.21340246498584747]","[0.5417085289955139, 0.5471522212028503, -0.0923430472612381]","[0.6227530241012573, 0.6306465864181519, -0.13248339295387268]","[0.6604645848274231, 0.6937577128410339, -0.1455135941505432]","[0.6917277574539185, 0.7390363812446594, -0.15294784307479858]","[0.569797933101654, 0.5527065992355347, -0.05553443729877472]","[0.6376241445541382, 0.6187097430229187, -0.09194649010896683]","[0.6613472104072571, 0.6743240356445312, -0.09992013871669769]","[0.6779130101203918, 0.7171905636787415, -0.10198965668678284]","[0.5889598727226257, 0.5675275325775146, -0.025447750464081764]","[0.6359032392501831, 0.6136215925216675, -0.05749274045228958]","[0.6523862481117249, 0.6576746106147766, -0.06893907487392426]","[0.6663070321083069, 0.6939567923545837, -0.07246215641498566]"
R,"[0.47048163414001465, 0.671160876750946, 3.5117588481625717e-07]","[0.4268542528152466, 0.6959800124168396, -0.18497014045715332]","[0.43842417001724243, 0.7135084867477417, -0.3009518086910248]","[0.5072522163391113, 0.7605893611907959, -0.37507811188697815]","[0.5605642795562744, 0.7905768752098083, -0.4344540238380432]","[0.4854731559753418, 0.5745845437049866, -0.34384220838546753]","[0.5525397658348083, 0.6786242127418518, -0.45802897214889526]","[0.5855004191398621, 0.761142909526825, -0.49247199296951294]","[0.6109462976455688, 0.8107909560203552, -0.5060818195343018]","[0.5552553534507751, 0.5774581432342529, -0.28539592027664185]","[0.6003521680831909, 0.7172984480857849, -0.38942816853523254]","[0.5689019560813904, 0.7525062561035156, -0.3805449306964874]","[0.5527327060699463, 0.7266314625740051, -0.368951678276062]","[0.6133291721343994, 0.6008553504943848, -0.23589974641799927]","[0.6407918930053711, 0.726495623588562, -0.31982263922691345]","[0.6019746661186218, 0.7590166330337524, -0.2905161380767822]","[0.5870128273963928, 0.7401278614997864, -0.26655885577201843]","[0.6581717133522034, 0.6286617517471313, -0.20247358083724976]","[0.6671024560928345, 0.7298089861869812, -0.2694917619228363]","[0.6323333382606506, 0.7576411366462708, -0.2729918658733368]","[0.6133894324302673, 0.7448867559432983, -0.2690627872943878]"
L,"[0.4685754179954529, 0.7266232967376709, 1.2112070635339478e-07]","[0.5409886837005615, 0.7782971262931824, -0.057370059192180634]","[0.5816428661346436, 0.8310091495513916, -0.10778193175792694]","[0.5388085246086121, 0.8963179588317871, -0.15299035608768463]","[0.4708036780357361, 0.9573621153831482, -0.19580204784870148]","[0.5550485849380493, 0.7057197093963623, -0.12264132499694824]","[0.5306039452552795, 0.8068583011627197, -0.19448068737983704]","[0.4905340373516083, 0.8951975107192993, -0.23989148437976837]","[0.45151305198669434, 0.9570397138595581, -0.26177412271499634]","[0.47414517402648926, 0.6759819984436035, -0.12343226373195648]","[0.4290200471878052, 0.7791128158569336, -0.18376606702804565]","[0.4220913052558899, 0.8471152186393738, -0.19846653938293457]","[0.4190913438796997, 0.8853242993354797, -0.20778489112854004]","[0.40749233961105347, 0.6748124361038208, -0.12750360369682312]","[0.3789551854133606, 0.7782611846923828, -0.17379528284072876]","[0.37656301259994507, 0.8363184928894043, -0.16566422581672668]","[0.3801133632659912, 0.8666852712631226, -0.1553647369146347]","[0.3623860478401184, 0.6930555701255798, -0.13857775926589966]","[0.33835509419441223, 0.7768093347549438, -0.1598225235939026]","[0.34149932861328125, 0.8248001337051392, -0.14504672586917877]","[0.34777599573135376, 0.8525655269622803, -0.13292153179645538]"
R,"[0.45529621839523315, 0.8045191764831543, 5.977393584544188e-07]","[0.45536959171295166, 0.819292426109314, -0.1199222058057785]","[0.5084862112998962, 0.8406338691711426, -0.17207947373390198]","[0.5787196755409241, 0.883614718914032, -0.19058038294315338]","[0.6412749290466309, 0.9247823357582092, -0.19907408952713013]","[0.5668568015098572, 0.6776374578475952, -0.17596103250980377]","[0.6463188529014587, 0.7640410661697388, -0.2170354127883911]","[0.6985413432121277, 0.8177801966667175, -0.22939489781856537]","[0.7401531338691711, 0.8578377962112427, -0.23639985918998718]","[0.6122420430183411, 0.6739415526390076, -0.12125516682863235]","[0.6698270440101624, 0.7883177399635315, -0.16178715229034424]","[0.6322722434997559, 0.8272630572319031, -0.155844047665596]","[0.6010030508041382, 0.8273067474365234, -0.14706970751285553]","[0.6427186131477356, 0.6887069940567017, -0.07118801027536392]","[0.6831895112991333, 0.7950572967529297, -0.11362189054489136]","[0.6343355178833008, 0.8262034058570862, -0.10527312755584717]","[0.6056995391845703, 0.8211013674736023, -0.0918540433049202]","[0.6585703492164612, 0.7132896780967712, -0.028982941061258316]","[0.6847617626190186, 0.7900650501251221, -0.0677766352891922]","[0.6534797549247742, 0.815432608127594, -0.07390216737985611]","[0.631320059299469, 0.8100688457489014, -0.07029350101947784]"
R,"[0.4403974711894989, 0.569782555103302, -5.612009204014612e-07]","[0.44105905294418335, 0.6011906862258911, -0.11219531297683716]","[0.4544167220592499, 0.6512352824211121, -0.18930359184741974]","[0.5032429099082947, 0.7188693881034851, -0.23847824335098267]","[0.5562976598739624, 0.7664366960525513, -0.29645657539367676]","[0.47737061977386475, 0.5480741858482361, -0.2599860727787018]","[0.5409315824508667, 0.6378790736198425, -0.3258817791938782]","[0.5918282866477966, 0.7110306620597839, -0.36640653014183044]","[0.628546416759491, 0.768714189529419, -0.3934519290924072]","[0.5213188529014587, 0.5619022250175476, -0.22627131640911102]","[0.567261815071106, 0.6749963164329529, -0.29512009024620056]","[0.6148563623428345, 0.7469702959060669, -0.3355356454849243]","[0.6453326940536499, 0.7872307896614075, -0.37050846219062805]","[0.5461900234222412, 0.5952131748199463, -0.18593233823776245]","[0.5854375958442688, 0.7028660178184509, -0.24761459231376648]","[0.6185705661773682, 0.7576177716255188, -0.2774832248687744]","[0.6388533115386963, 0.7843582630157471, -0.29873621463775635]","[0.5591403245925903, 0.639465868473053, -0.1488756239414215]","[0.5895867943763733, 0.7164562344551086, -0.19948385655879974]","[0.6141684651374817, 0.7436636090278625, -0.21414388716220856]","[0.6342741250991821, 0.7562671899795532, -0.22657783329486847]"
R,"[0.4965672791004181, 0.6923568248748779, -2.492647297458461e-07]","[0.41414153575897217, 0.7057916522026062, -0.1392623484134674]","[0.3470303416252136, 0.7080677151679993, -0.25279536843299866]","[0.3558121621608734, 0.7412956953048706, -0.34120863676071167]","[0.37671881914138794, 0.7807261347770691, -0.42185941338539124]","[0.3922573924064636, 0.5521077513694763, -0.28705641627311707]","[0.3787730038166046, 0.6853145956993103, -0.39199918508529663]","[0.3847379982471466, 0.745891809463501, -0.4259549379348755]","[0.3950388431549072, 0.7426443099975586, -0.44492971897125244]","[0.47284436225891113, 0.5593096613883972, -0.25948309898376465]","[0.45919474959373474, 0.7006049156188965, -0.3663123548030853]","[0.4433521032333374, 0.7623099684715271, -0.3627912998199463]","[0.4448082745075226, 0.7417863607406616, -0.35428041219711304]","[0.546021580696106, 0.5862637758255005, -0.23714399337768555]","[0.5295538306236267, 0.7281435132026672, -0.32709312438964844]","[0.49675366282463074, 0.7732766270637512, -0.29417937994003296]","[0.48614031076431274, 0.7485442757606506, -0.26606637239456177]","[0.6040428876876831, 0.6175917387008667, -0.2268456667661667]","[0.5868924260139465, 0.7257603406906128, -0.2919370234012604]","[0.5548370480537415, 0.7652525901794434, -0.28866297006607056]","[0.5453989505767822, 0.7488033175468445, -0.2812449038028717]"
R,"[0.46445131301879883, 0.6787588000297546, -7.602968139508448e-07]","[0.38391080498695374, 0.6863507628440857, -0.05138855054974556]","[0.301868736743927, 0.6989570260047913, -0.09730268269777298]","[0.24702021479606628, 0.7379778027534485, -0.1386556178331375]","[0.21322618424892426, 0.7761737704277039, -0.1750466525554657]","[0.30970290303230286, 0.5246202349662781, -0.10205905139446259]","[0.2439594715833664, 0.6010154485702515, -0.14659631252288818]","[0.20937520265579224, 0.6645033359527588, -0.1695970743894577]","[0.1866605281829834, 0.71163010597229, -0.18245984613895416]","[0.3779979646205902, 0.5147769451141357, -0.10248509794473648]","[0.31249886751174927, 0.6801925301551819, -0.1336594671010971]","[0.3371955156326294, 0.7086957693099976, -0.13776245713233948]","[0.3678470551967621, 0.7008148431777954, -0.14175961911678314]","[0.44502878189086914, 0.5412260890007019, -0.10502377152442932]","[0.38011449575424194, 0.7076924443244934, -0.12896423041820526]","[0.4046238958835602, 0.7251789569854736, -0.11010237038135529]","[0.4301620423793793, 0.705561637878418, -0.09700392186641693]","[0.498772531747818, 0.5821073651313782, -0.11485254764556885]","[0.44828546047210693, 0.7074814438819885, -0.13743983209133148]","[0.45593011379241943, 0.7261235117912292, -0.12555155158042908]","[0.4725293517112732, 0.7078176140785217, -0.11026514321565628]"
