Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.5008062124252319, 0.7974293231964111, 1.0821769080848753e-07]","[0.5873816013336182, 0.7657466530799866, -0.008351962082087994]","[0.6372865438461304, 0.6991473436355591, -0.0217243954539299]","[0.6669939756393433, 0.6412911415100098, -0.04140784591436386]","[0.6333423256874084, 0.599828839302063, -0.06211991235613823]","[0.6111472249031067, 0.5576103925704956, -0.020291902124881744]","[0.6110615134239197, 0.43320232629776, -0.050529513508081436]","[0.6228436231613159, 0.3654966950416565, -0.07712249457836151]","[0.6218845248222351, 0.30160897970199585, -0.0991566851735115]","[0.5698326230049133, 0.5641922354698181, -0.04087447375059128]","[0.5761931538581848, 0.4518636465072632, -0.08443541824817657]","[0.6155045032501221, 0.5080263614654541, -0.10701686143875122]","[0.6233049631118774, 0.5605233311653137, -0.11702504009008408]","[0.5301235914230347, 0.5881953239440918, -0.06267759203910828]","[0.5324900150299072, 0.48356369137763977, -0.10618793964385986]","[0.5857678055763245, 0.5445857644081116, -0.11553594470024109]","[0.6032730937004089, 0.5998884439468384, -0.11370981484651566]","[0.49439001083374023, 0.6243504285812378, -0.08561185002326965]","[0.5103815793991089, 0.5484141111373901, -0.12410937249660492]","[0.5564613938331604, 0.5823941230773926, -0.1335984766483307]","[0.5796728134155273, 0.6245619654655457, -0.13494786620140076]"
L,"[0.5573440790176392, 0.7736014723777771, 6.26947951332113e-07]","[0.619053065776825, 0.7265651822090149, -0.10010861605405807]","[0.6187667846679688, 0.658288836479187, -0.14686113595962524]","[0.5613617300987244, 0.6115139722824097, -0.18188519775867462]","[0.494259774684906, 0.5780271291732788, -0.21307118237018585]","[0.6095295548439026, 0.5211859345436096, -0.06899448484182358]","[0.6045495271682739, 0.4267118573188782, -0.10671744495630264]","[0.6037508249282837, 0.35474449396133423, -0.13481514155864716]","[0.5963714122772217, 0.30349254608154297, -0.15581150352954865]","[0.5415229797363281, 0.5361436605453491, -0.04753195866942406]","[0.4999667704105377, 0.4640217423439026, -0.10235118120908737]","[0.5078467726707458, 0.5308313965797424, -0.12226716428995132]","[0.5250823497772217, 0.579716682434082, -0.12337516993284225]","[0.48728930950164795, 0.5654677748680115, -0.03875547647476196]","[0.44749027490615845, 0.50547194480896, -0.09814708679914474]","[0.47397902607917786, 0.565647542476654, -0.11022258549928665]","[0.49888110160827637, 0.6044650673866272, -0.1042473092675209]","[0.4495530128479004, 0.6051864624023438, -0.03947843238711357]","[0.4237481653690338, 0.5629101991653442, -0.0835786759853363]","[0.4497716724872589, 0.5971310138702393, -0.09381648898124695]","[0.47726333141326904, 0.6270937919616699, -0.09371563047170639]"
R,"[0.4813602864742279, 0.8068730235099792, -3.154771377467114e-07]","[0.3940812945365906, 0.7723288536071777, -0.032302968204021454]","[0.32842567563056946, 0.7095776796340942, -0.06217578798532486]","[0.29247021675109863, 0.654962420463562, -0.09942546486854553]","[0.32521623373031616, 0.6137920618057251, -0.13517087697982788]","[0.3742942214012146, 0.5578130483627319, -0.017874643206596375]","[0.36527201533317566, 0.4374659061431885, -0.0643102377653122]","[0.3533233106136322, 0.3623294532299042, -0.09547238051891327]","[0.3615432381629944, 0.2992296814918518, -0.11957842856645584]","[0.4145095646381378, 0.5687666535377502, -0.03307002782821655]","[0.3959348201751709, 0.4620875418186188, -0.0983133614063263]","[0.34445369243621826, 0.5360903739929199, -0.11777309328317642]","[0.33828234672546387, 0.5902559161186218, -0.11729197949171066]","[0.4543303847312927, 0.5897457599639893, -0.05567440763115883]","[0.4372555613517761, 0.49704641103744507, -0.11468468606472015]","[0.38231268525123596, 0.5612642765045166, -0.11025775969028473]","[0.37313005328178406, 0.6197125911712646, -0.09330873191356659]","[0.4856707453727722, 0.6236137747764587, -0.08266317844390869]","[0.4544883966445923, 0.5611439347267151, -0.12057782709598541]","[0.4058138132095337, 0.5992770791053772, -0.11827564239501953]","[0.39679038524627686, 0.6468625664710999, -0.10941636562347412]"
L,"[0.44204357266426086, 0.7545778155326843, 2.812422223996691e-07]","[0.5395067930221558, 0.7142544984817505, 0.07463861256837845]","[0.5975200533866882, 0.6705695986747742, 0.09176119416952133]","[0.652164876461029, 0.6437842845916748, 0.08680041879415512]","[0.6861438155174255, 0.6193931698799133, 0.08478783071041107]","[0.556218147277832, 0.5466641187667847, 0.05462436005473137]","[0.561646044254303, 0.4389694631099701, 0.030984528362751007]","[0.5671049356460571, 0.38320401310920715, 0.006873223464936018]","[0.564271092414856, 0.33472684025764465, -0.00583776505663991]","[0.5376855731010437, 0.5384532809257507, 0.0017464328557252884]","[0.6365156173706055, 0.44588613510131836, -0.016947558149695396]","[0.7223902940750122, 0.42977625131607056, -0.02932589314877987]","[0.7550359964370728, 0.4343774616718292, -0.033628400415182114]","[0.5326565504074097, 0.5621621012687683, -0.04638056829571724]","[0.6554501056671143, 0.49698111414909363, -0.05168783664703369]","[0.7024328708648682, 0.5554015636444092, -0.024829519912600517]","[0.6945944428443909, 0.601357102394104, 0.0012925618793815374]","[0.555404782295227, 0.6056833863258362, -0.09108184278011322]","[0.6557788848876953, 0.567479133605957, -0.08090437948703766]","[0.6907304525375366, 0.6041690707206726, -0.04683440551161766]","[0.6847450733184814, 0.6392782926559448, -0.0157626960426569]"
L,"[0.5340003371238708, 0.8600119352340698, 1.0792083315891432e-07]","[0.6261825561523438, 0.822008490562439, -0.03631430119276047]","[0.6780796051025391, 0.74592125415802, -0.06434068083763123]","[0.6798436641693115, 0.6838141679763794, -0.09585189819335938]","[0.6220856308937073, 0.6431556940078735, -0.12775549292564392]","[0.6550908088684082, 0.5514675378799438, -0.04224357008934021]","[0.6523275375366211, 0.4145146608352661, -0.08304965496063232]","[0.6558566093444824, 0.3317152261734009, -0.1158173680305481]","[0.6495681405067444, 0.25976496934890747, -0.14302322268486023]","[0.5878881216049194, 0.566722571849823, -0.05741136521100998]","[0.575950026512146, 0.4649510383605957, -0.12511171400547028]","[0.6093714833259583, 0.5458189249038696, -0.15878628194332123]","[0.6271966695785522, 0.6124334335327148, -0.1718336045742035]","[0.52628093957901, 0.6021909117698669, -0.07605643570423126]","[0.5090088248252869, 0.5157672166824341, -0.14278163015842438]","[0.5652874112129211, 0.5919924974441528, -0.15876053273677826]","[0.5965505242347717, 0.6574981212615967, -0.15668953955173492]","[0.4740540683269501, 0.6515445709228516, -0.09775704145431519]","[0.4763290584087372, 0.5944050550460815, -0.14678837358951569]","[0.5233660936355591, 0.6385980844497681, -0.15802831947803497]","[0.5575433373451233, 0.6827651858329773, -0.1591699868440628]"
L,"[0.46673378348350525, 0.7680776119232178, 5.112586336508684e-07]","[0.5770949125289917, 0.7295239567756653, 0.08711035549640656]","[0.6343757510185242, 0.6840047836303711, 0.09156035631895065]","[0.6867586970329285, 0.6637484431266785, 0.06921889632940292]","[0.7109472155570984, 0.6275550723075867, 0.0445377342402935]","[0.5875822901725769, 0.5527468919754028, 0.03764636442065239]","[0.6034461259841919, 0.44051143527030945, 0.005869955290108919]","[0.6184746623039246, 0.3762110471725464, -0.014870057813823223]","[0.6098909378051758, 0.33294981718063354, -0.025016387924551964]","[0.5580934286117554, 0.5625917911529541, -0.03433031216263771]","[0.6274638175964355, 0.46651628613471985, -0.07862178981304169]","[0.6902670860290527, 0.5075886249542236, -0.08363411575555801]","[0.7019023895263672, 0.559930682182312, -0.07420830428600311]","[0.5397752523422241, 0.5890680551528931, -0.10072368383407593]","[0.6265504360198975, 0.5029775500297546, -0.1357225477695465]","[0.6796935796737671, 0.5530371069908142, -0.10089827328920364]","[0.6794561147689819, 0.5965119004249573, -0.061843391507864]","[0.543579638004303, 0.625347375869751, -0.16104726493358612]","[0.6263746619224548, 0.5702994465827942, -0.17326000332832336]","[0.6741611957550049, 0.6017397046089172, -0.1374046951532364]","[0.6781436204910278, 0.6373736262321472, -0.10106218606233597]"
L,"[0.44103705883026123, 0.7958908677101135, -1.853790649875009e-07]","[0.5550749897956848, 0.7361444234848022, 0.12342656403779984]","[0.6088060736656189, 0.6827967166900635, 0.15268416702747345]","[0.6644232869148254, 0.650938868522644, 0.1482364535331726]","[0.6936827898025513, 0.6174812316894531, 0.14321672916412354]","[0.5690513253211975, 0.5499975681304932, 0.09104998409748077]","[0.5773614048957825, 0.4337053596973419, 0.07149870693683624]","[0.5924956202507019, 0.3699488043785095, 0.055952563881874084]","[0.5867035388946533, 0.31415224075317383, 0.04886816442012787]","[0.5450126528739929, 0.5535218119621277, 0.012145834043622017]","[0.6449751257896423, 0.47977903485298157, -0.0037054915446788073]","[0.6996431946754456, 0.532180905342102, 0.004880017135292292]","[0.6969159841537476, 0.5793133974075317, 0.019597280770540237]","[0.5349459052085876, 0.5811668634414673, -0.060181427747011185]","[0.6434236764907837, 0.4990367889404297, -0.07208628952503204]","[0.6923159956932068, 0.5641174912452698, -0.02997259423136711]","[0.684084415435791, 0.612339973449707, 0.009203063324093819]","[0.554877758026123, 0.6166626214981079, -0.12420713156461716]","[0.6465200781822205, 0.5594604015350342, -0.12323880195617676]","[0.6860841512680054, 0.5968650579452515, -0.0854959487915039]","[0.6820803284645081, 0.6351802349090576, -0.04965415969491005]"
R,"[0.46332061290740967, 0.8184603452682495, -1.4086282362768543e-07]","[0.39141610264778137, 0.7750707864761353, -0.04961206763982773]","[0.3449176549911499, 0.6974812746047974, -0.0816040113568306]","[0.3472038507461548, 0.6271886825561523, -0.11510639637708664]","[0.3962000608444214, 0.5792003870010376, -0.14606645703315735]","[0.37095731496810913, 0.5401371121406555, -0.022214451804757118]","[0.37174052000045776, 0.42834678292274475, -0.06365001201629639]","[0.370540589094162, 0.35829174518585205, -0.09195416420698166]","[0.38302358984947205, 0.2988733947277069, -0.11449044197797775]","[0.42887669801712036, 0.546163022518158, -0.026547105982899666]","[0.44808229804039, 0.437641441822052, -0.0856480747461319]","[0.4074222445487976, 0.5047677159309387, -0.10332002490758896]","[0.3889097571372986, 0.5592647194862366, -0.10139400511980057]","[0.48115238547325134, 0.5712419152259827, -0.03955231234431267]","[0.506824254989624, 0.474761962890625, -0.09539339691400528]","[0.4595227539539337, 0.531854510307312, -0.09356695413589478]","[0.43754199147224426, 0.5885004997253418, -0.07836797833442688]","[0.5232576131820679, 0.6138598918914795, -0.05787019059062004]","[0.5245847702026367, 0.5456356406211853, -0.09947352111339569]","[0.48409518599510193, 0.5780970454216003, -0.10190005600452423]","[0.4626854956150055, 0.6228502988815308, -0.09543672949075699]"
L,"[0.4891367554664612, 0.8347994089126587, -1.5226609306751016e-08]","[0.5920497179031372, 0.7963332533836365, 0.000525086943525821]","[0.6588812470436096, 0.7126178741455078, -0.010827671736478806]","[0.6949473023414612, 0.6549068689346313, -0.03179460018873215]","[0.6481651067733765, 0.6298885941505432, -0.05336679518222809]","[0.6293634176254272, 0.563561201095581, -0.01430237852036953]","[0.6249756813049316, 0.4275369644165039, -0.048630241304636]","[0.6330728530883789, 0.35644257068634033, -0.08148378878831863]","[0.620819091796875, 0.28795313835144043, -0.1090596467256546]","[0.5762091875076294, 0.5722483992576599, -0.04441174119710922]","[0.58925861120224, 0.45653676986694336, -0.09862934052944183]","[0.6425207257270813, 0.5303691029548645, -0.13102249801158905]","[0.6493502855300903, 0.5895165205001831, -0.14723169803619385]","[0.5298516750335693, 0.6002086997032166, -0.07508169114589691]","[0.5434780716896057, 0.48310717940330505, -0.12911637127399445]","[0.6095026731491089, 0.561359703540802, -0.14498084783554077]","[0.624811053276062, 0.6223770976066589, -0.14604315161705017]","[0.49627381563186646, 0.6407921314239502, -0.10605314373970032]","[0.5317142009735107, 0.5626029372215271, -0.14944960176944733]","[0.5803701281547546, 0.6064010858535767, -0.16115343570709229]","[0.5933992862701416, 0.6507304310798645, -0.164568230509758]"
R,"[0.43598484992980957, 0.8314241170883179, 1.941631966317914e-09]","[0.3766220211982727, 0.7713102102279663, -0.07338418811559677]","[0.36779487133026123, 0.6878010034561157, -0.10903576016426086]","[0.41870853304862976, 0.6265703439712524, -0.13899363577365875]","[0.485449880361557, 0.5870012640953064, -0.1654484122991562]","[0.39284950494766235, 0.5321552753448486, -0.051289401948451996]","[0.39133283495903015, 0.41184675693511963, -0.08847478777170181]","[0.3887118697166443, 0.33578336238861084, -0.11923720687627792]","[0.391217976808548, 0.27446189522743225, -0.1457863301038742]","[0.45992302894592285, 0.5503402948379517, -0.04073347896337509]","[0.5045058727264404, 0.4454018473625183, -0.09421878308057785]","[0.5001312494277954, 0.5093432068824768, -0.12604863941669464]","[0.4873170256614685, 0.5632162094116211, -0.13987548649311066]","[0.5136227607727051, 0.5871281623840332, -0.03746403381228447]","[0.5656554698944092, 0.4913041591644287, -0.09250437468290329]","[0.5523765683174133, 0.5467364192008972, -0.10756431519985199]","[0.5262453556060791, 0.5995056629180908, -0.10749007761478424]","[0.5552464127540588, 0.6347665190696716, -0.04004618898034096]","[0.585481584072113, 0.5633215308189392, -0.08914167433977127]","[0.572405993938446, 0.5884656310081482, -0.10269388556480408]","[0.5439767241477966, 0.625152587890625, -0.10481388866901398]"
