Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.45854654908180237, 0.8787909746170044, -1.549076245055403e-07]","[0.5380786061286926, 0.8236126899719238, -0.010161004029214382]","[0.5811642408370972, 0.7217474579811096, 0.0010588826844468713]","[0.6047892570495605, 0.6524320244789124, 0.010629791766405106]","[0.6333070993423462, 0.6201996803283691, 0.02235991135239601]","[0.5025920867919922, 0.6277082562446594, -0.0007253033109009266]","[0.49169206619262695, 0.5113627910614014, -0.02464567869901657]","[0.48685795068740845, 0.43940261006355286, -0.04037560895085335]","[0.48014482855796814, 0.3783716559410095, -0.05306965485215187]","[0.4587343633174896, 0.6375325918197632, -0.011233710683882236]","[0.49738258123397827, 0.5769428610801697, -0.0539817288517952]","[0.5224422812461853, 0.6647658944129944, -0.06292316317558289]","[0.5165106654167175, 0.7180104851722717, -0.0578625351190567]","[0.412581205368042, 0.6578854918479919, -0.025436701253056526]","[0.45748966932296753, 0.6049358248710632, -0.07867522537708282]","[0.4826412796974182, 0.6975077390670776, -0.07033423334360123]","[0.47191673517227173, 0.7384160161018372, -0.04964769259095192]","[0.36109721660614014, 0.6918849349021912, -0.03985119238495827]","[0.40783146023750305, 0.6425555944442749, -0.08080071210861206]","[0.43921172618865967, 0.7003978490829468, -0.07252994179725647]","[0.42806366086006165, 0.7333326935768127, -0.056809619069099426]"
L,"[0.4333175718784332, 0.8779469132423401, -1.4019596505931986e-07]","[0.5305349826812744, 0.8144100904464722, 0.0009467661730013788]","[0.5823964476585388, 0.7234609127044678, 0.016633210703730583]","[0.6194815039634705, 0.6642271280288696, 0.02649375982582569]","[0.6575314402580261, 0.6425021290779114, 0.03723293915390968]","[0.5105593204498291, 0.626223623752594, 0.027620917186141014]","[0.5012835264205933, 0.5147997736930847, 0.010656841099262238]","[0.49720340967178345, 0.44819867610931396, -0.004732964560389519]","[0.49203652143478394, 0.3884897530078888, -0.018027791753411293]","[0.46275678277015686, 0.6379342079162598, 0.012042851187288761]","[0.47883251309394836, 0.5552648901939392, -0.027760876342654228]","[0.5020207762718201, 0.6398307681083679, -0.04455305263400078]","[0.5041894316673279, 0.702800452709198, -0.04510728642344475]","[0.41204196214675903, 0.6579702496528625, -0.006808665581047535]","[0.4351431727409363, 0.5815234184265137, -0.05670720338821411]","[0.4623175859451294, 0.6734986305236816, -0.05698055028915405]","[0.46124446392059326, 0.7278465628623962, -0.04223835468292236]","[0.35625582933425903, 0.6884957551956177, -0.025171799585223198]","[0.3863057494163513, 0.6250367760658264, -0.06476550549268723]","[0.418418824672699, 0.6852993369102478, -0.062498655170202255]","[0.4167677164077759, 0.7306326031684875, -0.05128311365842819]"
R,"[0.5925994515419006, 0.9188596606254578, 5.100894213683205e-07]","[0.5068200826644897, 0.8589568138122559, -0.0948929637670517]","[0.43182283639907837, 0.759567379951477, -0.12951655685901642]","[0.3547651767730713, 0.6873946189880371, -0.15231554210186005]","[0.27399778366088867, 0.645729124546051, -0.1687944382429123]","[0.46642738580703735, 0.6385958194732666, -0.043475810438394547]","[0.4436623752117157, 0.5093129873275757, -0.08088122308254242]","[0.4366036653518677, 0.43247681856155396, -0.09972687065601349]","[0.4323951303958893, 0.36956551671028137, -0.11065662652254105]","[0.5372320413589478, 0.6498857736587524, -0.0163008663803339]","[0.6120331287384033, 0.5686802864074707, -0.08927102386951447]","[0.6071216464042664, 0.6719766855239868, -0.10177260637283325]","[0.576336145401001, 0.7238360047340393, -0.08335801213979721]","[0.6038653254508972, 0.6732673645019531, -0.0015536978607997298]","[0.6668246388435364, 0.6189392805099487, -0.0819879025220871]","[0.6455100178718567, 0.7157928943634033, -0.07972332090139389]","[0.6030347943305969, 0.7549765706062317, -0.05010801553726196]","[0.6501849293708801, 0.6976171731948853, 0.006801496259868145]","[0.6991963386535645, 0.6622905731201172, -0.047947000712156296]","[0.6764730215072632, 0.7290948033332825, -0.04468965157866478]","[0.6383088231086731, 0.7632754445075989, -0.02554267831146717]"
R,"[0.5549206137657166, 0.8801516890525818, -6.355029427140835e-07]","[0.46807152032852173, 0.8351255655288696, -0.011789768934249878]","[0.40442895889282227, 0.7308769822120667, -0.015708789229393005]","[0.3615550398826599, 0.6601075530052185, -0.022765472531318665]","[0.3123663067817688, 0.6347696781158447, -0.031225411221385002]","[0.48095303773880005, 0.6187125444412231, -0.014677995815873146]","[0.4839816093444824, 0.5058005452156067, -0.0522625632584095]","[0.48736608028411865, 0.4399758577346802, -0.07592703402042389]","[0.49488261342048645, 0.3840627670288086, -0.0938747227191925]","[0.5373116135597229, 0.6346017718315125, -0.025765441358089447]","[0.5322392582893372, 0.5628880858421326, -0.07978810369968414]","[0.5099805593490601, 0.6644463539123535, -0.08032071590423584]","[0.5109428763389587, 0.72150719165802, -0.0660586953163147]","[0.5950590372085571, 0.6630284786224365, -0.04142007231712341]","[0.5875794291496277, 0.6032481789588928, -0.09432876110076904]","[0.5575538873672485, 0.6982400417327881, -0.0706101804971695]","[0.5564087629318237, 0.7460668087005615, -0.040377479046583176]","[0.6509342789649963, 0.6998858451843262, -0.05836848169565201]","[0.6399660706520081, 0.6446192860603333, -0.09545445442199707]","[0.602303683757782, 0.7077703475952148, -0.0799005925655365]","[0.5960409045219421, 0.7430999279022217, -0.06041464954614639]"
L,"[0.4226171374320984, 0.8368273377418518, 3.234468337609542e-08]","[0.5229741334915161, 0.7835395336151123, -0.0193504486232996]","[0.5835496187210083, 0.7029786109924316, -0.01011434942483902]","[0.6363635063171387, 0.646527886390686, -0.003107555443421006]","[0.6861610412597656, 0.626257061958313, 0.00795532576739788]","[0.5322599411010742, 0.6093143820762634, 0.035428427159786224]","[0.5238310098648071, 0.5134680271148682, 0.015755407512187958]","[0.5196653604507446, 0.4551863670349121, -0.0026465675327926874]","[0.5208643674850464, 0.3951972424983978, -0.01847190223634243]","[0.4792715609073639, 0.6219022870063782, 0.02929545007646084]","[0.4633668065071106, 0.5510199666023254, -0.014050944708287716]","[0.47054651379585266, 0.6324186325073242, -0.036062538623809814]","[0.48342832922935486, 0.6799570322036743, -0.040334176272153854]","[0.4241233170032501, 0.6454758048057556, 0.01577918790280819]","[0.40610364079475403, 0.5854032039642334, -0.040556203573942184]","[0.421406626701355, 0.6673535704612732, -0.047268714755773544]","[0.43996360898017883, 0.7024215459823608, -0.0363650918006897]","[0.3698332905769348, 0.6700365543365479, 0.0010041649220511317]","[0.36179429292678833, 0.6281839609146118, -0.04274025931954384]","[0.3755607008934021, 0.6837177872657776, -0.04663612321019173]","[0.3911547064781189, 0.7129193544387817, -0.039330486208200455]"
R,"[0.535823404788971, 0.8848389983177185, -6.781933166166709e-07]","[0.4569541811943054, 0.8282997608184814, -0.0005638879956677556]","[0.4225216507911682, 0.7298401594161987, 0.0036472107749432325]","[0.4004695415496826, 0.6625614762306213, 0.002680139848962426]","[0.36275798082351685, 0.6286022067070007, 0.0038526365533471107]","[0.5011467933654785, 0.6203213334083557, 0.006182523909956217]","[0.5068284869194031, 0.510550856590271, -0.037817735224962234]","[0.5154823064804077, 0.4431547224521637, -0.06778259575366974]","[0.5283421277999878, 0.3818990886211395, -0.08832594007253647]","[0.5500861406326294, 0.6347718238830566, -0.0072423615492880344]","[0.49595534801483154, 0.580200731754303, -0.05879516154527664]","[0.4733959436416626, 0.6739744544029236, -0.06165353208780289]","[0.49217066168785095, 0.7185841798782349, -0.05089862644672394]","[0.5997757911682129, 0.656811535358429, -0.026447782292962074]","[0.5406566858291626, 0.6051833033561707, -0.07159235328435898]","[0.517127513885498, 0.6956201195716858, -0.048950258642435074]","[0.5404869318008423, 0.7344582080841064, -0.02223660983145237]","[0.6474252939224243, 0.6885905265808105, -0.047692760825157166]","[0.5897203087806702, 0.6479015350341797, -0.0768299400806427]","[0.5625377893447876, 0.7040917277336121, -0.0637364611029625]","[0.5829434394836426, 0.7321188449859619, -0.046419914811849594]"
R,"[0.5597509145736694, 0.8951684236526489, -5.433883529804007e-07]","[0.4611071050167084, 0.8323907256126404, -0.0085799191147089]","[0.39729100465774536, 0.7317796349525452, -0.006680463440716267]","[0.3456901013851166, 0.6673098802566528, -0.010193416848778725]","[0.28944164514541626, 0.6396223902702332, -0.015263141132891178]","[0.4758501648902893, 0.6262999773025513, 0.012388255447149277]","[0.4806442856788635, 0.5142423510551453, -0.018994539976119995]","[0.486802875995636, 0.4458359479904175, -0.04167367145419121]","[0.4973929524421692, 0.38678380846977234, -0.059286270290613174]","[0.5331827402114868, 0.6406851410865784, -0.0005204658955335617]","[0.5266310572624207, 0.5643856525421143, -0.055925093591213226]","[0.5076047778129578, 0.6602936387062073, -0.06666077673435211]","[0.5089807510375977, 0.7255923748016357, -0.05708871781826019]","[0.5944072604179382, 0.6666107773780823, -0.018641941249370575]","[0.5834711194038391, 0.6034281849861145, -0.07053156942129135]","[0.5535061359405518, 0.7002866864204407, -0.055418599396944046]","[0.5530063509941101, 0.7511096000671387, -0.029096677899360657]","[0.6558663845062256, 0.701622486114502, -0.03815389424562454]","[0.6380569338798523, 0.6461503505706787, -0.071182481944561]","[0.602843701839447, 0.7094811797142029, -0.058175161480903625]","[0.6030426025390625, 0.7449601292610168, -0.03992094099521637]"
L,"[0.45685428380966187, 0.7564542293548584, 2.938021737008967e-07]","[0.543321967124939, 0.7425994873046875, -0.08474510163068771]","[0.612658679485321, 0.6998047828674316, -0.10968238860368729]","[0.6824187636375427, 0.6628561615943909, -0.11627894639968872]","[0.7416386604309082, 0.6441662311553955, -0.11941520869731903]","[0.5502987504005432, 0.5874395966529846, -0.07355532050132751]","[0.5478717684745789, 0.4865238666534424, -0.08752743154764175]","[0.5502090454101562, 0.41717270016670227, -0.10446111112833023]","[0.5539745688438416, 0.36040255427360535, -0.11964929103851318]","[0.4965554475784302, 0.5868001580238342, -0.03316470980644226]","[0.46161210536956787, 0.5777785778045654, -0.05057910829782486]","[0.4520423412322998, 0.62546706199646, -0.06301148980855942]","[0.4447004795074463, 0.6629803776741028, -0.07191061973571777]","[0.4466248154640198, 0.5989598631858826, 0.001248781569302082]","[0.412711501121521, 0.5981776118278503, -0.022533288225531578]","[0.4069333076477051, 0.646040141582489, -0.03640162944793701]","[0.4077218770980835, 0.678904116153717, -0.04255261644721031]","[0.41488736867904663, 0.616055428981781, 0.029689878225326538]","[0.3860366940498352, 0.616428017616272, 0.008756697177886963]","[0.3825230598449707, 0.6572240591049194, 0.0002573710517026484]","[0.3833649754524231, 0.6885989308357239, -0.0026830045972019434]"
L,"[0.43005892634391785, 0.9423209428787231, -1.116875552042984e-07]","[0.5360225439071655, 0.8677122592926025, -0.011682286858558655]","[0.6040573716163635, 0.7603058218955994, -0.006061562802642584]","[0.6631260514259338, 0.6869003176689148, -0.0024379328824579716]","[0.7210596203804016, 0.6607392430305481, 0.0031006080098450184]","[0.523772120475769, 0.6378278732299805, -0.0020435601472854614]","[0.5232158303260803, 0.5098934769630432, -0.024100180715322495]","[0.5179730653762817, 0.4332568943500519, -0.04057485610246658]","[0.5106452703475952, 0.36295250058174133, -0.05712861940264702]","[0.45606330037117004, 0.6504255533218384, -0.0148612130433321]","[0.46079564094543457, 0.5731799006462097, -0.06512126326560974]","[0.4801740348339081, 0.6823892593383789, -0.07931876182556152]","[0.4900178611278534, 0.7518277168273926, -0.07801245152950287]","[0.39167994260787964, 0.6827343702316284, -0.029950084164738655]","[0.39687302708625793, 0.617512583732605, -0.08532551676034927]","[0.42862606048583984, 0.7246131300926208, -0.07422459870576859]","[0.44111132621765137, 0.779449462890625, -0.05260881036520004]","[0.3262937664985657, 0.7281380295753479, -0.045601848512887955]","[0.333976686000824, 0.6601001620292664, -0.08723854273557663]","[0.37079858779907227, 0.7300618886947632, -0.07645785063505173]","[0.3855835795402527, 0.7762057185173035, -0.05947137251496315]"
R,"[0.585008442401886, 0.8939903974533081, 1.315173108196177e-07]","[0.49650949239730835, 0.8272497653961182, -0.05796276777982712]","[0.42290979623794556, 0.7377716302871704, -0.08918892592191696]","[0.35126960277557373, 0.6740280985832214, -0.11734165996313095]","[0.2799053490161896, 0.6425855159759521, -0.14352384209632874]","[0.46938249468803406, 0.6217187643051147, -0.03894130140542984]","[0.4592445492744446, 0.503502368927002, -0.07615873217582703]","[0.45868128538131714, 0.4351770281791687, -0.10007175803184509]","[0.4588809609413147, 0.37502530217170715, -0.1179080605506897]","[0.5370508432388306, 0.6318889260292053, -0.03417272865772247]","[0.5850718021392822, 0.5750288963317871, -0.09945295751094818]","[0.5741021633148193, 0.6684513092041016, -0.11547703295946121]","[0.5482555627822876, 0.7189467549324036, -0.10858465731143951]","[0.5992727875709534, 0.657920777797699, -0.036800868809223175]","[0.6414884328842163, 0.616784393787384, -0.1039588525891304]","[0.6171928644180298, 0.7033207416534424, -0.09847763925790787]","[0.5822461247444153, 0.744688093662262, -0.075429767370224]","[0.6484748125076294, 0.6885828375816345, -0.04357948526740074]","[0.6775549054145813, 0.6532889008522034, -0.08774822950363159]","[0.6520253419876099, 0.7115472555160522, -0.07892896234989166]","[0.6236234307289124, 0.7459155917167664, -0.06129467114806175]"
