Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.5265851020812988, 0.8375831246376038, 1.1974037761319778e-06]","[0.5718141794204712, 0.7941539287567139, -0.08418630063533783]","[0.5598671436309814, 0.691559910774231, -0.09801328927278519]","[0.4806240200996399, 0.6104278564453125, -0.09140612185001373]","[0.4179644286632538, 0.553760826587677, -0.07991039007902145]","[0.6199067234992981, 0.5582522749900818, -0.05992748215794563]","[0.6661484241485596, 0.44078338146209717, -0.07094381749629974]","[0.6889711618423462, 0.3695235252380371, -0.08290066570043564]","[0.7096498012542725, 0.2977396845817566, -0.0952519103884697]","[0.5533512234687805, 0.5365554690361023, -0.03863639011979103]","[0.5707859396934509, 0.40665483474731445, -0.03955359011888504]","[0.579208254814148, 0.3289436101913452, -0.055268656462430954]","[0.589665412902832, 0.2618411183357239, -0.06860902160406113]","[0.4888705611228943, 0.5483141541481018, -0.026476653292775154]","[0.4562395215034485, 0.42207902669906616, -0.059742413461208344]","[0.43466952443122864, 0.3588225245475769, -0.10298024863004684]","[0.42001235485076904, 0.2937556207180023, -0.13009148836135864]","[0.439374715089798, 0.5948682427406311, -0.01983768865466118]","[0.4199593961238861, 0.5267248749732971, -0.06647290289402008]","[0.4303974509239197, 0.5693793296813965, -0.08663267642259598]","[0.4344765543937683, 0.6165623664855957, -0.09583473205566406]"
R,"[0.5161768794059753, 0.8867675065994263, 6.887665904287132e-08]","[0.4055258631706238, 0.8301016092300415, -0.04824896901845932]","[0.357005774974823, 0.7330960035324097, -0.0619332380592823]","[0.38453441858291626, 0.6321126222610474, -0.06948026269674301]","[0.45994946360588074, 0.5737265348434448, -0.07349751889705658]","[0.387672483921051, 0.5779473185539246, -0.02002694644033909]","[0.3351900577545166, 0.4469456076622009, -0.04942738637328148]","[0.307232528924942, 0.3667999505996704, -0.07261835038661957]","[0.2959331274032593, 0.30033648014068604, -0.0890800803899765]","[0.4542871117591858, 0.5656983852386475, -0.0266325194388628]","[0.4702600836753845, 0.4065919518470764, -0.05963534861803055]","[0.48253771662712097, 0.3112223148345947, -0.078351691365242]","[0.49688273668289185, 0.23183608055114746, -0.08717253059148788]","[0.5079360604286194, 0.5831185579299927, -0.043000396341085434]","[0.5418717861175537, 0.44658809900283813, -0.09547796845436096]","[0.5541520714759827, 0.34837108850479126, -0.13005134463310242]","[0.571382462978363, 0.264644593000412, -0.14598006010055542]","[0.5429308414459229, 0.6367777585983276, -0.06192033365368843]","[0.5237169861793518, 0.5109196901321411, -0.09787125140428543]","[0.4831357002258301, 0.5320302248001099, -0.09425895661115646]","[0.45518434047698975, 0.593529999256134, -0.08794867992401123]"
R,"[0.47332632541656494, 0.802960991859436, 2.1420417795070534e-07]","[0.4380702078342438, 0.7578632831573486, -0.12019920349121094]","[0.45347487926483154, 0.6771461963653564, -0.1513122022151947]","[0.5079343318939209, 0.6050115823745728, -0.15733030438423157]","[0.5639830827713013, 0.548871636390686, -0.16140781342983246]","[0.395793080329895, 0.5486334562301636, -0.09024465084075928]","[0.36016327142715454, 0.45057541131973267, -0.11164936423301697]","[0.337419331073761, 0.3856329917907715, -0.1360049992799759]","[0.32665830850601196, 0.33029288053512573, -0.15864959359169006]","[0.45219409465789795, 0.5454599261283875, -0.04671797528862953]","[0.4340170621871948, 0.41884875297546387, -0.05636309087276459]","[0.42440810799598694, 0.35386979579925537, -0.08203428983688354]","[0.4168417453765869, 0.29389244318008423, -0.1079505905508995]","[0.5086498260498047, 0.5637803673744202, -0.014705359935760498]","[0.5437552332878113, 0.4582287669181824, -0.0541914701461792]","[0.5619649291038513, 0.4020833671092987, -0.11138984560966492]","[0.5716710686683655, 0.34356600046157837, -0.15460099279880524]","[0.5531917214393616, 0.591915488243103, 0.010571814142167568]","[0.5650870203971863, 0.5357224345207214, -0.043366655707359314]","[0.5602299571037292, 0.563161313533783, -0.07979331165552139]","[0.5499782562255859, 0.5916327238082886, -0.10626715421676636]"
L,"[0.5046533942222595, 0.8404428958892822, 1.0106468835147098e-06]","[0.5736060738563538, 0.7840849161148071, -0.0640941709280014]","[0.5935109853744507, 0.6830682754516602, -0.0745205208659172]","[0.5363810658454895, 0.5935667753219604, -0.07190141826868057]","[0.4622022807598114, 0.5502284169197083, -0.06757169961929321]","[0.5950425863265991, 0.5630985498428345, -0.04948129504919052]","[0.6461547017097473, 0.4492291808128357, -0.058337341994047165]","[0.6731631755828857, 0.3857840597629547, -0.07195961475372314]","[0.7003599405288696, 0.3272072970867157, -0.08615989983081818]","[0.526145339012146, 0.5456838011741638, -0.03911386430263519]","[0.5279370546340942, 0.4129456877708435, -0.035321347415447235]","[0.5293617248535156, 0.3391745090484619, -0.05611417442560196]","[0.533888041973114, 0.2778280973434448, -0.07795945554971695]","[0.4661618769168854, 0.5620567798614502, -0.03538317605853081]","[0.44370996952056885, 0.4378662109375, -0.05463320016860962]","[0.4363047182559967, 0.36671096086502075, -0.09785788506269455]","[0.42627307772636414, 0.3032743036746979, -0.129717156291008]","[0.4166605472564697, 0.6128539443016052, -0.03607551380991936]","[0.433449387550354, 0.5230494141578674, -0.058613359928131104]","[0.461811900138855, 0.5333915948867798, -0.07312007993459702]","[0.46869534254074097, 0.565875232219696, -0.08453387022018433]"
L,"[0.519283652305603, 0.768930196762085, 9.539163556837593e-07]","[0.5820162296295166, 0.7544510364532471, -0.05517684295773506]","[0.6145058274269104, 0.6883859634399414, -0.07819747924804688]","[0.5795475244522095, 0.6215022206306458, -0.09224037081003189]","[0.5164885520935059, 0.5754818916320801, -0.10909703373908997]","[0.6006854772567749, 0.5441076159477234, -0.07553380727767944]","[0.6478968262672424, 0.4360652267932892, -0.10025840997695923]","[0.6698026061058044, 0.3708569407463074, -0.11957132816314697]","[0.6871573328971863, 0.3122609555721283, -0.13517609238624573]","[0.5343524217605591, 0.526416540145874, -0.07365693151950836]","[0.522994339466095, 0.3904629349708557, -0.09434022754430771]","[0.514244794845581, 0.3102940022945404, -0.12338896840810776]","[0.5118206143379211, 0.24487897753715515, -0.14667613804340363]","[0.4792759120464325, 0.5437685251235962, -0.07383986562490463]","[0.4530985355377197, 0.42944037914276123, -0.1154792532324791]","[0.43413713574409485, 0.3559427559375763, -0.15508432686328888]","[0.41676950454711914, 0.2916235327720642, -0.18106825649738312]","[0.43266206979751587, 0.5902857184410095, -0.07571189105510712]","[0.44908931851387024, 0.5230367183685303, -0.1210116446018219]","[0.4823005199432373, 0.5466371178627014, -0.13505548238754272]","[0.5036661624908447, 0.5840808749198914, -0.14117777347564697]"
R,"[0.4463290572166443, 0.8302550911903381, 1.7996848100665375e-07]","[0.4719821810722351, 0.7942885160446167, -0.14927087724208832]","[0.519520103931427, 0.7064653635025024, -0.14836885035037994]","[0.5710475444793701, 0.6426474452018738, -0.10163139551877975]","[0.5971286296844482, 0.5862205028533936, -0.03792630508542061]","[0.4208991527557373, 0.5710597038269043, -0.12181378901004791]","[0.3948196768760681, 0.44740426540374756, -0.14151394367218018]","[0.37755846977233887, 0.35711199045181274, -0.1562679558992386]","[0.3654402196407318, 0.2872612178325653, -0.1634250283241272]","[0.45093950629234314, 0.567151665687561, -0.032107483595609665]","[0.45635199546813965, 0.43286627531051636, -0.032956916838884354]","[0.46815958619117737, 0.3426368832588196, -0.04557213559746742]","[0.46947070956230164, 0.2654193937778473, -0.05757550895214081]","[0.49103978276252747, 0.5718690752983093, 0.04394257068634033]","[0.5424746870994568, 0.5005704164505005, 0.011071950197219849]","[0.55650395154953, 0.5508688688278198, -0.04167043790221214]","[0.5530861020088196, 0.579950213432312, -0.06795255094766617]","[0.5286797285079956, 0.5756984353065491, 0.11053915321826935]","[0.5698996782302856, 0.5496202707290649, 0.060480453073978424]","[0.5796086192131042, 0.5933756232261658, 0.005320882890373468]","[0.5698594450950623, 0.6275336146354675, -0.026473268866539]"
R,"[0.4976227283477783, 0.7900909185409546, 1.7756727288542606e-07]","[0.4227968752384186, 0.7552154064178467, -0.0391790010035038]","[0.3778361678123474, 0.6848443746566772, -0.060610804706811905]","[0.3824039101600647, 0.6147607564926147, -0.07890881597995758]","[0.43258970975875854, 0.5676160454750061, -0.09722629934549332]","[0.4096400737762451, 0.548647403717041, -0.023079868406057358]","[0.3759700655937195, 0.44760799407958984, -0.04978609085083008]","[0.3591967225074768, 0.38583144545555115, -0.07081790268421173]","[0.3531184196472168, 0.33536529541015625, -0.0865025594830513]","[0.4591447114944458, 0.5416896343231201, -0.030071888118982315]","[0.4766893684864044, 0.417836993932724, -0.05559629574418068]","[0.48928648233413696, 0.34222251176834106, -0.07190683484077454]","[0.5021681785583496, 0.28170979022979736, -0.08091003447771072]","[0.49699145555496216, 0.5589635372161865, -0.04428410902619362]","[0.5227622985839844, 0.4503067433834076, -0.08644886314868927]","[0.5310570001602173, 0.3748050332069397, -0.11543869972229004]","[0.5442000031471252, 0.31529051065444946, -0.13158991932868958]","[0.523368775844574, 0.5979281663894653, -0.06022375449538231]","[0.4963017702102661, 0.519530177116394, -0.10183626413345337]","[0.45455268025398254, 0.5420602560043335, -0.1089213564991951]","[0.4285636246204376, 0.5854672193527222, -0.10981092602014542]"
L,"[0.5094912648200989, 0.8246721029281616, 1.1242455002502538e-06]","[0.577091634273529, 0.7823541164398193, -0.08674687147140503]","[0.5883723497390747, 0.6865401268005371, -0.10937955230474472]","[0.5203717947006226, 0.6098052859306335, -0.11537954956293106]","[0.45244085788726807, 0.5588284134864807, -0.11953621357679367]","[0.6121271252632141, 0.5596599578857422, -0.0642431378364563]","[0.6563489437103271, 0.4511028230190277, -0.0765792727470398]","[0.6793110370635986, 0.38327980041503906, -0.09122548252344131]","[0.700154721736908, 0.3189392387866974, -0.10665068030357361]","[0.5475332736968994, 0.5412970185279846, -0.04344119876623154]","[0.5539093017578125, 0.41158974170684814, -0.05087672546505928]","[0.5575360655784607, 0.33257585763931274, -0.07677703350782394]","[0.557294487953186, 0.2664446532726288, -0.09982963651418686]","[0.4876755177974701, 0.5535673499107361, -0.03136083856225014]","[0.463078111410141, 0.43855226039886475, -0.06919310986995697]","[0.44247210025787354, 0.3707895874977112, -0.12139095366001129]","[0.4259079694747925, 0.30590957403182983, -0.15576566755771637]","[0.44159403443336487, 0.5930400490760803, -0.024443943053483963]","[0.4368707239627838, 0.5310425162315369, -0.07082731276750565]","[0.45600491762161255, 0.5610723495483398, -0.10031981766223907]","[0.46913355588912964, 0.6000453233718872, -0.11927680671215057]"
R,"[0.4627251625061035, 0.875954270362854, 1.0380604820170447e-08]","[0.4119980037212372, 0.8240534663200378, -0.11674784123897552]","[0.42471420764923096, 0.7228578329086304, -0.13900379836559296]","[0.49982950091362, 0.6374935507774353, -0.13406233489513397]","[0.562100350856781, 0.5725569128990173, -0.12534308433532715]","[0.36544060707092285, 0.5655130743980408, -0.08425939083099365]","[0.32326212525367737, 0.4404163956642151, -0.1000891625881195]","[0.29916030168533325, 0.3651556968688965, -0.1188945472240448]","[0.28525930643081665, 0.2939799129962921, -0.1386495977640152]","[0.4339590072631836, 0.5527368187904358, -0.04440842941403389]","[0.4135681092739105, 0.4070854187011719, -0.05560573935508728]","[0.40722009539604187, 0.3271348476409912, -0.07824044674634933]","[0.39702504873275757, 0.25480547547340393, -0.09985406696796417]","[0.4979372024536133, 0.5648496747016907, -0.01586630754172802]","[0.531036376953125, 0.4394979476928711, -0.06187622621655464]","[0.5493216514587402, 0.36636465787887573, -0.11626077443361282]","[0.5592446327209473, 0.28541865944862366, -0.15508605539798737]","[0.5518754124641418, 0.5961160659790039, 0.0067457351833581924]","[0.5588655471801758, 0.5235051512718201, -0.05222170799970627]","[0.5499359965324402, 0.5557482242584229, -0.08106830716133118]","[0.5334418416023254, 0.5868950486183167, -0.09935494512319565]"
L,"[0.5003761053085327, 0.8419860601425171, 5.865971388629987e-07]","[0.564186692237854, 0.7914508581161499, -0.04906698316335678]","[0.5886582732200623, 0.6866912841796875, -0.059606898576021194]","[0.5206209421157837, 0.5977312922477722, -0.06189698725938797]","[0.45198750495910645, 0.5444530844688416, -0.06289515644311905]","[0.6088051795959473, 0.5586749315261841, -0.033910851925611496]","[0.6538434624671936, 0.44817933440208435, -0.03949066624045372]","[0.6744509935379028, 0.3860512375831604, -0.04628540202975273]","[0.6910335421562195, 0.32128235697746277, -0.05650951340794563]","[0.5398074984550476, 0.5415142774581909, -0.03007904440164566]","[0.546978235244751, 0.40980881452560425, -0.035651516169309616]","[0.5446965098381042, 0.3360658884048462, -0.05612277239561081]","[0.5410839915275574, 0.26595792174339294, -0.07539043575525284]","[0.4790302515029907, 0.5576634407043457, -0.030834229663014412]","[0.45321816205978394, 0.43941864371299744, -0.06351694464683533]","[0.43430227041244507, 0.3691273331642151, -0.1033070981502533]","[0.41446030139923096, 0.30192846059799194, -0.13018907606601715]","[0.43152666091918945, 0.5990610718727112, -0.033817313611507416]","[0.4379187226295471, 0.5212373733520508, -0.06913737952709198]","[0.45904648303985596, 0.5539629459381104, -0.08425497263669968]","[0.4716970920562744, 0.5980653166770935, -0.09406434744596481]"
