Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.4197462201118469, 0.7303320169448853, -3.656197122836602e-07]","[0.5354344248771667, 0.6832721829414368, -0.046860624104738235]","[0.6059045195579529, 0.558040976524353, -0.0506373755633831]","[0.5858954191207886, 0.42393606901168823, -0.0543479397892952]","[0.5727220773696899, 0.34687232971191406, -0.043350234627723694]","[0.5990597605705261, 0.4862138032913208, 0.021394221112132072]","[0.6108283400535583, 0.3778359889984131, -0.044623952358961105]","[0.5745339393615723, 0.4592690169811249, -0.07539316266775131]","[0.5644928216934204, 0.5129603147506714, -0.08349299430847168]","[0.5122437477111816, 0.4845253825187683, 0.024156881496310234]","[0.5046417713165283, 0.4010043740272522, -0.04154250770807266]","[0.48483431339263916, 0.5095441341400146, -0.05689543858170509]","[0.509117841720581, 0.5304783582687378, -0.05037310719490051]","[0.43787795305252075, 0.4942438006401062, 0.010864142328500748]","[0.42669835686683655, 0.4268028140068054, -0.06336399912834167]","[0.4215647876262665, 0.5343456864356995, -0.05382165312767029]","[0.4505116045475006, 0.5511713624000549, -0.02683471329510212]","[0.3649570345878601, 0.5063658356666565, -0.006616696715354919]","[0.3659500181674957, 0.464927077293396, -0.049619484692811966]","[0.3680267930030823, 0.5360040068626404, -0.03832149878144264]","[0.3844481408596039, 0.5548490881919861, -0.01764591783285141]"
L,"[0.45696690678596497, 0.695863664150238, -3.553326166638726e-07]","[0.539044201374054, 0.6565809845924377, -0.048543788492679596]","[0.6076731085777283, 0.5653757452964783, -0.04981677234172821]","[0.5929759740829468, 0.4736264944076538, -0.04426180571317673]","[0.563629686832428, 0.4219400882720947, -0.023762136697769165]","[0.5952548980712891, 0.49522221088409424, -0.0035717932041734457]","[0.5982319116592407, 0.41335421800613403, -0.059854984283447266]","[0.5640626549720764, 0.4821128249168396, -0.08386579900979996]","[0.554257869720459, 0.524878978729248, -0.08849544823169708]","[0.5249481201171875, 0.4944607615470886, 0.006437602452933788]","[0.5157846808433533, 0.4277225732803345, -0.05035799741744995]","[0.49746620655059814, 0.5178725123405457, -0.059896841645240784]","[0.5131608843803406, 0.5386122465133667, -0.05062383785843849]","[0.46307942271232605, 0.5022571682929993, 0.0031831825617700815]","[0.446502685546875, 0.4530436098575592, -0.05777837336063385]","[0.4428313374519348, 0.5381423234939575, -0.05016488954424858]","[0.46772080659866333, 0.551500141620636, -0.027760349214076996]","[0.4046650528907776, 0.5130648612976074, -0.004190246574580669]","[0.39708447456359863, 0.486759752035141, -0.03746644780039787]","[0.40390896797180176, 0.5421862602233887, -0.029660867527127266]","[0.42124027013778687, 0.5569729804992676, -0.014016305096447468]"
L,"[0.40783268213272095, 0.6990576386451721, -2.0352771912257595e-07]","[0.5284831523895264, 0.6506119966506958, -0.0687222108244896]","[0.589468777179718, 0.549649715423584, -0.06857322156429291]","[0.5640690326690674, 0.44885796308517456, -0.059180691838264465]","[0.5219231247901917, 0.38342708349227905, -0.03160969913005829]","[0.5817970633506775, 0.4765400290489197, 0.027924081310629845]","[0.5700024366378784, 0.39895468950271606, -0.04473641887307167]","[0.5361253023147583, 0.46499118208885193, -0.0902838259935379]","[0.5271809697151184, 0.5124409198760986, -0.10521168261766434]","[0.4960365295410156, 0.4782254099845886, 0.04647320881485939]","[0.478424996137619, 0.4051307141780853, -0.028472112491726875]","[0.4670602083206177, 0.49840500950813293, -0.06327059119939804]","[0.4849002957344055, 0.5284324884414673, -0.06444935500621796]","[0.4252544641494751, 0.49204984307289124, 0.044874586164951324]","[0.40198570489883423, 0.43529367446899414, -0.033902112394571304]","[0.40724241733551025, 0.5273194313049316, -0.051089443266391754]","[0.4394078254699707, 0.5408942103385925, -0.03736524283885956]","[0.36507648229599, 0.5048630833625793, 0.037244830280542374]","[0.35450929403305054, 0.4778594970703125, -0.008076213300228119]","[0.36310702562332153, 0.5352035164833069, -0.016392383724451065]","[0.38654935359954834, 0.5495182275772095, -0.008248165249824524]"
L,"[0.45021969079971313, 0.6841881275177002, -1.0247862292089849e-07]","[0.5316581130027771, 0.644827127456665, -0.023652056232094765]","[0.5761241316795349, 0.5482251644134521, -0.028429290279746056]","[0.564967691898346, 0.46088528633117676, -0.03687618672847748]","[0.5615518689155579, 0.3986724615097046, -0.03779755160212517]","[0.5678512454032898, 0.4898483157157898, 0.020579148083925247]","[0.6023520231246948, 0.4273032546043396, -0.028288310393691063]","[0.5968529582023621, 0.4776284098625183, -0.051690466701984406]","[0.5759527683258057, 0.5129828453063965, -0.056337494403123856]","[0.5083491206169128, 0.4787902235984802, 0.014328023418784142]","[0.5370142459869385, 0.430147647857666, -0.03739466890692711]","[0.5210285186767578, 0.5177355408668518, -0.04992734268307686]","[0.507144570350647, 0.5393915176391602, -0.04288530722260475]","[0.451916366815567, 0.4830414354801178, -0.0024241164792329073]","[0.4823261797428131, 0.4369409680366516, -0.06092018634080887]","[0.4763180911540985, 0.5258517861366272, -0.05142628774046898]","[0.4622107744216919, 0.5403069853782654, -0.026547081768512726]","[0.39259839057922363, 0.4926351010799408, -0.02083638310432434]","[0.4281630516052246, 0.46195703744888306, -0.05652699992060661]","[0.43294140696525574, 0.5226452350616455, -0.044233959168195724]","[0.42375364899635315, 0.5377368330955505, -0.02405482903122902]"
R,"[0.5646498203277588, 0.705140233039856, -8.171695498049303e-08]","[0.4841764569282532, 0.6688711047172546, -0.07072151452302933]","[0.43452513217926025, 0.5771586894989014, -0.0946722999215126]","[0.433445543050766, 0.487286776304245, -0.1072346568107605]","[0.46922293305397034, 0.4338541626930237, -0.10417573899030685]","[0.47059375047683716, 0.4773887097835541, -0.037042029201984406]","[0.4943550229072571, 0.40362513065338135, -0.0887318104505539]","[0.526126503944397, 0.4658830165863037, -0.10771597176790237]","[0.5326032638549805, 0.5042308568954468, -0.1100725382566452]","[0.5253175497055054, 0.4808519780635834, -0.014675144106149673]","[0.5704576373100281, 0.42829930782318115, -0.07191003113985062]","[0.5802075266838074, 0.5153979063034058, -0.08688551187515259]","[0.558579683303833, 0.5333347916603088, -0.0821387767791748]","[0.5751994848251343, 0.49162718653678894, -0.0030318819917738438]","[0.6145060062408447, 0.4487568736076355, -0.06080312281847]","[0.6108525395393372, 0.5262930393218994, -0.05320703983306885]","[0.5834673047065735, 0.5433699488639832, -0.03130016103386879]","[0.6138461232185364, 0.5072991847991943, 0.0033367229625582695]","[0.6470285058021545, 0.4814186990261078, -0.03499990329146385]","[0.6419316530227661, 0.531378448009491, -0.02985762245953083]","[0.6190840005874634, 0.5467841029167175, -0.013969812542200089]"
R,"[0.5467899441719055, 0.7545152902603149, -1.1926604202017188e-06]","[0.42116308212280273, 0.667867124080658, -0.017630746588110924]","[0.367165744304657, 0.5481244921684265, -0.014661627821624279]","[0.3749432861804962, 0.44510915875434875, -0.016161540523171425]","[0.38871967792510986, 0.36393141746520996, -0.004410770256072283]","[0.4118174910545349, 0.4684617221355438, 0.037186041474342346]","[0.34115421772003174, 0.38710206747055054, -0.015085352584719658]","[0.3453863561153412, 0.47314348816871643, -0.03472983092069626]","[0.369159996509552, 0.5190044641494751, -0.035768866539001465]","[0.47538918256759644, 0.4638925790786743, 0.032064419239759445]","[0.4106585383415222, 0.4009298086166382, -0.023561730980873108]","[0.41790592670440674, 0.515257716178894, -0.027454087510704994]","[0.45465344190597534, 0.5344578623771667, -0.012277654372155666]","[0.5424790978431702, 0.46688950061798096, 0.014503875747323036]","[0.47418996691703796, 0.4212998151779175, -0.04357457906007767]","[0.4696270227432251, 0.535191535949707, -0.027046049013733864]","[0.511795163154602, 0.5531008839607239, 0.0020439305808395147]","[0.6099191904067993, 0.47776639461517334, -0.005377126391977072]","[0.5346006155014038, 0.44014596939086914, -0.03354133293032646]","[0.5240748524665833, 0.5178866982460022, -0.017744071781635284]","[0.5602632164955139, 0.5394989848136902, 0.005056722089648247]"
L,"[0.45475995540618896, 0.7403355836868286, -1.0639731584660694e-07]","[0.5785745978355408, 0.6978363394737244, -0.016616016626358032]","[0.6378300786018372, 0.5675104260444641, -0.0203014574944973]","[0.6174551248550415, 0.44437113404273987, -0.03128631040453911]","[0.6099153757095337, 0.36114412546157837, -0.036137159913778305]","[0.6193787455558777, 0.49038630723953247, 0.029673593118786812]","[0.663552463054657, 0.4105079472064972, -0.014359359629452229]","[0.6678784489631653, 0.46647387742996216, -0.03336123377084732]","[0.6422603130340576, 0.5143498182296753, -0.037664517760276794]","[0.5448946356773376, 0.47574618458747864, 0.0156954824924469]","[0.5971981287002563, 0.40458428859710693, -0.03803171589970589]","[0.5820030570030212, 0.5113430023193359, -0.0517258420586586]","[0.557527482509613, 0.5525439977645874, -0.04556591808795929]","[0.47346949577331543, 0.4796335995197296, -0.007980789057910442]","[0.5307828187942505, 0.4158672094345093, -0.07584435492753983]","[0.5249519348144531, 0.5330503582954407, -0.06555422395467758]","[0.4975281357765198, 0.5636310577392578, -0.03871507942676544]","[0.39464426040649414, 0.4884719252586365, -0.031974803656339645]","[0.4602518677711487, 0.44972339272499084, -0.08118011802434921]","[0.4642682373523712, 0.5292214155197144, -0.07019316405057907]","[0.44636809825897217, 0.5491576790809631, -0.050126247107982635]"
L,"[0.4598599672317505, 0.7427114248275757, -8.049241273511143e-08]","[0.582330048084259, 0.6700021028518677, -0.013585123233497143]","[0.6248813271522522, 0.5556684732437134, -0.008212178945541382]","[0.6142403483390808, 0.45150890946388245, -0.0110160568729043]","[0.6091433167457581, 0.3774378299713135, -0.00422047171741724]","[0.6084588170051575, 0.5068501830101013, 0.06894209235906601]","[0.6475492119789124, 0.433186411857605, 0.021835068240761757]","[0.638761043548584, 0.48962393403053284, -0.00805356353521347]","[0.6178398132324219, 0.5205700993537903, -0.01810651272535324]","[0.5345078110694885, 0.498393714427948, 0.056829530745744705]","[0.5730011463165283, 0.435043066740036, 0.0022424431517720222]","[0.5548832416534424, 0.5334610939025879, -0.025111207738518715]","[0.5420776009559631, 0.5552610158920288, -0.026428986340761185]","[0.46632176637649536, 0.5060073137283325, 0.0325382761657238]","[0.5058749914169312, 0.4426027834415436, -0.032025113701820374]","[0.5009596347808838, 0.5485173463821411, -0.03251892700791359]","[0.4887901544570923, 0.5590850114822388, -0.011311939917504787]","[0.3956407606601715, 0.5132195353507996, 0.007362674921751022]","[0.44346463680267334, 0.47636210918426514, -0.02941722795367241]","[0.4455178380012512, 0.5454312562942505, -0.017636822536587715]","[0.4361914396286011, 0.5598999261856079, 0.0033191475085914135]"
R,"[0.5641250610351562, 0.768548846244812, -6.378940611284634e-07]","[0.4556262195110321, 0.6959356069564819, -0.07375996559858322]","[0.39279475808143616, 0.574546754360199, -0.08043678104877472]","[0.39548343420028687, 0.4666139483451843, -0.07325847446918488]","[0.42481979727745056, 0.3918095827102661, -0.04480057582259178]","[0.4032297730445862, 0.4887153208255768, -0.019216451793909073]","[0.37665069103240967, 0.4121466875076294, -0.09696076065301895]","[0.41207367181777954, 0.48755043745040894, -0.12726007401943207]","[0.4336080253124237, 0.5236685872077942, -0.13212814927101135]","[0.47087693214416504, 0.49439603090286255, 0.003775461111217737]","[0.4875449240207672, 0.43271979689598083, -0.07272408157587051]","[0.49832653999328613, 0.5514808893203735, -0.0816950798034668]","[0.48642826080322266, 0.5444381833076477, -0.06642169505357742]","[0.5481930375099182, 0.5108248591423035, 0.008936747908592224]","[0.562033474445343, 0.4543222188949585, -0.07659172266721725]","[0.5608420968055725, 0.5632326602935791, -0.06138185039162636]","[0.5418331623077393, 0.5561296343803406, -0.027399327605962753]","[0.6202734708786011, 0.5261143445968628, 0.008234558627009392]","[0.636844277381897, 0.49521178007125854, -0.052603449672460556]","[0.6218774914741516, 0.5667433142662048, -0.04808512330055237]","[0.5971287488937378, 0.5709179043769836, -0.028296831995248795]"
L,"[0.47855743765830994, 0.7152299880981445, -1.938364313502916e-08]","[0.5675435662269592, 0.6660206317901611, -0.012783192098140717]","[0.6255964636802673, 0.5720165371894836, -0.007569191511720419]","[0.6356810331344604, 0.5007029175758362, -0.005276061594486237]","[0.6361331939697266, 0.4410878121852875, 0.0011833272874355316]","[0.5931479930877686, 0.4944984018802643, 0.024920355528593063]","[0.6262065172195435, 0.45878592133522034, -0.0045938026160001755]","[0.6461249589920044, 0.4565807580947876, -0.01879020407795906]","[0.6462724208831787, 0.4425291419029236, -0.024571923539042473]","[0.5388085842132568, 0.48366111516952515, 0.012808107770979404]","[0.5883209109306335, 0.4486243724822998, -0.026754766702651978]","[0.5754620432853699, 0.5337743163108826, -0.034478507936000824]","[0.556835412979126, 0.5433869361877441, -0.02664988301694393]","[0.48175787925720215, 0.48868900537490845, -0.006609093397855759]","[0.5268850922584534, 0.45691826939582825, -0.06501714140176773]","[0.5210897326469421, 0.5502537488937378, -0.05660609155893326]","[0.496113657951355, 0.5516171455383301, -0.03390401229262352]","[0.41703957319259644, 0.5065488219261169, -0.025772685185074806]","[0.4668562412261963, 0.4913671016693115, -0.06661731749773026]","[0.4726654887199402, 0.549232006072998, -0.05398762971162796]","[0.445952832698822, 0.5486794114112854, -0.0345308743417263]"
